col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
1,4,4,3,4,5,3,2,2,4,5,3,5,4,5,5,4,5,4,2,5
2,3,3,5,2,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3
3,3,3,2,3,4,4,2,4,3,4,3,2,2,3,3,4,4,4,2,3
4,4,4,2,3,4,2,2,3,5,2,5,3,4,4,2,3,2,2,5,1
5,3,3,3,3,3,2,2,2,3,3,3,3,2,3,2,2,3,4,3,2
6,4,4,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3
7,3,4,3,3,3,3,3,4,4,3,3,2,3,4,4,4,4,4,3,3
8,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
9,3,3,2,3,4,2,2,2,3,3,3,4,3,4,3,2,3,3,4,3
10,1,2,3,3,3,2,2,2,2,1,2,3,3,2,3,3,3,3,3,1
11,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3
12,5,4,3,3,3,3,4,3,4,3,2,4,4,4,4,4,4,4,4,3
13,3,4,2,2,2,3,3,3,4,4,4,4,5,5,4,3,4,3,3,3
14,3,3,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3
15,5,5,2,2,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4
16,2,2,1,3,1,3,4,3,2,3,2,3,3,2,3,3,3,1,2,3
17,2,3,2,3,2,4,4,2,3,2,2,4,2,3,5,2,3,2,4,3
18,5,5,2,3,2,2,3,3,3,4,3,3,4,5,4,4,4,4,4,4
19,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2
20,3,3,4,3,4,3,3,3,3,3,2,4,3,2,3,3,3,3,2,4
21,2,2,2,3,2,2,2,3,4,3,2,3,3,2,4,2,3,3,2,2
22,2,1,1,1,4,3,1,2,2,1,2,1,3,4,4,3,2,3,5,2
23,1,2,1,1,3,1,2,2,2,3,3,2,2,2,3,1,1,2,4,1
