col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
70.0,9.0,11.0,cresh15,4.0,54.9518,74.0,46.0,23.8974,25.125,-0.3048642990280109,-0.9523957996432784,0.0,1.0,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.1789473684210526,0.3105263157894737,0.0157894736842105,0.0894736842105263,0.0947368421052631,0.0,9.0
78.0,9.0,11.0,cresh15,4.0,55.1672,64.0,47.0,24.0343,28.5,-0.3907311284892736,-0.9205048534524404,0.0,1.0,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.1789473684210526,0.3105263157894737,0.0157894736842105,0.0894736842105263,0.0947368421052631,0.0,9.0
75.0,9.0,11.0,cresh15,4.0,54.5881,62.0,47.0,24.0795,28.75,-0.4067366430758002,-0.9135454576426008,0.0,1.0,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.1789473684210526,0.3105263157894737,0.0157894736842105,0.0894736842105263,0.0947368421052631,0.0,9.0
75.0,9.0,11.0,cresh15,1.0,93.1674,25.0,68.0,25.6232,28.375,-0.5075383629607042,-0.8616291604415257,0.0,1.0,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.4840764331210191,0.0636942675159235,0.1019108280254777,0.4649681528662421,0.445859872611465,0.0,11.0
87.0,9.0,11.0,cresh15,1.0,97.6505,30.0,69.0,24.527,28.5,-0.5771451900372335,-0.8166415551616791,0.0,1.0,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.4840764331210191,0.0636942675159235,0.1019108280254777,0.4649681528662421,0.445859872611465,0.0,11.0
69.0,10.0,10.0,cresh15,0.0,55.1222,188.0,42.0,24.7429,27.625,0.0915016186634025,-0.9958049275746615,0.7818314824680297,0.6234898018587336,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.3333333333333333,0.1111111111111111,0.037037037037037,0.074074074074074,0.037037037037037,0.0,11.0
101.0,10.0,11.0,cresh15,7.0,61.8742,362.0,50.0,27.2342,28.5,-0.3583679495453004,-0.9335804264972016,0.9749279121818236,-0.2225209339563143,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.2128146453089245,0.1281464530892448,0.1441647597254004,0.102974828375286,0.102974828375286,0.0,10.0
84.0,10.0,11.0,cresh15,7.0,61.8669,313.0,50.0,27.3668,28.25,-0.4305110968082953,-0.9025852843498604,0.9749279121818236,-0.2225209339563143,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.2128146453089245,0.1281464530892448,0.1441647597254004,0.102974828375286,0.102974828375286,0.0,10.0
73.0,10.0,11.0,cresh15,7.0,61.7112,400.0,51.0,27.4121,28.5,-0.4962165036752082,-0.8681988144891423,0.9749279121818236,-0.2225209339563143,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.2128146453089245,0.1281464530892448,0.1441647597254004,0.102974828375286,0.102974828375286,0.0,10.0
76.0,10.0,11.0,cresh15,7.0,61.1504,496.0,54.0,27.5437,28.75,-0.6259234721840591,-0.7798844830928818,0.9749279121818236,-0.2225209339563143,0.5945945945945946,0.1081081081081081,0.027027027027027,0.5405405405405406,0.6756756756756757,0.0,0.2128146453089245,0.1281464530892448,0.1441647597254004,0.102974828375286,0.102974828375286,0.0,10.0
