col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
,,,,"02489 Cook Park
Sherriport, MT 50853","41489 Roger Terrace
Davisfort, IN 71770",Norma Fisher,Norma Fisher,,Desktop computer,Laptop computer,Tablet,Smart phone,Other (please specify),Response,The website is easy to use,The information on the website is credible,I will likely return to the website in future,I find the website to be attractive
10858623557.0,241097711.0,07/14/2019 06:03:59 PM,07/14/2019 06:04:08 PM,"23450 Timothy Divide
Wuland, UT 20341","014 Aaron Locks Suite 714
Justinborough, CO 05147",Jorge Sullivan,Jorge Sullivan,,,,Tablet,Smart phone,,Somewhat satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree
10858623386.0,241097711.0,07/14/2019 06:03:44 PM,07/14/2019 06:03:55 PM,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565","8518 Pamela Track Apt. 164
Aprilshire, SC 28062",Elizabeth Woods,Elizabeth Woods,,Desktop computer,,,,,Very dissatisfied,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
10858622504.0,241097659.0,07/14/2019 06:02:36 PM,07/14/2019 06:02:54 PM,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884","864 Ramos Port Apt. 211
Moralesmouth, OH 88090",Susan Wagner,Susan Wagner,,,Laptop computer,,Smart phone,,Somewhat satisfied,Strongly agree,Strongly agree,Undecided,Strongly agree
10858622198.0,241097659.0,07/14/2019 06:02:20 PM,07/14/2019 06:02:33 PM,"5100 Scott Burg
East Clayton, SC 66353","637 Neal Island Suite 074
Lake Tyler, RI 28775",Peter Montgomery,Peter Montgomery,,Desktop computer,,,Smart phone,,Somewhat satisfied,Agree,Disagree,Agree,Disagree
10858621248.0,241097608.0,07/14/2019 06:01:14 PM,07/14/2019 06:01:33 PM,"412 Snow Manors Apt. 161
South Kimtown, NV 57004","0811 Smith Canyon Apt. 904
Jessicabury, WV 75585",Theodore Mcgrath,Theodore Mcgrath,,Desktop computer,,Tablet,,dfsdsf,Neither satisfied nor dissatisfied,Undecided,Agree,Undecided,Undecided
10858621028.0,241097608.0,07/14/2019 06:00:58 PM,07/14/2019 06:01:11 PM,"5415 David Square
West Michaeltown, IN 48447","7562 Fisher Spur
Hernandezberg, MD 17438",Stephanie Collins,Stephanie Collins,,,Laptop computer,Tablet,Smart phone,,Very satisfied,Strongly agree,Agree,Strongly agree,Strongly agree
10858620811.0,241097608.0,07/14/2019 06:00:42 PM,07/14/2019 06:00:55 PM,"03104 Norris Rapids
Port Donald, DE 62982","5667 Blair Underpass
South Shelby, VT 07027",Stephanie Sutton,Stephanie Sutton,,Desktop computer,,,Smart phone,,Very dissatisfied,Strongly disagree,Disagree,Strongly disagree,Strongly disagree
10858620129.0,241097541.0,07/14/2019 05:59:49 PM,07/14/2019 06:00:03 PM,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915","PSC 0312, Box 5023
APO AP 39498",Brian Hamilton,Brian Hamilton,,Desktop computer,Laptop computer,Tablet,,,Somewhat dissatisfied,Undecided,Undecided,Disagree,Undecided
10858619910.0,241097541.0,07/14/2019 05:59:32 PM,07/14/2019 05:59:46 PM,"332 Watson Shore Apt. 290
Millerland, MT 39742","6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008",Susan Levy,Susan Levy,,Desktop computer,Laptop computer,Tablet,Smart phone,,Neither satisfied nor dissatisfied,Strongly agree,Agree,Undecided,Disagree
10858619681.0,241097541.0,07/14/2019 05:58:48 PM,07/14/2019 05:59:28 PM,"645 John Roads
Danahaven, MS 54060","16396 Shawn Junction
New Nicolemouth, ND 60236",Sean Green,Sean Green,,Desktop computer,Laptop computer,Tablet,,Company device,Very satisfied,Strongly disagree,Disagree,Undecided,Agree
10858616290.0,241097363.0,07/14/2019 05:54:37 PM,07/14/2019 05:55:17 PM,"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774","PSC 4080, Box 3513
APO AP 45818",Kimberly Smith,Kimberly Smith,,,Laptop computer,Tablet,Smart phone,,Somewhat dissatisfied,Agree,Undecided,Undecided,Agree
10858615696.0,241097363.0,07/14/2019 05:54:19 PM,07/14/2019 05:54:32 PM,"5825 Welch Corners
Fischerport, UT 59363","4486 Olson Well
North Kevin, CA 01707",Jennifer Summers,Jennifer Summers,,Desktop computer,,,Smart phone,,Somewhat satisfied,Disagree,Undecided,Undecided,Disagree
