col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60
Blande_Viana_Passiflora_edulis_Brazil_2005,13,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.30545347303786,-40.305807355341535,356624,8971156,24,3,6,2005,20.06,,,,,,,,,33.33,,,308.5,,,,,,,4228.2,1530.9,0,2697.3,0,0,0,0,0,0,0,450,135,counts per flower and hour,2.32,0.8399999999999999,0,1.4799999999999998,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,burkelaura@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,19,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.310974367752362,-40.29456653048576,357861,8970550,24,3,6,2005,19.65,,,,,,,,,10.34,,,126.0,,,,,,,834.3,0.0,0,834.3,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.4577777777777778,0.0,0,0.4577777777777778,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,russellscott@hotmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,43,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.33332180940364,-40.29628766789818,357681,8968078,24,3,6,2005,19.94,,,,,,,,,11.53,,,119.0,,,,,,,453.6,0.0,0,453.6,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.2488888888888888,0.0,0,0.2488888888888888,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,anna76@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,67,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.31478475420342,-40.28614127630264,358788,8970132,24,3,6,2005,19.5,,,,,,,,,0.0,,,0.0,,,,,,,332.1,64.8,0,267.3,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.1822222222222222,0.0355555555555555,0,0.1466666666666666,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,mlang@brown-davis.com
Blande_Viana_Passiflora_edulis_Brazil_2005,112,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.28694547489311,-40.28767815870624,358608,8973210,24,3,6,2005,19.75,,,,,,,,,13.79,,,0.0,,,,,,,388.8,0.0,0,388.8,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.2133333333333333,0.0,0,0.2133333333333333,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,thompsonchristina@hotmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,117,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.306396433222927,-40.2751224616872,359995,8971064,24,3,6,2005,19.83,,,,,,,,,16.67,,,177.67,,,,,,,64.8,0.0,0,64.8,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.0355555555555555,0.0,0,0.0355555555555555,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,stephen87@miller-williams.biz
Blande_Viana_Passiflora_edulis_Brazil_2005,129,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.296269135283127,-40.25964631208272,361691,8972190,24,3,6,2005,19.55,,,,,,,,,7.69,,,176.0,,,,,,,202.5,0.0,0,202.5,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.1111111111111111,0.0,0,0.1111111111111111,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,wongcody@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,149,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.27434794777951,-40.28036812432881,359406,8974606,24,3,6,2005,19.76,,,,,,,,,3.33,,,0.0,,,,,,,801.9000000000001,170.1,0,631.8000000000001,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.44,0.0933333333333333,0,0.3466666666666667,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,stephanie70@gmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,155,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.273109505752002,-40.26754683213678,360814,8974748,24,3,6,2005,19.5,,,,,,,,,3.57,,,112.0,,,,,,,980.1,234.9,0,745.2,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.5377777777777778,0.1288888888888889,0,0.4088888888888889,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,smithmatthew@hotmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,163,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.263619525622762,-40.291452573970496,358184,8975788,24,3,6,2005,19.79,,,,,,,,,46.15,,,224.0,,,,,,,696.6,129.6,0,567.0,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.3822222222222222,0.0711111111111111,0,0.3111111111111111,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,gregmccall@frazier.com
Blande_Viana_Passiflora_edulis_Brazil_2005,176,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.30921674913039,-40.26015693709951,361640,8970758,24,3,6,2005,19.45,,,,,,,,,20.0,,,70.0,,,,,,,1749.6,1117.8,0,631.8,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.96,0.6133333333333333,0,0.3466666666666667,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,obenjamin@sanders.com
Blande_Viana_Passiflora_edulis_Brazil_2005,185,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.320502551746808,-40.26517733661549,361093,8969508,24,3,6,2005,19.51,,,,,,,,,3.84,,,0.0,,,,,,,656.1,0.0,0,656.1,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.36,0.0,0,0.36,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,michaelmartin@ford-walter.com
Blande_Viana_Passiflora_edulis_Brazil_2005,229,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.34610252206672,-40.28292372843912,359154,8966670,24,3,6,2005,19.73,,,,,,,,,27.27,,,187.0,,,,,,,48.6,0.0,0,48.6,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.0266666666666666,0.0,0,0.0266666666666666,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,martinbrandy@hotmail.com
Blande_Viana_Passiflora_edulis_Brazil_2005,240,Passiflora edulis,Yellow passion fruit,Conventional,Brazil,-9.33445368189837,-40.24782893487868,363004,8967972,24,3,6,2005,19.57,,,,,,,,,4.0,,,0.0,,,,,,,388.8,0.0,0,388.8,0,0,0,0,0,0,0,450,135,counts per flower and hour,0.2133333333333333,0.0,0,0.2133333333333333,0,0,0,0,0,0,0,10.1111/j.1461-0248.2011.01669.x ,Blande Viana,zoesmith@yahoo.com
