col0,col1,col2,col3,col4,col5
83702,ID,0.6,,06/13/2011,
83201,ID,1.02,,12-12-2008,
83211,ID,1.1,,7-11-2006,
83661,ID,1.1,,4-2-2007,
83657,ID,1.1,,3-2-2009,
83333,ID,1.1,,04/16/2007,
83204,ID,1.1,,12-4-2007,
83464,ID,1.1,,04/15/2010,
83301,ID,1.19,,03/30/2011,
83687,ID,1.792,,10/25/2011,
83714,ID,1.84,,10-2-2010,
83530,ID,2.0,25000.0,11/14/1983,
83246,ID,2.58,38000.0,11-9-2009,
83702,ID,2.71,,7-3-2006,
83656,ID,4.77,,12/17/2013,
83843,ID,5.0,85000.0,04/14/2009,
83706,ID,5.875,,05/23/2014,
83616,ID,6.4,,9-10-2008,
83713,ID,6.4,,5-3-2010,
83628,ID,7.15,,9-12-2011,
83714,ID,7.392,40224.0,10/18/2012,
83422,ID,7.59,48000.0,10-1-2010,
83703,ID,8.2,,05/22/2010,
83250,ID,8.82,,07/21/2011,
83716,ID,11.46,,10/17/2011,
83702,ID,24.48,,03/24/2014,
83642,ID,27.2,,12/28/2011,
83628,ID,30.25,,08/19/2011,
83352,ID,35.0,182356.0,06/28/2011,
83660,ID,35.2,,9-9-2011,
83523,ID,37.125,191399.0,11-8-2011,
83232,ID,37.8,191164.0,08/16/2011,
83647,ID,39.33,,8-3-2011,
83320,ID,40.5,250000.0,07/24/2012,
83832,ID,47.53,259670.0,9-12-2011,
83702,ID,50.0,,07/19/2012,
83213,ID,55.44,359000.0,11-9-2010,
83340,ID,55.5,,11-1-2010,
83864,ID,64.68,359398.0,08/31/2011,
83676,ID,79.0,440000.0,9-1-2011,
83440,ID,86.24,440034.0,06/28/2011,
83705,ID,99.96,432076.0,06/20/2011,
83647,ID,100.0,,03/19/2013,
