col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
1,653,Representative connect,../fake-data/blob/hipster.txt,2020-02-07T23:57:35,2020-02-08T04:48:15,2020-02-08T15:50:12,2020-02-08T08:57:28,PUBLICADO,1,1
2,4442,TCP viral Corporate,../fake-data/blob/hipster.txt,2020-02-08T08:47:56,2020-02-07T20:49:50,2020-02-08T02:23:31,2020-02-07T21:21:52,PUBLICADO,2,2
3,16164,Engineer bypass Borders,../fake-data/blob/hipster.txt,2020-02-08T08:34:57,2020-02-08T15:20:45,2020-02-07T23:25:18,2020-02-08T01:59:07,PUBLICADO,3,3
4,20956,strategize,../fake-data/blob/hipster.txt,2020-02-08T13:35:01,2020-02-07T20:14:58,2020-02-07T21:50:42,2020-02-08T06:33:53,APROVADO,4,4
5,32742,homogeneous challenge Missouri,../fake-data/blob/hipster.txt,2020-02-08T07:38:44,2020-02-08T07:29:46,2020-02-08T14:02:12,2020-02-08T00:13:45,RASCUNHO,5,5
6,97519,Auto Loan Account Specialist expedite,../fake-data/blob/hipster.txt,2020-02-07T20:14:14,2020-02-08T02:35:41,2020-02-08T12:18:30,2020-02-07T23:19:07,APROVADO,6,6
7,80290,Buckinghamshire withdrawal cyan,../fake-data/blob/hipster.txt,2020-02-08T05:56:57,2020-02-08T08:31:58,2020-02-07T16:43:14,2020-02-08T08:19:54,APROVADO,7,7
8,96805,sticky,../fake-data/blob/hipster.txt,2020-02-07T23:31:34,2020-02-08T15:57:46,2020-02-07T16:18:58,2020-02-07T18:36:36,RASCUNHO,8,8
9,79915,neural input,../fake-data/blob/hipster.txt,2020-02-08T04:38:30,2020-02-08T15:13:36,2020-02-08T06:34:28,2020-02-07T23:18:29,PUBLICADO,9,9
10,46672,Savings Account Principal SMS,../fake-data/blob/hipster.txt,2020-02-07T20:22:17,2020-02-08T13:33:27,2020-02-08T08:32:40,2020-02-08T11:01:24,PUBLICADO,10,10
