col0,col1,col2,col3,col4,col5,col6,col7
Norma Fisher,"6109 Holly Estate Apt. 376
Johnsonshire, WI 87296",Boise,ID,83702-5857,(541) 678-5228,large,http://www.10barrel.com
Jorge Sullivan,"1427 Odonnell Rapids
North Troyport, NH 07035",Garden City,ID,83703,,micro,http://www.barbarianbrewing.com
Elizabeth Woods,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",,,,(208) 322-7684,micro,http://www.bearislandbrewing.com
Susan Wagner,"76104 Marsh Crescent
Dennishaven, SD 85034",Salmon,ID,83467-4246,(208) 756-3391,brewpub,http://www.bertramsbrewery.com
Peter Montgomery,"0003 Grant Lakes
Port Karafort, SD 60619",,,,(830) 581-8140,planning,
Theodore Mcgrath,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",Boise,ID,83702-7642,(208) 342-7655,micro,http://www.boisebrewing.com
Stephanie Collins,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",Driggs,ID,83422,,planning,
Stephanie Sutton,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",,,,,planning,
Brian Hamilton,"30601 Hawkins Highway
Morashire, TX 28976",McCall,ID,83638-5095,(208) 315-5772,micro,http://www.brokenhornbrewing.com
Susan Levy,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",Boise,ID,83702-4628,(208) 890-1247,planning,http://www.clairvoyantbrewing.com
Sean Green,"76582 Vanessa Oval
New Richard, NE 68819",Boise,ID,83702-3923,(208) 336-0681,brewpub,http://www.cloud9brewery.com
Kimberly Smith,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",Garden City,ID,83714,(208) 830-2456,micro,http://www.countylinebrewing.com
Jennifer Summers,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",Nampa,ID,83651-4331,(208) 968-1034,micro,http://www.crescentbeer.com
April Snyder,"891 Bullock Ford
Amandachester, NJ 51431",Garden City,ID,83714-1457,(208) 901-2090,micro,http://www.cfbrewing.blogspot.com
Dana Nguyen,"02489 Cook Park
Sherriport, MT 50853",Coeur D Alene,ID,83814,(208) 665-9892,brewpub,
Cheryl Bradley,"23450 Timothy Divide
Wuland, UT 20341",Post Falls,ID,83854-7623,(208) 262-4233,micro,http://www.downdraftbrewing.com
Walter Pratt,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",Boise,ID,83704-8374,(208) 995-2979,brewpub,http://www.edgebrew.com
Bobby Flores,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",Victor,ID,83455-5500,(208) 538-0068,micro,http://www.grandtetonbrewing.com
Tasha Rodriguez,"5100 Scott Burg
East Clayton, SC 66353",Garden City,ID,83712,(208) 830-0441,micro,http://www.haffbrewing.com
Michelle Kelley,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",Boise,ID,83702-0962,(208) 343-6820,brewpub,http://www.highlandshollow.com
Kimberly Maynard,"5415 David Square
West Michaeltown, IN 48447",Moscow,ID,83843,,planning,
Laurie Wallace,"03104 Norris Rapids
Port Donald, DE 62982",Idaho Falls,ID,83402-3965,(208) 589-7233,micro,http://www.idahobrewing.com
Janice Johnston,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",Boise,ID,83703,,planning,http://www.knotheadbrewing.com
