col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
R0000053476,1090 (Transfer to Archives) - Human Resources,True,https://organizationXYZ.sharepoint.com/sites/Department123/Human_Resources/file example XLS 100.xls,Microsoft Excel,2,"Lévêque, François",Human Resources,2018-02-27T13:18:00Z,"Earle, Patrick",20000,xls,2018-04-11T11:08:00Z,Human_Resources,Department123,0x02C91E257671B45A08F343AA3A1C115A0EF12EBAF2,ef1eac74-9ecf-4f33-b795-19258bcd139a,Budget,2018-04-11T11:08:00Z,file example XLS 100.xls
R0000058811,1090 (Transfer to Archives) - Human Resources,True,https://organizationXYZ.sharepoint.com/sites/Department123/Human_Resources/file sample 100kB.doc,Microsoft Word,1,"Beaumont, Elise",Human Resources,2017-06-14T15:13:00Z,"Lévêque, François",100000,doc,2017-08-13T16:32:00Z,Human_Resources,Department123,0x0252A1D09850015D8DB50C581122475D8886D4A476,182b39c5-07dd-466a-af62-8d2d62d990f9,Letter,2017-08-13T16:32:00Z,file sample 100kB.doc
R0000050674,1090 (Transfer to Archives) - Human Resources,True,https://organizationXYZ.sharepoint.com/sites/Department123/Human_Resources/file sample 100kB.docx,Microsoft Word,1,"Beaumont, Elise",Human Resources,2017-11-09T17:11:00Z,"Ellington, Patricia",111000,docx,2017-12-19T17:47:00Z,Human_Resources,Department123,0x027F5A4D60D6D7A28E78FC3CFE3745E2DB757EF079,d40b0f69-4ec5-4369-b3db-32dd76758c23,Memo,2017-12-19T17:47:00Z,file sample 100kB.docx
R0000025570,1250 (Destroy) - Visitors,False,https://organizationXYZ.sharepoint.com/sites/Department123/Visitors/destroy_example_1.pdf,Acrobat PDF,1,"Torres, Jesús",Visitors,2017-06-12T12:13:00Z,"Torres, Jesús",23000,pdf,2017-06-12T12:13:00Z,Visitors,Department123,0x02C91E257671B45A08F343AA3A1C115A0EF12EBAG1,233a26a3-9436-4c4b-a64b-ba001a4475ff,Reference,2017-06-12T12:13:00Z,destroy-example_1.pdf
R0000025575,1250 (Destroy) - Visitors,False,https://organizationXYZ.sharepoint.com/sites/Department123/Visitors/destroy_example_2.pdf,Acrobat PDF,1,"Johnson, Angela",Visitors,2016-06-05T11:13:00Z,"Ellington, Patricia",817234,pdf,2016-06-05T11:13:00Z,Visitors,Department123,0x02D91E257671B45A08F343AA3A1C115A0EF12EBAF3,11b9b616-b43d-48c5-9686-4cf0351b886f,Reference,2016-06-05T11:13:00Z,destroy_example_2.pdf
R0000025576,1250 (Destroy) - Visitors,False,https://organizationXYZ.sharepoint.com/sites/Department123/Visitors/destroy_example_3.pdf,Acrobat PDF,1,"Johnson, Angela",Visitors,2017-02-21T09:08:00Z,"Johnson, Angela",1400320,pdf,2017-02-21T09:08:00Z,Visitors,Department123,0x0252A1D09850015D8DB50C581122475D8886D4A122,31d6442f-056a-453f-8cec-72f797923872,Reference,2017-02-21T09:08:00Z,destroy_example_3.pdf
R0000034432,1130 (Transfer to Archives) - Membership,True,https://organizationXYZ.sharepoint.com/sites/Department456/Administration/file example AVI 480 750kB.avi,Audio/Video Interleaved Format,1,"Chen, Fiona",Membership,2017-07-21T14:39:00Z,"Ellington, Patricia",742000,avi,2017-07-21T14:39:00Z,Administration,Department456,0x027F5A4D60D6D7A28E78FC3CFE3745E2DB757EFBCB,0390b9b7-2de1-409e-8031-36b10cba5b7d,Procedures,2017-07-21T14:39:00Z,file example AVI 480 750kB.avi
R0000034416,1130 Transfer to Archives) - Membership,True,https://organizationXYZ.sharepoint.com/sites/Department456/Administration/file example MOV 480 700kB.mov,Quicktime,1,"Chen, Fiona",Membership,2016-04-19T10:35:00Z,"Chen, Fiona",710000,mov,2016-04-19T10:35:00Z,Administration,Department456,0x02C91E257671B45A08F343AA3A1C115A0EF12EECK4,7c08c4ae-23e5-47a1-b747-dd45d20a9684,Manuals,2016-04-19T10:35:00Z,file example MOV 480 700kB.mov
R0000033012,1130 (Review) - Membership,False,https://organizationXYZ.sharepoint.com/sites/Department456/Administration/file example WAV 1MG.wav,Broadcast WAVE,1,"García, Amaya",Membership,2015-09-25T14:31:00Z,"Earle, Patrick",1100000,wav,2015-09-25T14:31:00Z,Administration,Department456,0x02C91E257671B45A08F343AA3A1C115A0EF12EGRE4,cb125195-7a1b-4abb-b067-5a9cab3c5027,Manuals,2015-09-25T14:31:00Z,file example WAV 1MG.wav
R0000025539,1490 (Destroy) - Programs,False,https://organizationXYZ.sharepoint.com/sites/Department456/Programs/destroy_example_4.pdf,Acrobat PDF,1,"Wong, Darren",Programs,2018-03-02T19:47:00Z,"Wong, Darren",1202119,pdf,2018-03-02T19:47:00Z,Programs,Department456,0x02CF6FD669B7DFE4BF3C431F6260A59B55FD300875,d0029c5a-5853-40b5-a2bb-6048e05a811d,Advertisement,2018-03-02T19:47:00Z,destroy_example_4.pdf
