col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,G32,,Adderley Place,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401932,394128,3.84,unknown ownership,,not permissioned,,,,,48,,,,48,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BV002,,Birch Vale Industrial Estate,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,370136,237890,4.4,unknown ownership,,not permissioned,,,,,100,,,,100,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,TI001,,Bridge Mills,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401943,396919,3.84,unknown ownership,yes,permissioned,full planning permission,,,,0,,,,0,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BW004,,"Britannia Mills, Buxworth",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401699,382294,1.4,unknown ownership,,not permissioned,,,,,50,,,,50,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,GL043,,"Charlestown Works, Glossop",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,403428,392936,3.39,unknown ownership,,pending decision,other,,,,100,,,,100,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,CI001,,FORGE WORKS,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,404455,382122,7.44,unknown ownership,yes,permissioned,outline planning permission,,,,182,,,,182,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BX055,,Former Campus,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,406720,370969,4.65,not owned by a public authority,,not permissioned,,,,,105,,,,105,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,GL070,,Former railway muesum,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,402098,394655,3.9,not owned by a public authority,,permissioned,full planning permission,,,,89,,,,89,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,WB009,,"Gisbourne Yard, Whaley Bridge",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401171,381061,0.36,unknown ownership,yes,permissioned,outline planning permission,,,,11,,,,11,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BX057,,HARDWICK SQUARE SOUTH,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,405915,373232,0.47,unknown ownership,,permissioned,,,,,30,,,,30,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,GL056,,"Hawkeshead Mill, Hope Street",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,404339,394974,0.8,unknown ownership,,not permissioned,,,,,18,,,,18,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,B3,,Hogshaw,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,406151,374168,13.7,unknown ownership,,not permissioned,,,,,68,,,,68,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,CS001,,Holehouse Mill MARPLE ROAD,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,399923,392258,1.7,unknown ownership,yes,permissioned,outline planning permission,,,,22,,,,22,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BX115,,LEEK ROAD,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,404337,372786,0.79,unknown ownership,yes,permissioned,full planning permission,,,,8,,,,8,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,BX051,,Market Street Depot,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,399945,385621,0.8,owned by a public authority,,not permissioned,,,,,24,,,,24,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,NM041,,"Newtown Industrial Area, New Mills",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,399712,384710,2.99,unknown ownership,,not permissioned,,,,,15,,,,15,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,GA001,,OLD RAIL SIDINGS GLOSSOP ROAD GLOSSOP GAMESLEY (sanas romeo),https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401279,394154,4.42,unknown ownership,yes,permissioned,full planning permission,,,,93,,,,93,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,HD012,,"Paradise Street, Hadfield",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,401986,396239,1.24,owned by a public authority,,permissioned,,,,,28,,,,28,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,CH012,,Roebuck Place,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,405637,380764,0.3,not owned by a public authority,yes,permissioned,full planning permission,,,,14,,,,14,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,NM001,,"Salem Mill, New Mills",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,400232,385901,0.27,unknown ownership,yes,permissioned,full planning permission,,,,15,,,,15,,,,,2017-11-30,2017-11-30
http://opendatacommunities.org/id/district-council/high-peak,High Peak Borough Council,B31,,Station Road,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA ,WGS84,399757,384919,0.62,unknown ownership,,not permissioned,,,,,30,,,,30,,,,,2017-11-30,2017-11-30
