col0,col1,col2,col3,col4,col5,col6,col7,col8
1,05:00:00,13:00:00,2.0,True,1,4,3,4
2,05:00:00,13:00:00,10.0,True,1,4,0,1
3,05:00:00,13:00:00,11.0,True,1,4,2,3
4,06:00:00,14:00:00,5.0,True,1,4,6,0
5,06:00:00,14:00:00,9.0,True,1,4,1,2
6,13:00:00,21:00:00,2.0,True,2,4,0,1
7,13:00:00,21:00:00,3.0,True,2,4,2,3
8,13:00:00,21:00:00,4.0,True,2,4,3,4
9,14:00:00,22:00:00,8.0,True,2,4,1,2
10,21:00:00,05:00:00,15.0,True,3,4,5,6
11,21:00:00,05:00:00,7.0,True,3,4,1,2
12,21:00:00,05:00:00,14.0,True,3,4,3,4
13,22:00:00,06:00:00,6.0,True,3,4,0,1
14,22:00:00,06:00:00,12.0,True,3,4,1,2
15,22:00:00,06:00:00,13.0,True,3,4,2,3
16,,,24.0,True,1,1,4,5
17,,,21.0,True,1,1,6,0
18,,,22.0,True,2,1,4,5
19,,,23.0,True,2,1,6,0
20,,,25.0,True,3,1,4,5
21,,,26.0,True,3,1,6,0
22,07:40:00,15:40:00,32.0,False,2,5,5,6
23,07:40:00,15:40:00,33.0,False,2,5,5,6
24,06:00:00,14:00:00,30.0,False,1,3,5,6
25,06:00:00,14:00:00,29.0,False,1,3,5,6
26,13:00:00,21:00:00,31.0,False,2,3,5,6
27,06:00:00,14:00:00,34.0,False,1,6,5,6
28,06:00:00,14:00:00,35.0,False,1,6,5,6
29,13:00:00,21:00:00,36.0,False,2,6,5,6
30,14:00:00,22:00:00,37.0,False,2,6,5,6
31,,,40.0,False,1,2,4,5
32,,,41.0,False,1,2,6,0
33,,,38.0,False,2,2,4,5
34,,,39.0,False,2,2,6,0
35,,,42.0,False,3,2,4,5
36,,,43.0,False,3,2,6,0
37,05:00:00,13:00:00,,True,4,4,3,4
38,05:00:00,13:00:00,,True,4,4,0,1
39,05:00:00,13:00:00,,True,4,4,2,3
40,06:00:00,14:00:00,,True,4,4,6,0
41,06:00:00,14:00:00,,True,4,4,1,2
42,13:00:00,21:00:00,,True,5,4,0,1
43,13:00:00,21:00:00,,True,5,4,2,3
44,13:00:00,21:00:00,,True,5,4,3,4
45,14:00:00,22:00:00,,True,5,4,1,2
46,21:00:00,05:00:00,,True,6,4,5,6
47,21:00:00,05:00:00,,True,6,4,1,2
48,21:00:00,05:00:00,,True,6,4,3,4
49,22:00:00,06:00:00,,True,6,4,0,1
50,22:00:00,06:00:00,,True,6,4,1,2
51,22:00:00,06:00:00,,True,6,4,2,3
52,,,,True,4,1,4,5
53,,,,True,4,1,6,0
54,,,,True,5,1,4,5
55,,,,True,5,1,6,0
56,,,,True,6,1,4,5
57,,,,True,6,1,6,0
58,07:40:00,15:40:00,,False,5,5,5,6
59,07:40:00,15:40:00,,False,5,5,5,6
60,06:00:00,14:00:00,,False,4,3,5,6
61,06:00:00,14:00:00,,False,4,3,5,6
62,13:00:00,21:00:00,,False,5,3,5,6
63,06:00:00,14:00:00,,False,4,6,5,6
64,06:00:00,14:00:00,,False,4,6,5,6
65,13:00:00,21:00:00,,False,5,6,5,6
66,14:00:00,22:00:00,,False,5,6,5,6
67,,,,False,4,2,4,5
68,,,,False,4,2,6,0
69,,,,False,5,2,4,5
70,,,,False,5,2,6,0
71,,,,False,6,2,4,5
72,,,,False,6,2,6,0
