col0,col1,col2,col3,col4,col5,col6
02/06/2016,Individual,Pursuit,Men,BVI,,
"Place,License",,,,,,
"1,274033,Kyle,KNOTT,Rock","Hill,SC,4:42.218,Revolve",Residential,p/b,Pre-Reg.com,,
"1,318262,Chester,TRIPLETT,Mooresville,NC,4:42.218,",,,,,,
"2,206188,Liam,DONOGHUE,Boulder,CO,4:42.944,Western",ID,Physicians,,,,
"2,266675,Clark,RACHFAL,Annapolis,MD,4:42.944,Western",ID,Physicians,,,,
"3,245655,Benjamin,COLLINS,Seattle,WA,4:39.876,SRAM",Factory,,,,,
"3,460022,Aaron,SCHEIDIES,Seattle,WA,4:39.876,",,,,,,
"4,333986,Roger,AINSLIE,Fallbrook,CA,4:57.993,",,,,,,
"4,487005,Tanner,GERS,Phoenixphoenix,AZ,4:57.993,",,,,,,
"5,496910,Mark,MACDONALD,,,5:06.824,Independent",,,,,,
"5,496562,Lowell,TAYLOR,,,5:06.824,Ride",For,A,Reason,,,
"6,62113,J","Christopher,FERRIS,Boulder,CO,5:33.104,sub11",Racing,,,,
"6,59853,Raymond,MIDDLETON,Erie,CO,5:33.104,Hammer",Racing,Team-,TVG,LTD.,,
02/06/2016,Individual,Pursuit,Men,C1,,
"Place,License",,,,,,
"1,376278,Todd,KEY,Scottsdale,AZ,4:12.444,",,,,,,
"2,384646,William,LISTER,Colorado","Springs,CO,4:15.469,",,,,,
"3,276874,Matthew,BIGOS,Cardiff",By,The,"Sea,CA,4:41.371,Velo",Hangar,,
02/06/2016,Individual,Pursuit,Men,C2,,
"Place,License",,,,,,
"1,56633,Aaron,KEITH,Woodinville,WA,4:01.022,Team",Roger,C,Peace,,,
"2,430884,Greg,TYLER,Mission","Viejo,CA,5:20.721,Team",PossAbilities,,,,
02/06/2016,Individual,Pursuit,Men,C3,,
"Place,License",,,,,,
"1,74392,Joseph,BERENYI,Oswego,IL,0.002583646,ABD",Cycling,Team,,,,
"2,401490,William,REYNOLDS,Bethesda,MD,0.003323079,US",Military,Endurance,Sports,,,
"DNS,256472,James,SANTANGELO,Sterling","Heights,MI,0,totaly",me,myself,and,i,
02/06/2016,Individual,Pursuit,Men,C4,,
"Place,License",,,,,,
"1,319570,Jeffrey,MARTIN,Colorado",Springs,",CO,4:55.712,US",Military,Endurance,Sports,
"2,324190,Jonathan,COPSEY,Colorado","Springs,CO,5:02.233,COS",Racing,,,,
"3,313338,Justin,WIDHALM,Fountain,CO,5:05.154,US",Military,Endurance,Sports,,,
"4,224712,Jason,MACOM,Little","Rock,AR,5:41.134,",,,,,
"DNS,250362,John,WISE,Menlo","Park,CA,0,",,,,,
02/06/2016,Individual,Pursuit,Men,C5,,
"Place,License",,,,,,
"1,305269,Christopher,MURPHY,Colorado","Springs,CO,4:56.953,",,,,,
"2,497163,Rodny,MINIERCASTILLO,,,5:10.432,Dominican",Para-National,Team,,,,
"3,496758,Jose,RODRIGUEZ,,,5:18.693,Dominican",Republic,,,,,
"4,382392,Jorge,AVALOS,Windcrest,TX,5:55.519,US",Military,Endurance,Sports,,,
02/06/2016,Individual,Pursuit,Women,BVI,,
"Place,License",,,,,,
"1,211079,Mackenzie,WOODRING,Lowell,MI,3:47.941,U.S.",National,Paralympic,Cycling,Team,,
"1,390016,Shawn,CHESHIRE,Camillus,NY,3:47.941,",,,,,,
02/06/2016,Individual,Pursuit,Women,C2,,
"Place,License",,,,,,
"1,160740,Allison,JONES,Colorado","Springs,CO,4:32.979,US",Para-Cycling,National,Team,,
02/06/2016,Individual,Pursuit,Women,C3,,
"Place,License",,,,,,
"1,169611,Jamie,WHITMORE,Mount","Aukum,CA,4:25.563,UCI",WPT:,TWENTY16,-,RideBiker,
02/06/2016,Individual,Pursuit,Women,C4,,
"Place,License",,,,,,
"1,304072,Shawn,MORELLI,Colorado","Springs,CO,4:00.456,UCI",WPT:,UnitedHealthcare,,,
"2,296182,Megan,FISHER,Missoula,MT,4:20.182,TWENTY16",Pro,Cycling,,,,
