col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,نظام النسخ الاحتياطي  Veeam,رايات التقنية,active,            ,200000,            ,<p>DATA مع &nbsp;DOMAIN</p>,2014-12-24,2017-12-23,يوسف شريف العبدالوهاب,2016-07-27
12,SSL Exchange  التشفير الالكتروني, رايات التقنية,active,  ,3600,  ,,2014-09-04,2017-09-04,يوسف شريف العبدالوهاب,2016-07-27
7,Servers (Hardware) الاتصال المركزي   عدد 2,(دايمنشن داتا (شهباز- محمد عثمان,active,  ,"6,397.00",  ,,2015-03-20,2017-08-31,يوسف شريف العبدالوهاب,2016-07-27
2,Core Switch (غرفة البيانات (المبدل الرئيسي ,رايات التقنية,active,  ,9640,  ,,2015-06-03,2017-06-02,يوسف شريف العبدالوهاب,2016-07-27
17,STC Routers,STC,active,  ,19-05-2017,  ,"<p>أجهزة 5</p>
<p>و</p>
<p>أجهزة 8</p>
<p>&nbsp;</p>",2015-12-09,2017-05-19,يوسف شريف العبدالوهاب,2016-07-27
23,(غرفة البيانات (نظام مكافحة الحرائق,سيترا,active,  ,30000,  ,,2014-05-14,2017-05-14,يوسف شريف العبدالوهاب,2016-07-27
4,3 Servers HP for Vmware,الفلك,active,,"8,500.00",,<p>تجديد جهازين فقط حتى 2017 اما الجهاز الاخر لم يتجدد</p>,2015-06-10,2017-04-29,يوسف شريف العبدالوهاب,2016-07-27
18, (الشبكة الداخلية (البوابة الداخلية - الفعاليات- التبادل التجاري - المنتديات,أنترآكتف,active,  ,40000,  ,,2015-01-16,2017-03-30,يوسف شريف العبدالوهاب,2016-07-27
5, التخزين المركزي EMC Vnxe 3100 خاص لل Vmware,مهام الخليج ماتكو (رمزي تيماني),active,,15273,<p>966 50 9473714</p>,,2015-03-14,2017-03-13,يوسف شريف العبدالوهاب,2016-07-27
19,EXA استضافة مواقع المجلس الخارجية,إكساء,active,  ,92000,  ,,2015-03-09,2017-02-27,يوسف شريف العبدالوهاب,2016-07-27
10,خدمة الانترنت,نور نت ,active,  ,120000,  ,,2014-12-25,2017-02-12,يوسف شريف العبدالوهاب,2016-07-27
14,DropBox,DropBox,active,  ,,  ,,2015-01-22,2017-01-22,يوسف شريف العبدالوهاب,2016-07-27
8,EMC Data Domain Storage,(مهام الخليج ماتكو (رمزي تيماني,active,  ,200000,  ,<p>Veeam&nbsp;مع</p>,2014-12-31,2016-12-31,يوسف شريف العبدالوهاب,2016-07-27
11,Microsofts اتفاقية مايكروسوفت ,الحاسب العربي,active,  ,1262936,  ,,2014-01-01,2016-12-31,يوسف شريف العبدالوهاب,2016-07-27
13, Sophos UTM + AntiVirus ,دلتا للاتصالات,active,<p>Waiting on boss</p>,120000,<p>kashjdas</p>,<p>asdasdasd</p>,2016-08-19,2016-11-24,Admin  ,2016-08-09
22,RightFAX الفاكس المركزي ,النافذة الدولية,active,,121000,,,2013-09-17,2016-10-07,يوسف شريف العبدالوهاب,2016-07-27
16,UPS (غرفة البيانات (نظام إدارة الطاقة الاحتياطية,الأطر للتقنية,active,  ,,  ,<p>مراجعة البشاوري</p>,2015-08-16,2016-08-16,يوسف شريف العبدالوهاب,2016-07-27
21,(غرفة البيانات (التكييف,البشاوري,expired,  ,15000,  ,,2015-07-15,2016-07-16,يوسف شريف العبدالوهاب,2016-07-27
20,( زهير فايز ( المراسلات - الموارد البشرية,زهير فايز,expired,  ,56964,  ,,2015-04-10,2016-04-10,يوسف شريف العبدالوهاب,2016-07-27
9, الطابعات المركزية,بيت الرياض,canceled,,120000,,,2015-03-22,2016-03-22,يوسف شريف العبدالوهاب,2016-07-27
24,البطاريات الكبيرة,دلتا للاتصالات,expired,  ,76000,  ,,2013-10-29,2015-10-29,يوسف شريف العبدالوهاب,2016-07-27
15,IMS4000 (غرفة البيانات (نظام المراقبة,رايات التقنية,expired,  ,,  ,,2016-07-26,2015-07-26,يوسف شريف العبدالوهاب,2016-07-27
6," الاتصال المركزي Call manager والهواتف و Software , Vmware",(دايمنشن داتا (شهباز- محمد عثمان,canceled,  ,15273,  ,<p>يحتاج مراجعة اخيره مع الشركة</p>,2015-03-14,2015-03-13,يوسف شريف العبدالوهاب,2016-07-27
