col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
0,0.0,5,16,10,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,
1,,1,1,1,0,1.0,,,,,,,,,,,,,,,,,,,,
6,1.0,0,10,8,2,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,
7,0.0,0,10,7,3,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,,,,,,,,,,,
8,1.0,0,11,4,3,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,,,,,,,,,,
9,1.0,0,10,7,3,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,
11,1.0,0,10,7,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,
14,1.0,0,10,5,3,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,,,,,,,,,,
16,0.0,0,10,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,
20,0.0,3,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,
21,1.0,0,12,10,2,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
26,0.0,0,14,11,3,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,,,,
27,0.0,0,14,6,2,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
29,1.0,0,14,12,2,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
30,0.0,0,19,10,2,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,,
32,0.0,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,
35,0.0,0,14,6,1,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,
36,,0,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,
38,0.0,0,13,4,1,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,,,,,,,
40,0.0,0,10,1,0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
41,1.0,0,16,9,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,,,,
43,0.0,0,16,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,
48,1.0,0,19,8,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,,
49,0.0,0,19,9,2,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,,
52,0.0,0,12,6,0,1.0,,0.0,0.0,0.0,,,1.0,1.0,,0.0,1.0,,1.0,0.0,1.0,,,0.0,,
55,0.0,0,19,8,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
56,0.0,0,19,0,19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
58,0.0,0,19,13,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
