col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Norma Fisher,vclayton@cross.com,2020-08-29T06:25:32.022Z,uservar,,Norma Fisher,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Jorge Sullivan,johnponce@west.net,2020-08-29T06:25:32.022Z,navigate,,Jorge Sullivan,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Elizabeth Woods,turnerkelly@gmail.com,2020-08-29T06:25:32.063Z,load,,Elizabeth Woods,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Susan Wagner,tamaramorrison@hotmail.com,2020-08-29T06:25:32.569Z,seen,,Susan Wagner,Mangocados,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Peter Montgomery,zdavis@yahoo.com,2020-08-29T06:25:39.465Z,click,,Peter Montgomery,Market,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Theodore Mcgrath,kellylopez@gmail.com,2020-08-29T06:25:39.469Z,navigate,,Theodore Mcgrath,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Stephanie Collins,thomas12@mclean.net,2020-08-29T06:25:39.683Z,seen,,Stephanie Collins,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Stephanie Sutton,aimee33@hotmail.com,2020-08-29T06:25:39.683Z,seen,,Stephanie Sutton,Available Fruits,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Brian Hamilton,shannon51@yahoo.com,2020-08-29T06:25:41.529Z,click,,Brian Hamilton,Add to cart,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Susan Levy,vmatthews@sanchez.com,2020-08-29T06:25:41.532Z,custom_error,,Susan Levy,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Sean Green,nathanjackson@cabrera-garcia.com,2020-08-29T06:25:41.532Z,custom,,Sean Green,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Kimberly Smith,montoyacynthia@guzman.com,2020-08-29T06:25:43.509Z,click,,Kimberly Smith,My Cart,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
6330282263920640,6330282263920640,5917356457672704,5132614057541632,,,Jennifer Summers,hdavis@jacobs.com,2020-08-29T06:25:43.512Z,navigate,,Jennifer Summers,,,,,,,,,,,,12078,5191,https://fruitshoppe.firebaseapp.com/,,,,,,,,,,,,,,,,,,,,,,,,
