col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
26-Mar-2018 13:30:43,Norma Fisher,"097 Sanchez Islands Apt. 393
Port Tammy, ND 59217",BioBricks Foundation,https://orcid.org/0000-0003-3995-6416,Norma Fisher,CDS,Aequorea victoria,Escherichia coli,"GFP stands for 'green fluorescent protein', and is a useful gene because its expression can be easily measured, which allows the measurement of complementing genetic elements. It has been one of the most widely used genes with no known toxicity.",http://www.uniprot.org/uniprot/P42212 https://doi.org/10.1016/0378-1119(92)90691-H http://parts.igem.org/Part:BBa_E0040 https://www.ncbi.nlm.nih.gov/nuccore/U73901,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/maSIT03fNjs%3D/gfp.gb,,,,,,
27-Mar-2018 13:23:51,Jorge Sullivan,"714 Mann Plaza Suite 839
Seanfurt, OK 32234",Endy Lab @ Stanford,https://orcid.org/0000-0001-6952-8098,Jorge Sullivan,CDS,V. fischeri,Escherichia coli,"autoinducer synthetase for AHL

Synthesizes 3OC6HSL, which binds to LuxR.

The lux cassette of V. fischeri contains a left and a right promoter. The right promoter gives weak constitutive expression of downstream genes.This expression is up-regulated by the action of the Lux repressor, LuxR. Two molecules of LuxR protein form a complex with two molecules the signalling compound HSL. This complex binds to a palindromic site on the promoter, increasing the rate of transcription.","http://parts.igem.org/Part:BBa_C0061
https://www.ncbi.nlm.nih.gov/nuccore/AF170104",https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/DE4OA8wsq54%3D/luxl.gb,,,,,,
27-Mar-2018 21:12:24,Elizabeth Woods,"09471 Erika Curve
North Megan, UT 71358",Stanford BIOME,,Elizabeth Woods,operon,Drosophila melanogaster (codon optimized for E. coli),Escherichia coli,"Note - part type is actually a composite.

This composite encodes for the expression of an enzyme that converts fatty acids into fatty acid methyl esters, a type of biofuel.",http://www.uniprot.org/uniprot/Q9VJK8,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/w0FP3qA4KGY%3D/ngenetevhis6ccomposite.gb,,,,,,
27-Mar-2018 21:14:06,Susan Wagner,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Stanford BIOME,,Susan Wagner,operon,Drosophilia Melanogaster (codon optimized for E. coli),Escherichia coli,"Note - part type is actually a composite.

This composite encodes for the expression of an enzyme that converts fatty acids into fatty acid methyl esters, a type of biofuel.",http://www.uniprot.org/uniprot/Q9VJK8,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/JOruroE6mgU%3D/nhis6tevgeneccomposite.gb,,,,,,
28-Mar-2018 21:28:09,Peter Montgomery,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",BioCurious,,Peter Montgomery,prokaryotic promoter,Various,Escherichia coli,"Part:BBa_K1758324 : Copper activator under control constitutive promoter and strong RBS and Copper responsive promoter

http://parts.igem.org/Part:BBa_K1758324",http://parts.igem.org/Part:BBa_K1758324,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/ElP9RIgW6Sg%3D/cu_igem_plasmid.gb,,,,,,
28-Mar-2018 21:38:24,Theodore Mcgrath,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",BioCurious,,Theodore Mcgrath,eukaryotic promoter,Various,Escherichia coli,"Part:BBa_K1758340
Designed by: Team Bielefeld-CeBiTec 2015   Group: iGEM15_Bielefeld-CeBiTec   (2015-08-30)
Mercury repressor under control of constitutive promoter and strong RBS",http://parts.igem.org/wiki/index.php?title=Part:BBa_K1758340,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/wdl7CrVsGJs%3D/bba_k1758343_mercury.gb,,,,,,
29-Mar-2018 11:55:08,Stephanie Collins,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Endy Lab @ Stanford,https://orcid.org/0000-0001-6952-8098,Stephanie Collins,CDS,E. coli phage lambda,Escherichia coli,Cro is a DNA binding protein from phage lambda that recognizes operator sites naturally found within the right operator region from lambda.,http://parts.igem.org/Part:BBa_K177009,https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/WpJiPF3vVYs%3D/lambdaantirepressorcro.gb,,,,,,
3-Apr-2018 12:27:55,Stephanie Sutton,"225 Wilson Mills
North Thomas, OK 67164",Endy Lab at Stanford,https://orcid.org/0000-0001-6952-8098,Stephanie Sutton,CDS,synthetic chimeric protein,Escherichia coli,"A Bifunctional Enzymatic and Fluorescent Reporter of Gene Expression (i.e., GFP fused to alpha fragment of beta gal).  Both fluorescent and enzymatic activities maintained.  See paper published and iGEM parts collection entries for full details.","http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0007569
http://parts.igem.org/Part:BBa_E0051",https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/qYxXalmfCP8%3D/gemini.gb,,,"Escherichia coli, Essential",,,
13-Apr-2018 13:01:35,Brian Hamilton,"PSC 5642, Box 8071
APO AA 97365",Marin Academy Research Collaborative,,Brian Hamilton,vector,Ideonella sakaiensis 201-F6,Escherichia coli,"Involved in the degradation and assimilation of the plastic poly(ethylene terephthalate) (PET), which allows I.sakaiensis to use PET as its major energy and carbon source for growth. Catalyzes the hydrolysis of PET to produce mono(2-hydroxyethyl) terephthalate (MHET) as the major product. Is also able to hydrolyze bis(hydroxyethyl) terephthalate (BHET) to yield MHET with no further decomposition. Shows low activity towards p-nitrophenol-linked aliphatic esters (pNP-aliphatic esters) in vitro.","http://www.uniprot.org/uniprot/A0A0K8P6T7

https://drive.google.com/file/d/1JP7ggRRTAbOUzmrPxaFHyRVISv7OLR76/view?usp=sharing

http://science.sciencemag.org/content/353/6301/759.2

https://www.ncbi.nlm.nih.gov/protein/?term=ISF6_4831",https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/dY255fg0tDY%3D/sequence.gp,,,,,,
13-Apr-2018 13:05:14,Susan Levy,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Marin Academy Research Collaborative,,Susan Levy,vector,Ideonella sakaiensis 201-F6,Escherichia coli,"Involved in the degradation and assimilation of the plastic poly(ethylene terephthalate) (PET), which allows I.sakaiensis to use PET as its major energy and carbon source for growth. Catalyzes the hydrolysis of mono(2-hydroxyethyl) terephthalate into its two environmentally benign monomers, terephthalate and ethylene glycol. Does not show activity against PET, bis(hydroxyethyl) terephthalate (BHET), pNP-aliphatic esters or typical aromatic ester compounds catalyzed by the tannase family enzymes, such as ethyl gallate and ethyl ferulate.","http://www.uniprot.org/uniprot/A0A0K8P8E7

http://bacteria.ensembl.org/Ideonella_sakaiensis/Gene/Summary?db=core;g=ISF6_0224;r=ISCTG104.:1404-3215;t=GAP38911

https://drive.google.com/file/d/1JP7ggRRTAbOUzmrPxaFHyRVISv7OLR76/view?usp=sharing",https://bbfreegenes.wufoo.com/cabinet/ejFybmlhanEwYWV5MXBj/D0fbs69ZJGI%3D/sequence_1.gp,,,,,,
