col0,col1,col2
1,28,4
1,26,4
1,9,4
1,1,4
1,14,4
1,13,5
2,2,5
2,15,4
2,1,5
2,21,5
2,34,4
2,14,4
2,31,3
3,1,4
3,22,3
3,13,5
3,3,5
3,2,4
3,23,3
4,1,5
4,4,5
4,2,5
4,13,5
4,24,5
4,5,5
5,31,3
5,32,2
5,1,5
5,34,5
5,19,5
5,33,5
5,29,3
5,9,5
5,21,4
6,33,4
6,2,5
6,1,5
6,31,2
6,34,3
6,32,5
7,13,5
7,34,4
7,4,2
7,12,5
7,1,5
7,16,5
7,22,5
7,23,5
8,14,5
8,10,5
8,3,5
8,27,5
8,23,3
8,1,4
8,28,5
9,16,5
9,3,5
9,28,5
9,1,5
9,13,5
9,29,4
10,8,4
10,29,5
10,23,5
10,3,4
10,1,4
10,15,5
10,22,4
10,13,5
11,16,4
11,34,3
11,3,5
11,14,5
11,1,5
11,2,4
12,14,3
12,1,5
12,15,5
12,23,5
12,3,5
12,8,5
13,7,5
13,22,4
13,1,4
13,15,4
13,13,4
13,23,3
14,2,4
14,3,5
14,24,5
14,5,5
14,13,5
14,1,5
15,13,5
15,4,5
15,14,4
15,3,5
15,1,5
15,28,5
16,32,5
16,8,4
16,33,5
16,1,4
16,34,4
16,30,5
16,3,4
17,2,4
17,13,4
17,24,4
17,3,4
17,5,5
17,1,4
18,3,5
18,13,5
18,14,5
18,1,5
18,21,5
18,25,5
19,21,5
19,15,5
19,22,5
19,23,3
19,2,5
19,16,4
19,9,5
19,24,5
19,25,5
19,6,5
20,33,4
20,24,5
20,34,5
20,2,5
20,5,5
20,14,4
20,23,4
20,31,3
21,2,4
21,8,3
21,21,3
21,20,2
21,28,4
21,11,4
21,5,3
21,13,3
21,24,3
21,26,4
21,32,1
21,29,1
22,19,3
22,2,4
22,9,4
22,24,5
22,22,5
22,7,4
23,34,5
23,33,3
23,32,4
23,29,4
23,14,5
23,31,5
23,2,4
23,25,4
24,10,5
24,2,5
24,5,5
24,24,5
24,23,5
24,15,5
24,27,5
25,13,4
25,27,5
25,3,4
25,2,5
25,24,5
25,10,5
26,6,5
26,5,5
26,22,5
26,10,5
26,24,5
26,2,5
26,27,5
26,8,5
27,2,5
27,24,5
27,11,5
27,5,5
27,34,5
27,26,5
28,27,5
28,24,5
28,28,5
28,14,5
28,25,5
28,2,5
29,5,5
29,24,5
29,2,5
29,16,5
29,14,5
29,13,5
30,27,4
30,28,5
30,5,5
30,10,5
30,14,4
30,13,3
30,3,5
30,22,3
30,24,4
30,21,4
31,31,2
31,34,5
31,33,4
31,28,5
31,9,5
31,3,5
31,29,4
32,3,5
32,13,5
32,22,4
32,4,5
32,24,4
32,21,4
33,8,5
33,7,5
33,6,5
33,3,5
33,13,5
33,23,4
34,10,5
34,28,5
34,3,5
34,13,5
34,9,5
34,25,3
34,16,4
35,16,5
35,27,4
35,14,5
35,10,5
35,26,5
35,3,5
35,30,5
35,12,5
35,13,5
35,28,5
35,11,4
35,32,2
35,25,5
36,18,1
36,3,5
36,24,5
36,23,5
36,31,1
36,34,5
37,3,5
37,12,4
37,8,5
37,16,5
37,11,5
37,10,5
37,26,5
38,24,4
38,13,4
38,6,4
38,21,5
38,28,4
38,5,5
38,3,5
39,11,4
39,3,5
39,25,5
39,22,4
39,10,5
39,26,5
39,9,5
39,8,5
39,13,5
40,15,2
40,7,4
40,8,5
40,11,5
40,23,5
40,4,5
41,23,3
41,5,5
41,6,5
41,15,4
41,13,5
41,21,4
41,4,5
42,21,5
42,4,4
42,31,2
42,18,5
42,20,3
42,33,4
43,11,4
43,28,4
43,27,4
43,13,5
43,5,4
43,14,5
44,7,4
44,21,5
44,23,2
44,24,5
44,20,3
44,5,5
45,23,3
45,8,5
45,15,5
45,6,5
