col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
1,1/5/19 14:00,1,500,2,60,120,1,10001,100,New York
2,2/9/19 15:00,2,550,5,30,150,2,94016,101,San Francisco
3,3/1/19 10:00,3,630,1,40,40,3,90001,102,Los Angeles
4,4/29/19 17:00,4,700,2,80,160,4,98101,103,Seattle
5,5/10/19 14:30,5,900,5,20,100,1,10001,100,New York
6,6/3/19 13:00,6,910,3,100,300,2,94016,101,San Francisco
7,1/23/19 13:10,7,800,1,89,89,2,94016,101,San Francisco
8,1/14/19 11:00,8,200,4,999,3996,2,94016,101,San Francisco
9,5/5/19 14:00,9,630,2,40,80,1,10001,100,New York
10,6/5/19 16:00,10,910,4,100,400,3,90001,102,Los Angeles
4,4/29/19 17:00,2,900,5,20,100,3,90001,102,Los Angeles
5,5/10/19 14:30,3,550,4,30,120,4,98101,103,Seattle
6,6/3/19 13:00,4,500,1,60,60,4,98101,103,Seattle
1,1/5/19 14:00,5,800,6,89,534,2,94016,101,San Francisco
2,2/9/19 15:00,8,550,2,30,60,1,10001,100,New York
3,3/1/19 10:00,9,910,3,100,300,3,90001,102,Los Angeles
4,4/29/19 17:00,6,700,7,80,560,4,98101,103,Seattle
9,5/5/19 14:00,7,630,2,40,80,2,94016,101,San Francisco
10,6/5/19 16:00,8,500,9,60,540,4,98101,103,Seattle
7,1/23/19 13:10,9,500,1,60,60,4,98101,103,Seattle
8,1/14/19 11:00,10,550,3,30,90,1,10001,100,New York
3,3/1/19 10:00,2,900,2,20,40,4,98101,103,Seattle
4,4/29/19 17:00,3,500,5,60,300,3,90001,102,Los Angeles
9,5/5/19 14:00,5,200,1,999,999,3,90001,102,Los Angeles
7,1/23/19 13:10,6,550,2,30,60,4,98101,103,Seattle
8,1/14/19 11:00,7,200,1,999,999,2,94016,101,San Francisco
9,5/5/19 14:00,8,910,1,100,100,2,94016,101,San Francisco
10,6/5/19 16:00,9,910,1,100,100,4,98101,103,Seattle
4,4/29/19 17:00,10,500,1,60,60,3,90001,102,Los Angeles
5,5/10/19 14:30,8,700,2,80,160,1,10001,100,New York
7,1/23/19 13:10,9,200,2,999,1998,4,98101,103,Seattle
8,1/14/19 11:00,10,550,2,30,60,4,98101,103,Seattle
1,1/5/19 14:00,2,630,4,40,160,3,90001,102,Los Angeles
2,2/9/19 15:00,3,550,4,30,120,3,90001,102,Los Angeles
3,3/1/19 10:00,4,910,3,100,300,3,90001,102,Los Angeles
4,4/29/19 17:00,5,700,3,80,240,2,94016,101,San Francisco
5,5/10/19 14:30,6,700,2,80,160,2,94016,101,San Francisco
