col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,Norma Fisher,Norma Fisher,Information Technology,Professor of English,English,"USNV Hayes
FPO AP 84543",x5-0229,http://www.colorado.edu,My bodacious site,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
2,Jorge Sullivan,Jorge Sullivan,"Cow Rusting,Bounty Hunter",Enrollment Services Representative,Web Communications,"Unit 5159 Box 1795
DPO AE 32356",303-492-6970,http://www.colorado.edu,My cool site,"332 Watson Shore Apt. 290
Millerland, MT 39742",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
3,Elizabeth Woods,Elizabeth Woods,"Detective,Comedian",Assistant Registrar,Web Communications,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",303-492-8134,http://www.colorado.edu,My awesome site,"645 John Roads
Danahaven, MS 54060",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
4,Susan Wagner,Susan Wagner,Superhero,Enrollment Services Representative/Commencement,Web Communications,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",303-492-6970,http://www.colorado.edu,My bodacious site,"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
5,Peter Montgomery,Peter Montgomery,Superhero,Registrar,Web Communications,"87091 Gonzalez Knolls
Masseyshire, UT 88665",303-492-1130,http://www.colorado.edu,My cool site,"5825 Welch Corners
Fischerport, UT 59363",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
6,Theodore Mcgrath,Theodore Mcgrath,Superhero,Enrollment Services Representative/Withdrawal Coordinator,Web Communications,"225 Wilson Mills
North Thomas, OK 67164",303-492-6970,http://www.colorado.edu,My awesome site,"41489 Roger Terrace
Davisfort, IN 71770",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
7,Stephanie Collins,Stephanie Collins,Superhero,ISIS Development,Web Communications,"PSC 5642, Box 8071
APO AA 97365",303-492-3072,http://www.colorado.edu,My bodacious site,"014 Aaron Locks Suite 714
Justinborough, CO 05147",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
8,Stephanie Sutton,Stephanie Sutton,Superhero,"Associate Registrar for ISIS Faculty,Staff Services",Web Communications,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",303-492-8066,http://www.colorado.edu,My cool site,"8518 Pamela Track Apt. 164
Aprilshire, SC 28062",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
9,Brian Hamilton,Brian Hamilton,Superhero,Enrollment Services Manager,Web Communications,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",303-492-6970,http://www.colorado.edu,My awesome site,"864 Ramos Port Apt. 211
Moralesmouth, OH 88090",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
10,Susan Levy,Susan Levy,Superhero,Assistant Registrar,Web Communications,"75470 Lopez Roads
Port Jessicatown, TX 55221",303-492-7905,http://www.colorado.edu,My bodacious site,"637 Neal Island Suite 074
Lake Tyler, RI 28775",Fall 2013 Office Hours: Tuesdays & Thursdays 12:30 – 2:00 PM,I like beer.,missing.jpg,1
