col0,col1,col2,col3,col4
4155601,0,4155601,45.0,
4159140,0,4159140,188.43,
4159145,0,4159145,342.87,
4159146,0,4159146,666.44,
7316258,0,7316258,1019.03,
7317457,0,7317457,10.31,
7317458,0,7317458,39.11,
7317775,0,7317775,82.5,
7333297,0,7333297,246.08,
7333851,0,7333851,2005.03,
7333853,0,7333853,34.4,
7333854,0,7333854,323.77,
42672756,0,42672756,699.33,
42672830,0,42672830,383.37,
42672844,0,42672844,75.57,
42672892,0,42672892,352.33,
42702959,0,42702959,413.98,
42702980,0,42702980,753.28,
42702983,0,42702983,1464.14,
42702993,0,42702993,1918.8,
42703003,0,42703003,13100.0,
42703008,0,42703008,1928.33,
44142833,0,44142833,57.5,
44152634,0,44152634,22.49,
44152637,0,44152637,85.33,
44575327,0,44575327,109.21,
44575575,0,44575575,5924.3,
44575657,0,44575657,1013.09,
44575696,0,44575696,572.04,
44575777,0,44575777,109.97,
44575825,0,44575825,602.41,
44575841,0,44575841,894.36,
44575972,0,44575972,1096.15,
44611001,0,44611001,2130.57,
44611116,0,44611116,2787.64,
44611135,0,44611135,2801.5,
44719805,0,44719805,413.75,
44719991,0,44719991,51.7,
44858465,0,44858465,196.15,
45142656,0,45142656,390.4,
45142666,0,45142666,411.12,
45142673,0,45142673,448.08,
45142675,0,45142675,454.04,
45527119,0,45527119,1471.2,
45619731,0,45619731,537.69,
45823111,0,45823111,650.7,
45828123,0,45828123,897.37,
45845523,0,45845523,5032.45,
46025702,0,46025702,142.83,
46067510,0,46067510,124.71,
46120471,0,46120471,23.98,
46282801,0,46282801,131.33,
46436602,0,46436602,161.06,
46440829,0,46440829,238.97,
46440844,0,46440844,464.49,
46521895,0,46521895,2332.52,
46606601,0,46606601,390.4,
46660069,0,46660069,210.0,
46660095,0,46660095,26.24,
46660111,0,46660111,99.56,
46660154,0,46660154,86.96,
46676783,0,46676783,455.46,
46676891,0,46676891,87.56,
46676906,0,46676906,479.64,
46676953,0,46676953,872.76,
46676954,0,46676954,1696.38,
46708148,0,46708148,231.25,
46711527,0,46711527,109.63,
46714982,0,46714982,30.93,
46715053,0,46715053,95.76,
46715057,0,46715057,71.57,
46718428,0,46718428,96.42,
46722008,0,46722008,528.18,
46729635,0,46729635,1868.04,
46755452,0,46755452,75.05,
46755486,0,46755486,411.12,
46758988,0,46758988,748.08,
46759010,0,46759010,1454.04,
46818355,0,46818355,471.08,
46836218,0,46836218,657.18,
46839693,0,46839693,1666.09,
46839731,0,46839731,86.0,
46843197,0,46843197,247.5,
46843575,0,46843575,447.33,
47317139,0,47317139,429.09,
67317097,0,67317097,3365.32,
67333469,0,67333469,40.65,
67334240,0,67334240,475.21,
77316703,0,77316703,272.07,
77328220,0,77328220,144.59,
77333853,0,77333853,34.16,
84145089,0,84145089,178.93,
84161211,0,84161211,18.63,
99161672,0,99161672,500.0,
