col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
1,2,320,2008-10-19 03:33:41,16,2008-10-22 03:33:41,2008-10-22 08:33:41,2008-10-22 03:33:41,2008-10-22 03:33:41,
2,17,194,2003-08-17 18:15:32,9,2003-08-20 18:15:32,2003-08-20 13:35:32,2003-08-20 18:15:32,2003-08-20 18:15:32,
3,24,805,2007-03-15 21:04:42,59,2007-03-15 21:04:42,2007-03-15 21:04:42,2007-03-15 21:04:42,2007-03-15 21:04:42,
4,44,626,2002-08-14 09:21:23,78,2002-08-14 09:21:23,2002-08-14 09:21:23,2002-08-14 09:21:23,2002-08-14 09:21:23,
5,56,859,2011-03-08 22:37:53,7,2011-03-08 22:37:53,2011-03-08 22:37:53,2011-03-08 22:37:53,2011-03-08 22:37:53,
6,14,355,2017-09-17 19:43:05,27,2017-09-17 19:43:05,2017-09-17 19:43:05,2017-09-17 19:43:05,2017-09-17 19:43:05,
7,36,601,2006-03-22 05:18:57,16,2006-03-22 05:18:57,2006-03-22 05:18:57,2006-03-22 05:18:57,2006-03-22 05:18:57,
8,44,463,2018-02-19 18:12:01,63,2018-02-19 18:12:01,2018-02-19 18:12:01,2018-02-19 18:12:01,2018-02-19 18:12:01,
9,34,604,2012-04-20 08:46:29,16,2012-04-20 08:46:29,2012-04-20 08:46:29,2012-04-20 08:46:29,2012-04-20 08:46:29,
10,35,206,2007-05-02 14:42:38,35,2007-05-02 14:42:38,2007-05-02 14:42:38,2007-05-02 14:42:38,2007-05-02 14:42:38,
11,49,591,2015-05-15 07:51:12,55,2015-05-15 07:51:12,2015-05-15 07:51:12,2015-05-15 07:51:12,2015-05-15 07:51:12,
12,58,853,2007-01-13 11:07:41,14,2007-01-13 11:07:41,2007-01-13 11:07:41,2007-01-13 11:07:41,2007-01-13 11:07:41,
13,52,972,2014-04-30 23:33:51,68,2014-04-30 23:33:51,2014-04-30 23:33:51,2014-04-30 23:33:51,2014-04-30 23:33:51,
14,4,211,2006-03-22 04:03:32,70,2006-03-22 04:03:32,2006-03-22 04:03:32,2006-03-22 04:03:32,2006-03-22 04:03:32,
15,57,951,2013-04-28 10:36:17,46,2013-04-28 10:36:17,2013-04-28 10:36:17,2013-04-28 10:36:17,2013-04-28 10:36:17,
16,16,583,2008-02-21 01:57:24,43,2008-02-21 01:57:24,2008-02-21 01:57:24,2008-02-21 01:57:24,2008-02-21 01:57:24,
17,77,612,2016-07-17 22:56:39,67,2016-07-17 22:56:39,2016-07-17 22:56:39,2016-07-17 22:56:39,2016-07-17 22:56:39,
18,78,481,2004-09-02 20:37:42,50,2004-09-02 20:37:42,2004-09-02 20:37:42,2004-09-02 20:37:42,2004-09-02 20:37:42,
19,60,314,2006-06-07 03:43:36,70,2006-06-07 03:43:36,2006-06-07 03:43:36,2006-06-07 03:43:36,2006-06-07 03:43:36,
20,2,828,2019-05-11 00:36:32,19,2019-05-11 00:36:32,2019-05-11 00:36:32,2019-05-11 00:36:32,2019-05-11 00:36:32,
21,14,656,2018-05-02 13:52:36,44,2018-05-02 13:52:36,2018-05-02 13:52:36,2018-05-02 13:52:36,2018-05-02 13:52:36,
22,6,697,2013-12-08 02:40:15,21,2013-12-08 02:40:15,2013-12-08 02:40:15,2013-12-08 02:40:15,2013-12-08 02:40:15,
