col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
,,138.0,MS020,1.0,138,100.0,,,,,,,,,"'DS_SK_053P', 'DS0013C', 'DS_SK_036P', 'S-009', 'DS_SK_049P'","'MS020', 'MS015', 'DS0032C', 'S-005', 'MSC 005'",
,,,,,67,48.55,19.6567164179,15.1792843673,0.0,50.0,0.5,25.0,32.0,0.0,,,
,,,,,59,42.75,17.2542372881,10.8207865422,0.0,39.0,7.0,17.0,26.5,0.0,,,
,,16.0,100%,13.0,59,42.75,,,,,,,,,"'78.13%', '68.75%', '37.50%', '81.30%', '96.90%'","'100%', '87.50%', '93.80%', '75%', '56.30%'",
,,,,,43,31.16,18.0465116279,15.4780235732,0.0,45.0,4.5,8.0,33.0,0.0,,,
"'Z00.6', 'F33.1', 'F33.2', 'F33.0', 'F31.32', 'F31.4', 'F31.3', 'F31.31', 'F32.2', 'F32.1'",10.0,10.0,Z00.6,27.0,71,51.45,,,,,,,,,,,
,,4.0,not applicable,27.0,47,34.06,,,,,,,,,"'not applicable', '2', '1', '3'","'not applicable', '2', '1', '3'",
,,4.0,not applicable,27.0,47,34.06,,,,,,,,,"'not applicable', '5', '4', '6'","'not applicable', '5', '4', '6'",
"'N', 'Y'",2.0,2.0,N,44.0,71,51.45,,,,,,,,,,,
"'N', 'Y'",2.0,2.0,N,36.0,71,51.45,,,,,,,,,,,
"'N', 'Y'",2.0,2.0,N,62.0,71,51.45,,,,,,,,,,,
"'Y', 'N'",2.0,2.0,Y,25.0,39,28.26,,,,,,,,,,,
"'N', 'Y'",2.0,2.0,N,25.0,39,28.26,,,,,,,,,,,
'Y',1.0,1.0,Y,28.0,28,20.29,,,,,,,,,,,
,,24.0,not applicable,23.0,74,53.62,,,,,,,,,"'19', '4', '10', '0.4', '42'","'not applicable', '9', '8', '1', '3'",
,,,,,25,18.12,1.88,0.7112196098,1.0,3.5,1.5,1.5,2.0,0.0,,,
,,,,,39,28.26,42.2307692308,14.881039753,11.0,60.0,34.5,44.0,53.5,0.0,,,
,,,,,39,28.26,53.6153846154,15.2533264441,22.0,88.0,46.5,55.0,59.5,0.0,,,
,,,,,39,28.26,35.1538461538,5.6593586281,20.0,40.0,33.0,38.0,39.0,0.0,,,
,,29.0,not applicable,23.0,51,36.96,,,,,,,,,"'Olanzapine 5mg;\n Aripiprazole 15 mg;\nSertraline 25 mg', 'mirtazapine;\nduloxetine;\nDiazepam - when needed\n', 'Fluoxetine;\nClonazepam', 'Carbamazepine;\nLorazepame;\nAsenapine', 'Venlafaxine 75 mg ;\nMitrazapine 30 mg;\nQuetiapine 100 mg;'","'not applicable', 'Venlafaxine 75 mg;\nPregabaline 75 mg;\nAlprazolam 0.5 mg;\nClozapine 25 mg', 'Quetiapine 200mg;\nVenlafaxin 75 mg;\nBromazepam 3mg', 'Clonazepam 0,5 mg\n', 'Flupentixol/melitracen '",
,,9.0,not applicable,23.0,31,22.46,,,,,,,,,"'Escitalopram;\nClonazepam;\nTrazodone\n', 'all classes of antidepressive medication, tranquillisers, atypical antipsychotics', 'Flupentixol/melitracen', 'Fluoxetine, Escitalopram Moclobemide Mitrazapine, Sertraline Sodium Valproate Quetiapine', 'Duloxetine 30 mg;\nlevosulprid 50 mg'","'not applicable', 'Paroxetine;\nEscitalopram;\nVenlafaxine', 'escitalopram;\nClonazepam;\nvenlafaxin;\nFinlepsin', 'Paroxetine, mitrazapine, \nolanzapine,\nClomipramine;\nAmitriptyline;\nFluoxetine;\nChlorprotixene;\nAgomelatine\n', 'Escitalopram;\nClonazepam;\nTrazodone\n'",
,,13.0,not applicable,23.0,46,33.33,,,,,,,,,"'20', '28', '2', '72', '36'","'not applicable', '48', '12', '16', '3'",
"'f', 'm'",2.0,2.0,f,89.0,135,97.83,,,,,,,,,,,
,,,,,129,93.48,37.1007751938,14.0077238522,17.0,67.0,22.0,36.0,47.0,0.0,,,
"'MDD', 'HC', 'BPD', 'MDD single', 'MDD dysthymia', 'MDD, single E', 'MDD/somatization', 'MDD/anxiety', 'MDD/dysthymia'",9.0,9.0,MDD,27.0,70,50.72,,,,,,,,,,,
,,,,,91,65.94,14.043956044,2.4445498923,8.0,19.0,12.0,15.0,16.0,0.0,,,
"'Secondary', 'Tertiary', 'Tertiary - Masters', 'Tertiary - Bachelors', 'primary'",5.0,5.0,Secondary,44.0,91,65.94,,,,,,,,,,,
"'right', 'mixed'",2.0,2.0,right,48.0,50,36.23,,,,,,,,,,,
"'non-smoker', 'smoker'",2.0,2.0,non-smoker,33.0,50,36.23,,,,,,,,,,,
,,11.0,not applicable,23.0,45,32.61,,,,,,,,,"'6', '29', '4', '10', '12'","'not applicable', '2', '0', '1', '3'",
"'not reported', 'Hypertension', 'Not reported', 'Juvenille artritis in remission', 'Type 2 Diabetes', ""non-Hodgkin's Lymphoma"", 'Hypertension;\nMyrtal Valve prolapse;\nHyperthyroidism', 'Disk Herniation ', 'Disk Herniation', 'High Testosterone levels', 'Hypertension, Hypothyroidism', 'Tachicardia ', 'Hypertension\nIschsaemic heart disease ', 'Hypertension, Hepatitis', 'Hashimoto Thyroiditis; ', 'Thyroid Pathology, Palpitations', 'Hysterectomy, Removed Thyroid and parathyroid glands', 'Policystic Ovaries', 'Disk Herniation C3-C4', 'Hypertension, LBBB, GERD', 'Thyroid Nodule', 'Diabetes, Hypertension, Gastritis'",22.0,22.0,not reported,28.0,52,37.68,,,,,,,,,,,
"'married', 'single', 'divorced', 'cohabitation'",4.0,4.0,married,23.0,51,36.96,,,,,,,,,,,
