col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
apponaug-brewing-warwick,Norma Fisher,planning,,,,Warwick,Rhode Island,,38555,http://www.apponaugbrewing.com,4013840512.0,2018-07-24,2018-08-11,United States,,,
brutopia-brewery-and-kitchen-cranston,Jorge Sullivan,brewpub,505 Atwood Ave,,,Cranston,Rhode Island,,24601,http://www.brutopiabrewery.com,4014648877.0,2018-07-24,2018-08-24,United States,-71.47169613,41.78983825,
buttonwoods-brewery-cranston,Elizabeth Woods,micro,530 Wellington Ave Ste 22,,,Cranston,Rhode Island,,25324,http://www.buttonwoodsbrewery.com,4014612337.0,2018-07-24,2018-08-11,United States,,,
coddington-brewing-co-middletown,Susan Wagner,brewpub,210 Coddington Hwy,,,Middletown,Rhode Island,,24976,,,2018-07-24,2018-08-24,United States,-71.3049167,41.51869514,
crooked-current-brewery-pawtucket,Peter Montgomery,micro,560 Mineral Spring Ave Ste 2-112,,,Pawtucket,Rhode Island,,04822,http://www.crookedcurrentbrewery.com,4014738312.0,2018-07-24,2018-08-11,United States,,,
foolproof-brewing-company-pawtucket,Theodore Mcgrath,micro,241 Grotto Ave,,,Pawtucket,Rhode Island,,80818,http://www.foolproofbrewing.com,4017215970.0,2018-07-24,2018-08-24,United States,-71.41017837,41.86939069,
grey-sail-brewing-co-llc-westerly,Stephanie Collins,micro,63 Canal St,,,Westerly,Rhode Island,,86570,http://www.greysailbrewing.com,4102127592.0,2018-07-24,2018-08-24,United States,-71.832459,41.385011,
long-live-beerworks-providence,Stephanie Sutton,micro,425 W Fountain St Unit 104,,,Providence,Rhode Island,,34587,http://www.longlivebeerworks.com,,2018-07-24,2018-08-11,United States,,,
mohegan-cafe-and-brewery-block-island,Brian Hamilton,brewpub,213 Water St,,,Block Island,Rhode Island,,62960,,4014665911.0,2018-07-24,2018-08-11,United States,,,
narragansett-brewing-co-pawtucket,Susan Levy,regional,461 Main St,,,Pawtucket,Rhode Island,,09556,http://www.narragansettbeer.com,4014378970.0,2018-07-24,2018-08-24,United States,-71.38847715,41.87668875,
newport-storm-brewery-coastal-extreme-brewing-company-newport,Sean Green,micro,293 JT Connell Hwy,,,Newport,Rhode Island,,12274,http://www.newportstorm.com,4018495232.0,2018-07-24,2018-08-11,United States,,,
proclamation-ale-company-warwick,Kimberly Smith,micro,298 Kilvert Street,,,Warwick,Rhode Island,,89462,http://www.proclamationaleco.com,4017876450.0,2018-07-24,2018-08-24,United States,-71.445959,41.730117,
providence-brewing-company-providence,Jennifer Summers,micro,1920 Mineral Spring Ave Unit 11,,,Providence,Rhode Island,,99801,http://www.pvdbc.com,4013491260.0,2018-07-24,2018-08-11,United States,,,
ragged-island-brewing-company-portsmouth,April Snyder,micro,200 High Point Ave Unit B6,,,Portsmouth,Rhode Island,,17569,http://www.raggedislandbrewing.com,4013182991.0,2018-07-24,2018-08-11,United States,,,
ravenous-brewing-company-woonsocket,Dana Nguyen,micro,840 Cumberland Hill Rd,,,Woonsocket,Rhode Island,,20102,http://www.ravenousbrew.com,4012165331.0,2018-07-24,2018-08-24,United States,-71.48836294,41.99570574,
revival-brewing-cranston,Cheryl Bradley,proprietor,505 Atwood Ave,,,Cranston,Rhode Island,,05565,http://www.revivalbrewing.com,4013727009.0,2018-07-24,2018-08-24,United States,-71.47169613,41.78983825,
shaidzon-beer-company-llc-west-kingston,Walter Pratt,micro,141 Fairgrounds Rd.,,,West Kingston,Rhode Island,,11019,http://www.shaidzonbeerco.com,4018293147.0,2018-07-24,2018-08-24,United States,-71.56763232,41.48127985,
sons-of-liberty-beer-spirits-co-wakefield,Bobby Flores,micro,1425 Kingstown Rd,,,Wakefield,Rhode Island,,92162,http://www.solspirits.com,4012844006.0,2018-07-24,2018-08-24,United States,-71.50525999,41.4545347,
taproot-brewing-co-newport-vineyards-middletown,Tasha Rodriguez,micro,909 E Main Rd,,,Middletown,Rhode Island,,71358,http://www.newportvineyards.com,4018485161.0,2018-07-24,2018-08-24,United States,-71.2726634,41.5293214,
tilted-barn-brewery-exeter,Michelle Kelley,micro,1 Helmsley Pl,,,Exeter,Rhode Island,,90088,http://www.tiltedbarnbrewery.com,4018296088.0,2018-07-24,2018-08-24,United States,-71.523075,41.554186,
trinity-brewhouse-providence,Kimberly Maynard,brewpub,186 Fountain St,,,Providence,Rhode Island,,51788,http://www.trinitybrewhouse.com,4014532337.0,2018-07-24,2018-08-24,United States,-71.4168238,41.8223638,
union-station-brewery-providence,Laurie Wallace,brewpub,36 Exchange Ter Ste 2,,,Providence,Rhode Island,,92943,http://www.johnharvards.com,4012742739.0,2018-07-24,2018-08-11,United States,,,
whalers-brewing-company-wakefield,Janice Johnston,micro,1174 Kingstown Rd,,,Wakefield,Rhode Island,,69257,https://whalers.com,4015520002.0,2018-07-24,2018-08-24,United States,-71.49706731,41.4506997,
