col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
,,Pierce,,160522616, ,Baton Rouge,   ,  ,,test
,George,,,719358555, ,   ,false, , ,test
3.0,Calvin,Arthur,,274481288, ,Olympia,false, , ,test
4.0,Millard,Tyler,,959874844, ,Helena,true, , ,test
5.0,Lyndon,Buchanan,,770580763, ,Indianapolis,false,,,test
6.0,Calvin,Jackson,,831179673, ,Topeka,false,,,test
7.0,Ulysses,Adams,,989560370, ,Hartford,false,,,test
8.0,Calvin,Johnson,,378364396, ,Carson City,true,,,test
9.0,Harry,Pierce,,197931954, ,Frankfort,true,,,test
10.0,Jimmy,Garfield,,122179868, ,Boise,true,,,test
11.0,Herbert,Harrison,,594207915, ,Trenton,true,,,test
12.0,Grover,Nixon,,916121922, ,Richmond,true,,,test
13.0,Lyndon,Lincoln,,203513036, ,Little Rock,false,,,test
14.0,Dwight,Wilson,,201680547, ,Lincoln,false,,,test
15.0,Benjamin,Harrison,,908896016, ,Columbia,true,,,test
16.0,Franklin,Arthur,,160528624, ,Hartford,false,,,test
17.0,Gerald,Roosevelt,,996592483, ,Bismarck,false,,,test
18.0,Bill,Kennedy,,119379351, ,Little Rock,false,,,test
19.0,Warren,Johnson,,405124235, ,Salt Lake City,false,,,test
20.0,Lyndon,Grant,,858629528, ,Harrisburg,true,,,test
21.0,William,Nixon,,593063318, ,Phoenix,false,,,test
22.0,John,Harrison,,979746337, ,Nashville,true,,,test
23.0,Ulysses,Cleveland,,420220293, ,Montpelier,true,,,test
24.0,Martin,Garfield,,195232469, ,Richmond,false,,,test
25.0,Richard,Harrison,,953671138, ,Lansing,true,,,test
26.0,Richard,Van Buren,,867059915, ,Lincoln,true,,,test
27.0,Woodrow,Jackson,,209218397, ,Little Rock,true,,,test
28.0,Benjamin,Hoover,,659406866, ,Montpelier,true,,,test
29.0,John,Johnson,,855451901, ,Columbus,true,,,test
30.0,Warren,Buchanan,,715631332, ,Columbus,true,,,test
31.0,Woodrow,Hayes,,990459251, ,Salem,false,,,test
32.0,Herbert,Truman,,670503825, ,Santa Fe,false,,,test
33.0,Rutherford,Johnson,,538423518, ,Salem,true,,,test
34.0,Warren,Washington,,371192639, ,Bismarck,false,,,test
35.0,Jimmy,Fillmore,,656887148, ,Santa Fe,true,,,test
36.0,Ronald,Lincoln,,785306874, ,Jefferson City,false,,,test
37.0,Richard,Cleveland,,536469636, ,Salem,true,,,test
38.0,James,Quincy,,803973340, ,Frankfort,false,,,test
39.0,Franklin,Van Buren,,668476948, ,Tallahassee,true,,,test
40.0,Rutherford,Pierce,,611536181, ,Honolulu,true,,,test
41.0,Dwight,Jefferson,,646374174, ,Saint Paul,false,,,test
42.0,William,Buchanan,,151667314, ,Austin,false,,,test
43.0,Millard,McKinley,,112805897, ,Baton Rouge,false,,,test
44.0,Ronald,Ford,,109667312, ,Columbus,true,,,test
45.0,Richard,Grant,,212108880, ,Springfield,true,,,test
46.0,James,Harrison,,391291971, ,Albany,false,,,test
47.0,Woodrow,Johnson,,820491845, ,Topeka,true,,,test
48.0,James,Quincy,,174888851, ,Oklahoma City,true,,,test
49.0,Richard,Adams,,202746191, ,Raleigh,true,,,test
50.0,Franklin,Pierce,,162867405, ,Salem,false,,,test
