col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
179,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198","4486 Olson Well
North Kevin, CA 01707",889069043,,OTTAWA,284246,CA,1978-03-14,2013-10-30,45.3427735,-75.7186805,Norma Fisher,K2E 7J6,ON,1,POINT (-75.7186805 45.3427735)
253,"76104 Marsh Crescent
Dennishaven, SD 85034","67771 Christopher Courts Apt. 637
Port Ronaldfurt, HI 33233",107992281,,OTTAWA,343625,CA,1965-10-12,2014-03-25,45.3406278,-75.718936,Jorge Sullivan,K2E 7K3,ON,1,POINT (-75.718936 45.3406278)
301,"0003 Grant Lakes
Port Karafort, SD 60619","5561 Bishop Turnpike
Lake Kenneth, NY 79756",didnt find businessNumber,,OTTAWA,346349,CA,1957-08-07,2014-01-31,45.3445404,-75.7095944,Elizabeth Woods,K2E 7V7,ON,1,POINT (-75.7095944 45.3445404)
1696,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978","3019 Gerald Mall Apt. 340
Trevinoville, SD 36216",895372845,,Ottawa,2002477,CA,1985-12-03,2014-10-15,45.3429311,-75.7053043,Susan Wagner,K2E 7K1,ON,1,POINT (-75.70530429999999 45.3429311)
2549,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742","84331 Leonard Fort Suite 749
East Lisa, NY 43477",890231657,,Ottawa,2896567,CA,1993-02-17,2014-10-15,45.3429311,-75.7053043,Peter Montgomery,K2E 7K1,ON,1,POINT (-75.70530429999999 45.3429311)
4273,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894","62281 Kathy Tunnel
Hudsonborough, VA 17819",867395170,,OTTAWA,3720055,CA,2000-02-14,2013-09-19,45.3432968,-75.7055609,Theodore Mcgrath,K2E 7J1,ON,1,POINT (-75.70556089999999 45.3432968)
5047,"30601 Hawkins Highway
Morashire, TX 28976","9927 Christina Burg Suite 774
East Angelaburgh, NM 97149",861400935,,NEPEAN,3992446,CA,2002-01-22,2007-09-05,45.3411408,-75.7146534,Stephanie Collins,K2E 7K3,ON,1,POINT (-75.7146534 45.3411408)
5503,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798","142 Warner View Suite 460
North Leslie, IA 45480",863100020,,NEPEAN,4137884,CA,2003-01-09,2011-10-18,45.3428914,-75.7195024,Stephanie Sutton,K2E 7J6,ON,1,POINT (-75.7195024 45.3428914)
6116,"76582 Vanessa Oval
New Richard, NE 68819","5240 Berry Centers
West Andrew, AR 03720",855005765,,Ottawa,4363965,CA,2006-05-02,2014-10-16,45.3430588,-75.7195791,Brian Hamilton,K2E 7J6,ON,1,POINT (-75.7195791 45.3430588)
6558,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177","51056 Patricia Forge
Grahamstad, HI 85576",815033493,,OTTAWA,4483511,CA,2008-11-10,2014-09-26,45.3411989,-75.7239,Susan Levy,K2G 4V8,ON,1,POINT (-75.7239 45.3411989)
6814,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355","0648 Malone Port Apt. 662
New Devonhaven, VA 92199",834672263,,OTTAWA,4542029,CA,2009-12-03,2009-12-03,45.3436381,-75.7172919,Sean Green,K2E 7J6,ON,1,POINT (-75.71729190000001 45.3436381)
6827,"891 Bullock Ford
Amandachester, NJ 51431","23028 Jennifer Meadow Apt. 972
West Matthewfurt, SC 05261",831571658,,OTTAWA,4545036,CA,2010-01-07,2010-01-07,45.3432968,-75.7055609,Kimberly Smith,K2E 7K1,ON,1,POINT (-75.70556089999999 45.3432968)
6866,"02489 Cook Park
Sherriport, MT 50853","2738 Martin Terrace Suite 547
Smithhaven, LA 72649",862378254,"address_hash: 47e945cda5e7b642433708e06d95f3fd, ",OTTAWA,6000142,CA,2002-06-25,2013-01-30,45.3432568,-75.7181064,Jennifer Summers,K2E 7J6,ON,1,POINT (-75.7181064 45.3432568)
