col0,col1,col2,col3,col4,col5,col6
1,1,1,946585109,2014/4/30 23:33,2014/4/30 23:33,
2,2,2,653548180,2006/3/22 4:03,2006/3/22 4:03,
3,3,3,928772431,2013/4/28 10:36,2013/4/28 10:36,
4,4,4,657821435,2008/2/21 1:57,2008/2/21 1:57,
5,5,5,451203301,2016/7/17 22:56,2016/7/17 22:56,
6,6,6,320135349,2004/9/2 20:37,2004/9/2 20:37,
7,7,7,213598452,2006/6/7 3:43,2006/6/7 3:43,
8,8,8,245585533,2019/5/11 0:36,2019/5/11 0:36,
9,9,9,375639295,2018/5/2 13:52,2018/5/2 13:52,
10,10,10,642619912,2013/12/8 2:40,2013/12/8 2:40,
11,11,11,21150453,2007/11/21 18:14,2007/11/21 18:14,
12,12,12,397934776,2000/7/12 0:00,2000/7/12 0:00,
13,13,13,288222318,2014/2/10 18:40,2014/2/10 18:40,
14,14,14,83641154,2017/12/15 19:34,2017/12/15 19:34,
15,15,15,87742453,2001/10/27 2:37,2001/10/27 2:37,
16,16,16,655644501,2010/7/22 12:15,2010/7/22 12:15,
17,17,17,570180278,2002/2/28 8:33,2002/2/28 8:33,
18,18,18,669218455,2000/4/28 3:34,2000/4/28 3:34,
19,19,19,615432112,2014/4/22 20:52,2014/4/22 20:52,
20,20,20,660565975,2009/5/4 18:36,2009/5/4 18:36,
21,21,21,125686723,2008/2/7 1:46,2008/2/7 1:46,
22,22,22,887976466,2012/10/15 17:46,2012/10/15 17:46,
23,23,23,84526099,2009/9/22 17:51,2009/9/22 17:51,
24,24,24,648777075,2009/11/18 20:17,2009/11/18 20:17,
25,25,25,604892371,2012/3/31 21:53,2012/3/31 21:53,
26,26,26,358947611,2007/1/26 12:54,2007/1/26 12:54,
27,27,27,699181072,2002/4/22 16:03,2002/4/22 16:03,
28,28,28,214078563,2007/2/10 4:18,2007/2/10 4:18,
29,29,29,58949694,2015/7/17 6:47,2015/7/17 6:47,
30,30,30,825708174,2008/10/10 7:24,2008/10/10 7:24,
31,31,31,745806521,2017/3/13 9:15,2017/3/13 9:15,
32,32,32,510266132,2007/12/28 12:37,2007/12/28 12:37,
33,33,33,142028708,2002/8/19 3:52,2002/8/19 3:52,
34,34,34,779597527,2011/7/3 2:57,2011/7/3 2:57,
35,35,35,336754611,2019/8/10 11:27,2019/8/10 11:27,
36,36,36,778804807,2006/1/29 13:12,2006/1/29 13:12,
37,37,37,701956220,2017/10/25 20:56,2017/10/25 20:56,
38,38,38,15690562,2008/5/29 6:24,2008/5/29 6:24,
39,39,39,465219308,2001/12/11 13:58,2001/12/11 13:58,
40,40,40,888349336,2003/6/11 15:01,2003/6/11 15:01,
41,41,41,526136480,2005/8/31 19:51,2005/8/31 19:51,
42,42,42,213006020,2008/7/12 4:42,2008/7/12 4:42,
43,43,43,585433107,2004/8/29 9:46,2004/8/29 9:46,
44,44,44,487524196,2014/9/24 8:43,2014/9/24 8:43,
45,45,45,519665486,2005/1/7 14:30,2005/1/7 14:30,
46,46,46,733657725,2005/3/14 6:35,2005/3/14 6:35,
