col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
0,16538,15500.0,156,1,0,0.0,1,0.0,93,0,2015-11-15,400827679,0.0,sunday,2640,North Toddtown,0,,02:30,70,
-1,16580,15500.0,156,0,-1,-0.5,3,2.0,103,0,2015-11-18,400827721,-19.0,wednesday,2636,East Clayton,2,153.0,01:00,78,
2,17472,17472.0,84,0,0,1.0,0,1.0,86,14,2015-11-20,400809396,-11.5,friday,156,Hunterville,2,,00:00,65,btn
5,16118,15500.0,156,0,1,1.0,0,0.8,97,0,2015-11-29,400827748,-9.0,sunday,2710,South Patricia,4,,01:00,67,
4,16282,15500.0,156,0,1,0.667,2,0.833,77,0,2015-12-03,400813773,-8.0,thursday,9,Livingstonville,5,155.0,02:00,79,cbssn
5,3473,5200.0,2350,0,3,0.714,2,0.571,68,0,2015-12-05,400827749,4.5,saturday,156,Brownchester,4,142.0,19:00,65,espn3
6,17766,15500.0,156,0,3,0.667,3,0.625,83,0,2015-12-10,400820721,-5.5,thursday,158,Lake Stephanie,5,148.0,01:00,67,cbssn
3,16785,15500.0,156,0,3,0.273,8,0.667,90,0,2015-12-12,400827750,-15.5,saturday,85,Jordanchester,6,150.0,22:00,65,
7,9528,11562.0,201,0,0,0.7,3,1.0,87,3,2015-12-19,400816975,-14.0,saturday,156,South Samanthamouth,7,159.0,19:00,74,espnu
3,17518,15500.0,156,0,3,0.273,8,0.727,105,0,2015-12-22,400827751,-20.0,tuesday,249,Christianland,8,156.0,02:00,82,fs1
1,17137,15500.0,156,0,3,0.077,12,0.75,102,0,2015-12-29,400827752,-30.5,tuesday,2154,West Heatherstad,9,164.0,02:15,77,fs1
9,4633,5602.0,2599,0,6,0.692,4,0.538,70,0,2015-12-31,400840219,8.0,thursday,156,Gregorybury,7,149.0,19:15,80,fs1
11,17375,15500.0,156,0,4,0.846,2,0.714,71,16,2016-01-03,400840220,8.0,sunday,222,Chadberg,10,156.0,03:01,85,fs1
9,16425,15500.0,156,0,5,0.643,5,0.667,79,0,2016-01-06,400840221,-3.0,wednesday,46,North Jamie,10,152.0,02:15,66,fs1
11,18711,,2550,0,3,0.688,5,0.8,67,0,2016-01-09,400840222,-4.0,saturday,156,Lake Adrianstad,12,153.0,19:00,82,fs1
14,17073,15500.0,156,0,5,0.875,2,0.706,48,12,2016-01-13,400840223,-2.5,wednesday,2507,New Jesseberg,12,153.0,01:30,50,fs1
12,5534,17500.0,305,0,11,0.667,6,0.353,80,0,2016-01-17,400840224,5.0,sunday,156,South Daniel,6,151.0,18:00,91,fs1
13,17677,15500.0,156,0,6,0.722,5,0.684,72,18,2016-01-24,400840207,-2.0,sunday,2086,Jasmineview,13,155.0,00:37,64,fs1
14,6897,20278.0,46,0,8,0.7,6,0.6,74,0,2016-01-26,400840225,-3.5,tuesday,156,North Tammy,12,145.0,23:30,73,fs1
14,17924,15500.0,156,0,7,0.7,6,0.667,65,0,2016-01-31,400840226,-5.5,sunday,2550,Matthewport,14,152.0,01:00,75,fsn
14,6500,6500.0,222,0,3,0.636,8,0.857,83,3,2016-02-04,400840227,-11.5,thursday,156,Sharonside,18,144.0,01:00,58,cbssn
8,17139,15500.0,156,0,9,0.364,14,0.609,88,0,2016-02-06,400840228,-12.0,saturday,305,Jackland,14,148.0,19:00,66,fsn
21,17011,15500.0,156,0,9,0.913,2,0.625,70,5,2016-02-10,400840229,1.0,wednesday,2752,New Beverlyburgh,15,157.0,01:00,56,cbssn
16,15844,18717.0,269,0,9,0.64,9,0.64,62,0,2016-02-14,400840230,1.0,sunday,156,Hurstberg,16,150.0,01:00,65,fsn
17,7330,9100.0,2086,0,8,0.654,9,0.68,88,0,2016-02-17,400840214,-5.5,wednesday,156,West William,17,148.0,00:00,75,fs1
17,17412,15500.0,156,0,10,0.63,10,0.63,61,0,2016-02-25,400840231,-7.5,thursday,269,Port Ivan,17,148.0,01:00,66,cbssn
7,17351,15500.0,156,0,10,0.241,22,0.643,100,0,2016-02-28,400840232,-15.0,sunday,2599,Robertton,18,149.0,19:30,59,fs1
18,9252,12993.0,2507,0,9,0.621,11,0.69,70,0,2016-03-03,400840233,-3.5,thursday,156,New Andrew,20,146.0,02:00,66,cbssn
18,10633,10250.0,2752,0,4,0.6,12,0.862,98,5,2016-03-05,400840234,-10.0,saturday,156,Lake Charleschester,25,155.0,19:30,93,fox
18,6305,15500.0,156,0,14,0.563,14,0.563,72,5,2016-03-16,400871451,-8.0,wednesday,333,Andreaberg,18,145.0,01:00,54,espn
23,6471,15500.0,156,0,14,0.697,10,0.576,87,8,2016-03-19,400872090,-14.5,saturday,2681,Evansstad,19,146.0,16:00,54,espn
20,15525,20900.0,252,0,10,0.588,14,0.714,88,4,2016-03-23,400872290,-4.5,wednesday,156,East Seanstad,25,166.0,01:00,82,espn
