col0,col1,col2,col3,col4,col5,col6,col7,col8
0,11000269,intermediary_of,10165573,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
1,11000795,intermediary_of,10164621,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
2,11001975,intermediary_of,10181919,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
3,11001994,intermediary_of,10166896,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
4,11002442,intermediary_of,10212191,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
5,11002845,intermediary_of,10168737,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
6,11003170,intermediary_of,10166682,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
7,11003237,intermediary_of,10037228,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
8,11006258,intermediary_of,10106174,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
9,11010460,intermediary_of,10161735,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
10,11010460,intermediary_of,10167253,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
11,11010460,intermediary_of,10034270,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
12,11010583,intermediary_of,10134266,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
13,11010643,intermediary_of,10169207,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
14,11010768,intermediary_of,10181757,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
15,11011539,intermediary_of,10159381,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
16,11012290,intermediary_of,10167679,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
17,11012290,intermediary_of,10164728,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
18,11012621,intermediary_of,10083101,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
19,11012911,intermediary_of,10213977,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
20,12013331,officer_of,10181919,shareholder of,25-JUL-1997,30-MAY-2001,Panama Papers,The Panama Papers data is current through 2015
21,12032292,officer_of,10064709,shareholder of,01-APR-2003,16-DEC-2005,Panama Papers,The Panama Papers data is current through 2015
22,12048846,officer_of,10170677,shareholder of,05-JAN-1987,,Panama Papers,The Panama Papers data is current through 2015
23,12096931,officer_of,10181919,shareholder of,30-NOV-2002,,Panama Papers,The Panama Papers data is current through 2015
24,12111264,officer_of,10059536,shareholder of,12-FEB-2007,,Panama Papers,The Panama Papers data is current through 2015
25,12111264,officer_of,10059536,shareholder of,08-AUG-2007,,Panama Papers,The Panama Papers data is current through 2015
26,12111264,registered_address,14014962,registered address,,,Panama Papers,The Panama Papers data is current through 2015
27,12128743,officer_of,10059052,shareholder of,09-AUG-1991,30-NOV-1995,Panama Papers,The Panama Papers data is current through 2015
28,12128743,registered_address,14022183,registered address,,,Panama Papers,The Panama Papers data is current through 2015
29,12164726,officer_of,10134266,shareholder of,27-APR-2009,,Panama Papers,The Panama Papers data is current through 2015
30,12176209,officer_of,10181919,shareholder of,30-NOV-2002,,Panama Papers,The Panama Papers data is current through 2015
31,12176209,officer_of,10181919,shareholder of,20-NOV-2001,,Panama Papers,The Panama Papers data is current through 2015
32,12190239,officer_of,10181919,shareholder of,20-NOV-2001,,Panama Papers,The Panama Papers data is current through 2015
33,12220057,officer_of,10181919,shareholder of,30-MAY-2001,20-NOV-2001,Panama Papers,The Panama Papers data is current through 2015
34,12220058,officer_of,10181919,shareholder of,30-MAY-2001,20-NOV-2001,Panama Papers,The Panama Papers data is current through 2015
35,13007414,officer_of,10082326,beneficiary of,,,Panama Papers,The Panama Papers data is current through 2015
36,13002333,officer_of,10082326,beneficiary of,,,Panama Papers,The Panama Papers data is current through 2015
