col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
IGFQ000001_cs_23-5-2018_SC,Norma Fisher,vclayton@cross.com,,,,IGF105799,KDSC-76,Norma Fisher,,,,,,,,Norma Fisher,,,,,,,Norma Fisher,,,,,,
IGFQ000001_cs_23-5-2018_SC,Jorge Sullivan,johnponce@west.net,,,,IGF105799,KDSC-76,Jorge Sullivan,,,,,,,,Jorge Sullivan,,,,,,,Jorge Sullivan,,,,,,
IGFQ000001_cs_23-5-2018_SC,Elizabeth Woods,turnerkelly@gmail.com,,,,IGF105800,KDSC_77,Elizabeth Woods,,,,,,,,Elizabeth Woods,,,,,,,Elizabeth Woods,,,,,,
IGFQ000001_cs_23-5-2018_SC,Susan Wagner,tamaramorrison@hotmail.com,,,,,,Susan Wagner,,,,,,,,Susan Wagner,,,,,,,Susan Wagner,,,,,,
IGFQ000001_cs_23-5-2018_SC,Peter Montgomery,zdavis@yahoo.com,,,,IGF105802,KDSC-83,Peter Montgomery,,,,,,,,Peter Montgomery,,,,,,,Peter Montgomery,,,,,,
IGFQ000001_cs_23-5-2018_SC,Theodore Mcgrath,kellylopez@gmail.com,,,,IGF105803,KDSC-85,Theodore Mcgrath,,,,,,,,Theodore Mcgrath,,,,,,,Theodore Mcgrath,,,,,,
IGFQ000001_cs_23-5-2018_SC,Stephanie Collins,thomas12@mclean.net,,,,IGF105804,KDSC-86,Stephanie Collins,,,,,,,,Stephanie Collins,,,,,,,Stephanie Collins,,,,,,
IGFQ000001_cs_23-5-2018_SC,Stephanie Sutton,aimee33@hotmail.com,,,,IGF105805,KDSC-87,Stephanie Sutton,,,,,,,,Stephanie Sutton,,,,,,,Stephanie Sutton,,,,,,
IGFQ000001_cs_23-5-2018_SC,Brian Hamilton,shannon51@yahoo.com,,,,IGF105806,KDSC-88,Brian Hamilton,,,,,,,,Brian Hamilton,,,,,,,Brian Hamilton,,,,,,
IGFQ000001_cs_23-5-2018_SC,Susan Levy,vmatthews@sanchez.com,,,,IGF105805,KDSC-87,Susan Levy,,,,,,,,Susan Levy,,,,,,,Susan Levy,,,,,,
IGFQ000001_cs_23-5-2018_SC,Sean Green,nathanjackson@cabrera-garcia.com,,,,IGF105806,KDSC-88,Sean Green,,,,,,,,Sean Green,,,,,,,Sean Green,,,,,,
IGFQ000001_cs_23-5-2018_SC,Kimberly Smith,montoyacynthia@guzman.com,,,,IGF105806,KDSC-88,Kimberly Smith,,,,,,,,Kimberly Smith,,,,,,,Kimberly Smith,,,,,,
IGFQ000001_cs_23-5-2018_SC,Jennifer Summers,hdavis@jacobs.com,,,,IGF105806,KDSC-88,Jennifer Summers,,,,,,,,Jennifer Summers,,,,,,,Jennifer Summers,,,,,,
