col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
AL,Norma Fisher,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,http://sos.alabama.gov/sites/default/files/voter-pdfs/2018/2018AdministrativeCalendar.pdf,
AK,Jorge Sullivan,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,http://elections.alaska.gov/Core/electiondatesandhours.php,
AZ,Elizabeth Woods,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,https://www.azsos.gov/elections/elections-calendar-upcoming-events,
AR,Susan Wagner,yes,no,yes,yes,no,no,no,no,yes,No,yes,yes,no,no,https://www.sos.arkansas.gov/uploads/elections/2018ElectionCalendar.pdf,
CA,Peter Montgomery,yes,yes,yes,yes,yes,yes,yes,yes,no,Yes,yes,no,no,yes,http://www.sos.ca.gov/elections/upcoming-elections/,
CO,Theodore Mcgrath,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,https://www.sos.state.co.us/pubs/elections/calendars/2018ElectionCalendar.pdf,Uses a vote-by-mail system exclusively
CT,Stephanie Collins,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,http://portal.ct.gov/SOTS/Election-Services/Calendars/Election-Calendars,
DE,Stephanie Sutton,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,https://elections.delaware.gov/calendar/2018ElectionCalendar.pdf,
FL,Brian Hamilton,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,http://dos.myflorida.com/elections/for-voters/election-dates/,
GA,Susan Levy,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,http://sos.ga.gov/index.php/elections/2018_elections_and_voter_registration_calendar,
HI,Sean Green,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,http://elections.hawaii.gov/about-us/calendar/action~agenda/request_format~html/,
ID,Kimberly Smith,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,https://sos.idaho.gov/elect/2018Calendar.html,http://www.ncsl.org/research/elections-and-campaigns/early-voting-in-state-elections.aspx
IL,Jennifer Summers,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,https://www.elections.il.gov/Downloads/ElectionInformation/PDF/2018ElectionCalendar.pdf,https://www.brennancenter.org/analysis/vrm-states-illinois; AVR takes effect July 2018
IN,April Snyder,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,https://www.in.gov/sos/elections/files/2018%20Calendar%20Brochure.pdf,
IA,Dana Nguyen,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,https://sos.iowa.gov/elections/electioninfo/3yrelectioncal.html,
KS,Cheryl Bradley,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,http://www.kssos.org/elections/elections_registration_voting.html,
KY,Walter Pratt,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no,https://elect.ky.gov/calendar/Documents/2018%20Election%20Calendar.pdf,
LA,Bobby Flores,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,https://www.sos.la.gov/ElectionsAndVoting/PublishedDocuments/ElectionsCalendar2018.pdf,
ME,Tasha Rodriguez,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,https://www.maine.gov/sos/cec/elec/voter-info/index.html,
MD,Michelle Kelley,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,http://www.elections.state.md.us/elections/2018/2018_Election_Calendar.pdf,
MA,Kimberly Maynard,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,https://www.sec.state.ma.us/ele/,Early voting in person only applicable to the general election.
MI,Laurie Wallace,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,https://www.michigan.gov/documents/sos/2018_Dates_600221_7.pdf,
MN,Janice Johnston,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,http://www.sos.state.mn.us/election-administration-campaigns/elections-calendar/,
MS,Collin Lopez,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,http://www.sos.ms.gov/Elections-Voting/Documents/2018%20Website%20Calendar.pdf,
MO,Mary Alvarez,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,https://www.sos.mo.gov/elections/calendar/2018cal,
MT,Peter Mcdowell,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,https://sos.mt.gov/elections/calendar,
NE,Sarah Villanueva,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,http://www.sos.ne.gov/elec/2018/pdf/2018-election-calendar.pdf,
NV,Kimberly Myers,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,yes,http://nvsos.gov/sos/elections/2018-election/important-2018-candidate-dates,
NH,Desiree Cain,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,http://sos.nh.gov/WorkArea/DownloadAsset.aspx?id=8589972718,
NJ,Stephanie Lawrence,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,http://www.nj.gov/state/elections/election-information-archive-2018.html,
NM,Lauren Hayes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,http://www.sos.state.nm.us/,Seems to indicate you can in-person absentee vote? http://www.sos.state.nm.us/Voter_Information/Absentee_and_Early_Voting.aspx
NY,Whitney Stark,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,https://www.elections.ny.gov/NYSBOE/law/2018PoliticalCalendar.pdf,In-person absentee voting is with an excuse only.
NC,Angela Salazar,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,https://www.ncsbe.gov/Elections/Agency-Calendar,
ND,Mr. Ryan Sanchez,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,https://vip.sos.nd.gov/pdfs/Portals/electioncalendar.pdf,"Fun fact: North Dakota is the only state without voter registration. It is also worth noting that North Dakota law still provides cities with the ability to register voters for city elections. In order to vote you need to be (1) At least 18 years old on or before Election Day, (2) A North Dakota resident, (3) A resident of your voter precinct for at least 30 days prior to the election."
OH,Autumn Robinson,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,https://www.sos.state.oh.us/globalassets/publications/election/2018electioncalendar_letter.pdf,Absentee voting by mail
OK,Faith Cabrera,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,https://www.ok.gov/elections/Election_Info/2018_Election_Calendar.html,
OR,Charles Wolfe,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,http://sos.oregon.gov/elections/Documents/2018-election-timeline.pdf,
PA,Kenneth Kent,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,http://www.dos.pa.gov/VotingElections/Pages/default.aspx,In-person absentee voting is with an excuse only.
RI,Melanie Johnson,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,http://sos.ri.gov/divisions/Elections,
SC,Lisa Johnston,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,https://www.scvotes.org/sites/default/files/2018%20Election%20Calendar%202017-11-21.pdf,
