col0,col1,col2,col3,col4,col5
2010-01-01,apec,APEC,2010-12-31,jai-motwane,Delegation member
,gatt-wto,GATT (WTO),,fernando-perreau-de-pinninck,Delegation member financial services
,eu-korea,EU - Korea,,fernando-perreau-de-pinninck,Delegation member sectoral annexes on non-tariff barriers
,eu-colombia-peru-central-america,"EU - Colombia, Peru, Central America",,fernando-perreau-de-pinninck,Delegation member tariff non-tariff barriers and rules of origin
,eu-india,EU - India,,fernando-perreau-de-pinninck,Delegation member
2009-01-01,ceta,CETA,2014-12-31,fernando-perreau-de-pinninck,Delegation member
2010-01-01,eu-mercosur,EU - Mercosur,2010-12-31,fernando-perreau-de-pinninck,
,usa-peru,USA - Peru,,carlos-romero,Delegation member labour
,usa-korea,USA - Korea,,carlos-romero,Delegation member labour
,cafta,CAFTA,,carlos-romero,Delegation member labour
2014-01-01,usa-jordan,USA - Jordan,2014-12-31,carlos-romero,Delegation member
2014-01-01,usa-pakistan,USA - Pakistan,2014-12-31,carlos-romero,Delegation member
,usa-colombia,USA - Colombia,,carlos-romero,Delegation member
,china-wto,China - WTO,,hiddo-houben,Deputy chief negotiator
,gatt-wto,GATT (WTO),,hiddo-houben,
,tpp,TPP,,sushan-demirjian,Delegation member SMEs and industrial goods
2011-01-01,usa-brazil,USA - Brazil,2011-12-31,kate-kalutkiewicz,Chief negotiator
2013-01-01,apec,APEC,2013-12-31,arrow-augerot,Delegation member
2010-01-01,apec,APEC,2010-12-31,arrow-augerot,Delegation member Hiroshima
2008-01-01,wto-doha-round,WTO Doha Round,2008-12-31,mary-lisa-madell,Delegation member sanitary and phytosanitary measures (SPS)
2008-01-01,wto-doha-round,WTO Doha Round,2008-12-31,mary-lisa-madell,Delegation member sanitary and phytosanitary measures (SPS)
,tpp,TPP,,victor-mroczka,Delegation member
,tpp,TPP,,victor-mroczka,Delegation member
,nafta,NAFTA,,christina-sevilla,Delegation member
,wto-doha-round,WTO Doha Round,,christina-sevilla,Delegation member
2002-01-01,ftaa,FTAA,2002-12-31,christina-sevilla,Chief negotiator
2010-01-01,apec,APEC,2010-12-31,barbara-norton,Delegation member Hiroshima
,apec,APEC,,barbara-norton,Chair of the Chemical Dialogue
,apec,APEC,,barbara-norton,Chair of the Chemical Dialogue
,usa-oman,USA - Oman,,david-oliver,Implementation of the agreement
,tpp,TPP,,gail-strickler,Delegation member textiles
,wto-eu-usa,WTO EU - USA,,jim-sanford,Delegation member
,wto-doha-round,WTO Doha Round,,carsten-schittek,Delegation member market access
,usa-korea,USA - Korea,,amy-karpel,Delegation member
,usa-peru,USA - Peru,,amy-karpel,Delegation member
,usa-oman,USA - Oman,,amy-karpel,Delegation member
,usa-panama,USA - Panama,,amy-karpel,Delegation member
,wto-doha-round,WTO Doha Round,,julia-doherty,Delegation member technical barriers to trade
2011-01-01,apec,APEC,2011-12-31,julia-doherty,Chair of APEC Standards and Conformance
,wto-doha-round,WTO Doha Round,,julia-doherty,Delegation member
,tpp,TPP,,julia-doherty,Chief negotiator
,gatt-wto,GATT (WTO),,ignacio-garcia-bercero,"Followed trade safeguards, trade and environment"
,wto-doha-round,WTO Doha Round,,ignacio-garcia-bercero,Chief negotiator on trade and competition
,eu-korea,EU - Korea,,ignacio-garcia-bercero,Chief negotiator
,eu-india,EU - India,,ignacio-garcia-bercero,Chief negotiator
,wto-doha-round,WTO Doha Round,,mary-thornton,Chief negotiator customs and market access
,usa-malaysia,USA - Malaysia,,mary-thornton,Delegation member
,wto-doha-round,WTO Doha Round,,mary-thornton,Delegation member market access
,wto-doha-round,WTO Doha Round,,mary-thornton,Delegation member pharmaceutical agreement
,acta,ACTA,,pedro-velasco-martins,Delegation member
,usa-korea,USA - Korea,,gavin-buckley,Delegation member financial services
,wto-doha-round,WTO Doha Round,,gavin-buckley,Delegation member
,tpp,TPP,,gavin-buckley,Chief negotiator
,usa-korea,USA - Korea,,scott-pietan,Delegation member
,wto-doha-round,WTO Doha Round,,scott-pietan,Delegation member Government Procurement Agreement
,usa-australia,USA - Australia,,scott-pietan,Delegation member
,usa-bahrain,USA - Bahrain,,scott-pietan,Delegation member
,cafta,CAFTA,,scott-pietan,Delegation member
,usa-oman,USA - Oman,,scott-pietan,Delegation member
,usa-panama,USA - Panama,,scott-pietan,Delegation member
,usa-colombia,USA - Colombia,,scott-pietan,Delegation member
,usa-peru,USA - Peru,,scott-pietan,Delegation member
2014-01-01,tisa,TiSA,2014-12-31,thomas-fine,Delegation member market access
,wto-doha-round,WTO Doha Round,,thomas-fine,Delegation member services
,wto-doha-round,WTO Doha Round,,dawn-shackleford,Chief negotiator
,oecd,OECD,,dawn-shackleford,US Representative to the Trade Committee 
,usa-oman,USA - Oman,,dawn-shackleford,Chief negotiator
,wto-doha-round,WTO Doha Round,,dawn-shackleford,Chief negotiator
,gatt-wto,GATT (WTO),,mary-ryckman,Chief negotiator on investment
2013-01-01,ftaa,FTAA,2013-12-31,mary-ryckman,Delegation member
1994-01-01,apec,APEC,1994-12-31,mary-ryckman,Delegation member
,oecd,OECD,,mary-ryckman,Chief negotiator on multilateral investment
,cafta,CAFTA,,mary-ryckman,Delegation member
,gatt-wto,GATT (WTO),,mary-ryckman,Chief negotiator
,wto-accession,WTO accession,,petros-sourmelis,
,wto-doha-round,WTO Doha Round,,petros-sourmelis,
