col0,col1,col2,col3
Austria, National ID (CRR)," ""[0-9]{12}""", 000247681888
Austria, Social Insurance Number (ASVG)," ""[0-9]{10}""", 1234030869
Austria, National ID (ssPIN)," ""[A-Za-z0-9+/]{22}[A-Za-z0-9+/=][A-Za-z0-9+/=]""", MDEyMzQ1Njc4OWFiY2RlZg==
Belgium, National Register ID (BE.ID)," ""[0-9]{2}\.?[0-9]{2}\.?[0-9]{2}-[0-9]{3}\.?[0-9]{2}""", 70.01.16-287.31
Czech Slovakia, Citizen's ID Number (ČOP)," ""[A-Z]{2}[0-9]{6}""",
Europe, IBAN - ISO 13616 with ISO 3166 country code prefix," ""[A-Z]{2}?[ ]?[0-9]{2}[]?[0-9]{4}[ ]?[0-9]{4}[ ]?[0-9]{4}[ ]?[0-9]{4}[ ]?[0-9]{4}""", PL 10 1140 2017 0000 4202 0971 5311
Germany, Steuer-Identifikationsnummer (Steur ID)," ""[0-9]{3}/?[0-9]{4}/?[0-9]{4}""", 316/5756/0463
Germany, Personenkennziffer (Bundeswehr) (PK), [0-9]{3}/?[0-9]{4}/?[0-9]{4}, 261083-C-20917
Greece, Tautotita, [A-Z][ -]?[0-9]{6}, P 000007
Hungary, Social insurance number (TAJ szám), [0-9]{3}[ ]?[0-9]{3}[ ][0-9]{3}, 123 456 789
Poland, National ID (PESEL), [0-9]{4}[0-3]{1}[0-9}{1}[0-9]{5}, 44051401458
Sweden, Personal ID (Personnr)," ""[0-9]{2}[0-1][0-9][0-9]{2}[-+][0-9]{4}""", 610321-3499
Switzerland, Old AVS," ""[0-9]{3}\.?[0-9]{2}\.?[0-9]{3}\.?[0-9]{3}""", 324.65.242.000
Switzerland, New AVS (2008-Present)," ""756\.?[0-9]{4}\.?[0-9]{4}\.?[0-9]{2}""", 756.5152.7017.84
UK, National Identification Number (NI)," ""[A-CEGHJ-PR-TW-Z][A-CEGHJ-NPR-TW-Z]{1}[0-9]{6}[A-DFM]?""", JG103759A
UK, UK Nationa; Health Service Number (NHS), [0-9]{3}[ -]?[0-9]{3}[-]?[0-9]{4}, 401 023 2137
