col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,Norma Fisher,Carshalton,51.387286715019,"309 Anthony Roads
New Maria, MO 12498",526669,83.217,SM5 1HE,020 8648 3888,166930, , ,340.995,2,-0.18097981596616
2,Jorge Sullivan,Wallington,51.357891291816,"90321 Clark Union
Lake Andrewchester, CT 34569",529179,114.207,SM6 9AN,020 8647 1049,163722, , ,536.252,3,-0.14609299082048
3,Elizabeth Woods,Carshalton,51.356812773894,"456 Bruce Mountain
New Craigfurt, KS 47497",527467,50.831,SM5 3LB,020 8773 4508,163559, , ,137.109,4,-0.1707256893697
4,Susan Wagner,Sutton,51.343579666258,"PSC 7923, Box 0225
APO AP 33359",525464,74.95,SM2 6BH,020 8770 9990,162037, , ,153.4,5,-0.20001298150922
5,Peter Montgomery,Carshalton,51.371457047709,"207 Mccullough Well Suite 564
New Hannah, WA 10865",527688,144.614,SM5 2HG,020 8647 1533,165194, , ,371.109,6,-0.166966892659
6,Theodore Mcgrath,Carshalton,51.371811734317,"423 Bell Heights
Brittanyberg, ME 51359",527389,105.602,SM5 2RE,020 8669 8866,165226, , ,249.915,7,-0.17124861018857
7,Stephanie Collins,Sutton,51.369406897322,"93523 Dana Lane
Johnsonshire, WI 87296",523297,105.455,SM3 8JN,020 8404 8080,164858, , ,632.539,8,-0.23013293610417
8,Stephanie Sutton,Cheam,51.359644515701,"1427 Odonnell Rapids
North Troyport, NH 07035",525035,132.448,SM1 2BH,020 8642 9345,163814, , ,704.012,9,-0.20554529665532
9,Brian Hamilton,Sutton,51.387060227417,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",524605,122.067,SM3 9ES,020 8337 1168,166854, , ,685.453,10,-0.2106530878058
10,Susan Levy,Carshalton,51.356278334352,"76104 Marsh Crescent
Dennishaven, SD 85034",527245,86.462,SM5 3NP,020 8643 1842,163494, , ,351.282,11,-0.17393548307146
11,Sean Green,Worcester Park,51.374374136452,"0003 Grant Lakes
Port Karafort, SD 60619",522978,123.715,KT4 8SX,020 8330 2144,165403, , ,585.203,12,-0.23452483695048
12,Kimberly Smith,Sutton,51.370407931347,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",523364,92.516,SM3 8JW,020 8337 2886,164971, , ,332.518,13,-0.22913175110359
13,Jennifer Summers,Carshalton,51.357701690199,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",527270,75.939,SM5 3NW,020 8643 6904,163653, , ,199.318,14,-0.17351980493625
14,April Snyder,Worcester Park,51.378993613215,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",522312,123.425,KT4 7AA,020 8337 1140,165901, , ,612.66,15,-0.24391728110446
15,Dana Nguyen,Sutton,51.357068126476,"30601 Hawkins Highway
Morashire, TX 28976",523913,88.253,SM3 8AN,020 8642 4221,163500, , ,382.329,16,-0.22176104632543
16,Cheryl Bradley,Sutton,51.369101726378,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",525797,77.295,SM1 4BW,020 8642 0088,164885, , ,247.585,17,-0.19422825654118
17,Walter Pratt,Sutton,51.366493542516,"76582 Vanessa Oval
New Richard, NE 68819",526130,84.55,SM1 4DW,020 8642 2887,164603, , ,368.089,18,-0.18954704515905
18,Bobby Flores,Carshalton,51.362823744562,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",528073,93.228,SM5 3DE,020 8647 4993,164243, , ,301.522,19,-0.16178119618234
19,Tasha Rodriguez,Wallington,51.358818206091,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",528539,121.886,SM6 0HW,020 8647 3239,163809, , ,402.781,20,-0.15524818547298
20,Michelle Kelley,Sutton,51.359990074314,"891 Bullock Ford
Amandachester, NJ 51431",525180,112.843,SM1 2BE,020 8642 0448,163856, , ,543.049,21,-0.20344904986144
21,Kimberly Maynard,Sutton,51.370105436293,"02489 Cook Park
Sherriport, MT 50853",523474,123.317,SM3 8ET,020 8644 7836,164940, , ,726.587,22,-0.22756306642458
22,Laurie Wallace,Sutton,51.361284326096,"23450 Timothy Divide
Wuland, UT 20341",525465,115.454,SM1 2SQ,020 8642 7000,164007, , ,468.741,23,-0.19930462593589
23,Janice Johnston,Wallington,51.361515188797,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",528932,92.117,SM6 8SF,020 8669 2118,164119, , ,179.942,24,-0.14949465192152
24,Collin Lopez,Sutton,51.354149912866,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",524641,131.32,SM2 7AF,020 8661 6131,163193, , ,599.641,25,-0.21141858327235
25,Mary Alvarez,Wallington,51.362979324694,"5100 Scott Burg
East Clayton, SC 66353",528856,119.928,SM6 0DE,020 8669 5399,164280, , ,531.717,26,-0.15052736046549
26,Peter Mcdowell,Worcester Park,51.379095898424,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",522463,76.941,KT4 8BQ,020 8337 2648,165916, , ,226.714,27,-0.24174354840326
27,Sarah Villanueva,Beddington,51.367876064532,"5415 David Square
West Michaeltown, IN 48447",530750,100.981,CR0 4PB,020 8688 1880,164873, , ,504.913,28,-0.12312024743736
28,Kimberly Myers,Sutton,51.359375259468,"03104 Norris Rapids
Port Donald, DE 62982",524665,90.553,SM1 2DW,020 8643 4607,163775, , ,536.49,29,-0.21087032900339
29,Desiree Cain,Carshalton,51.383468409276,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",526098,69.817,SM5 1AG,020 8644 2840,166491, , ,158.75,30,-0.18933712736611
30,Stephanie Lawrence,Sutton,51.352461520784,"332 Watson Shore Apt. 290
Millerland, MT 39742",526022,135.959,SM2 5SJ,020 8642 2072,163039, , ,731.88,31,-0.19165125688881
31,Lauren Hayes,Sutton,51.373475918501,"645 John Roads
Danahaven, MS 54060",523597,38.512,SM3 9AG,020 8337 4448,165318, , ,60.356,32,-0.22566564846569
32,Whitney Stark,Sutton,51.377726031532,"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",523890,83.995,SM3 9DL,020 8337 0629,165798, , ,400.87,33,-0.22129112172881
