col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
1,findings_chestabdomen,胸部腹部所見,physical_examination,8,,,,0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,1,
2,height,身長,height,1,cm,1.0,,100,250,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,2,
3,weight,体重,weight,2,kg,1.0,,20,250,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,3,
4,abdominal_circumference,腹囲,abdominal_circumference,3,cm,1.0,,40,250,,84.9,,84.9,0000-00-00 00:00:00,0000-00-00 00:00:00,5,
5,bodyfat_ratio,体脂肪率,bodyfat_ratio,4,%,1.0,,0,100,15.0,19.9,15.0,19.9,0000-00-00 00:00:00,0000-00-00 00:00:00,4,
6,r_eyesight,裸眼右,vision_test,5,,1.0,,0,20,0.8,,0.8,,0000-00-00 00:00:00,0000-00-00 00:00:00,6,
7,l_eyesight,裸眼左,vision_test,5,,1.0,,0,20,0.8,,0.8,,0000-00-00 00:00:00,0000-00-00 00:00:00,7,
8,corrected_r_eyesight,矯正右,vision_test,5,,1.0,,0,20,0.8,,0.8,,0000-00-00 00:00:00,0000-00-00 00:00:00,8,
9,corrected_l_eyesight,矯正左,vision_test,5,,1.0,,0,20,0.8,,0.8,,0000-00-00 00:00:00,0000-00-00 00:00:00,9,
10,r_hearing_1000hz,聴力右1KHz,hearing_test,6,,,"所見なし,所見あり,聴取不可",0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,10,
11,l_hearing_1000hz,聴力左1KHz,hearing_test,6,,,"所見なし,所見あり,聴取不可",0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,11,
12,r_hearing_4000hz,聴力右4KHz,hearing_test,6,,,"所見なし,所見あり,聴取不可",0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,12,
13,l_hearing_4000hz,聴力左4KHz,hearing_test,6,,,"所見なし,所見あり,聴取不可",0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,13,
14,hearing_on_conv,聴力会話法,hearing_test_conv,7,,,"所見なし,所見あり,聴取不可",0,0,,所見なし,,所見なし,0000-00-00 00:00:00,0000-00-00 00:00:00,14,
15,h_blood_pressure,収縮期血圧,blood_pressure,9,mmHg,0.0,,60,300,,129,,129,0000-00-00 00:00:00,0000-00-00 00:00:00,15,
16,l_blood_pressure,拡張期血圧,blood_pressure,9,mmHg,0.0,,30,150,,84,,84,0000-00-00 00:00:00,0000-00-00 00:00:00,16,
17,urinary_protein,蛋白定性,urinary_test,22,,,"(-),(±),(+),(2+),(3+)",0,0,,(-),,(-),0000-00-00 00:00:00,0000-00-00 00:00:00,17,
18,urinary_sugar,糖定性,urinary_test,22,,,"(-),(±),(+),(2+),(3+)",0,0,,(-),,(-),0000-00-00 00:00:00,0000-00-00 00:00:00,18,
19,urinary_urobilinogen,ウロビリノーゲン,urinary_test,22,,,"(-),(±),(+),(2+),(3+)",0,0,,(±),,(±),0000-00-00 00:00:00,0000-00-00 00:00:00,19,
20,urinary_ph,pH,urinary_test,22,pH,1.0,,0,0,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,20,
21,urinary_blood,潜血反応,urinary_test,22,,,"(-),(±),(+),(2+),(3+)",0,0,,(-),,(-),0000-00-00 00:00:00,0000-00-00 00:00:00,21,
22,eye_pressure_r,眼圧右,eye_pressure,11,mmHg,0.0,,0,100,10.0,21,10.0,21,0000-00-00 00:00:00,0000-00-00 00:00:00,22,
23,eye_pressure_l,眼圧左,eye_pressure,11,mmHg,0.0,,0,100,10.0,21,10.0,21,0000-00-00 00:00:00,0000-00-00 00:00:00,23,
24,lung_capacity,肺活量,lung_capacities,12,ℓ,2.0,,0,50,2.5,,2.5,,0000-00-00 00:00:00,0000-00-00 00:00:00,24,
25,lung_fev1_sec,１秒率,lung_capacities,12,%,2.0,,0,250,70.0,,70.0,,0000-00-00 00:00:00,0000-00-00 00:00:00,25,
26,lung_fev1_per,１秒量,lung_capacities,12,ℓ,3.0,,0,250,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,26,
27,grip_strength_r,握力右,grip_strength,21,Kg,0.0,,0,500,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,27,
28,grip_strength_l,握力左,grip_strength,21,Kg,0.0,,0,500,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,28,
29,chest_xray_no,胸部X線番号,chest_xray,13,,0.0,,0,0,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,31,serial_number
30,stomach_xray_no,胃部X線番号,stomach_xray,15,,0.0,,0,0,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,32,serial_number
31,electro_no,心電図番号,electrogram_test,14,,0.0,,0,0,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,33,serial_number
32,eyeground_no,眼底番号,eyeground,16,,0.0,,0,0,,,,,0000-00-00 00:00:00,0000-00-00 00:00:00,34,serial_number
