col0,col1,col2,col3,col4,col5
11/17/2013,Cyclo-cross,Men,Cat,1/2/3/4/5,Collegiate
"Place,License",,,,,
"1,390786,Nick,Stroud,Bremerton,WA,,University",of,Idaho,,,
"2,416597,Matt,Dabbs,Moscow,ID,,",,,,,
"3,333612,Luke,Ogden,Seattle,WA,,",,,,,
"4,416480,Phillip,Kearns,Lake","Oswego,OR,,",,,,
"5,0,Kalen,Bergaro,,,,",,,,,
11/17/2013,Cyclo-cross,Men,Cat,1/2/3/4/5,Junior
"Place,License",,,,,
"1,336476,Dylan,Pollard,Moscow,ID,,Palouse",Bicycle,Racing,,,
"2,416328,Jacob,Ryse,Spokane,WA,,",,,,,
"3,0,Henry,Deming,,,,",,,,,
"Place,License",,,,,
"1,12623,Michael,Gaertner,Coeur",D,"Alene,ID,,Vertical",Earth,,
"2,202427,Jerry,Long,Moscow,ID,,Vertical",Earth,,,,
"3,416187,Brant,Miller,Moscow,ID,,Palouse",Bicycle,Racing,,,
"4,390786,Nick,Stroud,Bremerton,WA,,University",of,Idaho,,,
"5,162729,Chris,Kelsey,Spokane,WA,,Spokane",Rocket,Velo,,,
"6,28371,Matthew,Pollard,Moscow,ID,,Palouse",Bicycle,Racing,,,
"7,206987,Charles,Mortensen,Sandpoint,ID,,",,,,,
"8,22279,Jenni,Gaertner,Coeur",D,"Alene,ID,,Motofish",Racing,,
"9,307306,Brian,Johnson,Renton",",WA,,The",Bike,Hub,,
11/17/2013,Cyclo-cross,Men,Cat,1/2/3/4/5,Youth
"Place,License",,,,,
"1,416540,Kieran,Long,Moscow,ID,,Palouse",Bicycle,Racing,,,
"2,0,Alex,Ryse,,,,",,,,,
"Place,License",,,,,
"1,202427,Jerry,Long,Moscow,ID,,Vertical",Earth,,,,
"2,201598,Frank,Gonzalez,Helena,MT,,Montana",Velo,,,,
"3,12623,Michael,Gaertner,Coeur",D,"Alene,ID,,Vertical",Earth,,
"3,24486,Tom,Miller,Saint","Maries,ID,,",,,,
"4,27941,Alan,Petrie,Liberty","Lake,WA,,Cyclocrossworld",,,,
"5,101307,Matt,Larsen,Spokane,WA,,Emde",Sports,-,Fitness,Fanatics,
"6,246016,Shaun,Gonsalves,Hayden,ID,,Two",Wheeler/Specialized,,,,
"7,162729,Chris,Kelsey,Spokane,WA,,Spokane",Rocket,Velo,,,
"8,22279,Jenni,Gaertner,Coeur",D,"Alene,ID,,Motofish",Racing,,
"9,294953,Sean,McLaughlin,Valleyford,WA,,",,,,,
"10,19475,Mark,Knokey,Spokane,WA,,Vertical",Earth,,,,
"11,283095,Henry,Hamby,Spokane,WA,,G.S.",Gap,,,,
"12,265267,Dan,Gillespie,Spokane,WA,,",,,,,
"14,0,Biron,Reigard,,,,",,,,,
"15,198927,Stephen,Willis,Valleyford,WA,,G.S.",Gap,,,,
"16,100833,Clifford,Kiracofe,Hayden,ID,,",,,,,
"DNF,388148,Tom,Ryse,Spokane,WA,,Two",Wheeler/Specialized,,,,
"DNF,0,Tom,Lampkear,,,,",,,,,
"Place,License",,,,,
"1,45053,Justin,Bannerman,Walla","Walla,WA,,Wheatland",Wheelers,,,
"2,58093,Steven,Patton,Moscow,ID,,Palouse",Bicycle,Racing,,,
"3,25110,Matt,Morra,Moscow,ID,,Palouse",Bicycle,Racing,,,
"4,281779,Tom,Hungerford,Rockford,WA,,The",Bike,Hub,,,
"5,206987,Charles,Mortensen,Sandpoint,ID,,",,,,,
"6,204615,Wayne,Pignolet,Sandpoint,ID,,Coeur",d,'Alene,Velo,Racers,(CDAVR)
"7,288067,Charles,Stanger,Wallawalla,WA,,Wheatland",Wheelers,,,,
"8,36966,Andrew,Walker,Spokane,WA,,River",City,Red,,,
"9,289195,John,Siok,Spokane,WA,,G.S.",Gap,,,,
"10,360201,Hank,Greer,Spokane,WA,,Team",Double,Check,,,
"11,313690,Joe,Anchondo,Coeur",D,"Alene,ID,,Vertical",Earth,,
"13,347418,Bill,Bronson,Spokane","Valley,WA,,G.S.",Gap,,,
"14,247449,Kurt,Friederich,Walla","Walla,WA,,Wheatland",Wheelers,,,
"15,360978,Joel,Fields,Spokane,WA,,Emde",Sports,,,,
