col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
BKCHHUHBXXX,Norma Fisher,BKCHHUHBXXX,base.hu,1051,Budapest,József Nádor tér 7.,"1965 Kelly Field Apt. 094
Jonesberg, FL 05565",3614299200,3614299201.0
BNPAHUHX,Jorge Sullivan,BNPAHUHX,base.hu,1051,Budapest,Széchenyi István  tér 7-8.,"848 Melissa Springs Suite 947
Kellerstad, MD 80819",3613746300,
BUDAHUHB,Elizabeth Woods,BUDAHUHB,base.hu,1138,Budapest,Váci út 188.,"30413 Norton Isle Suite 012
North Lisa, ND 79428",3614506060,3614506062.0
CIBHHUHB,Susan Wagner,CIBHHUHB,base.hu,1027,Budapest,Medve utca 4-14.,"39916 Mitchell Crescent
New Andrewburgh, DE 63315",3614231000,
CITIHUHX,Peter Montgomery,CITIHUHX,base.hu,1051,Budapest,Szabadság tér 7.,"086 Mary Cliff
North Deborah, NE 24135",3613745000,3613745100.0
COBAHUHX,Theodore Mcgrath,COBAHUHX,base.hu,1054,Budapest,Széchenyi  rakpart 8.,"91634 Strong Mountains Apt. 302
West Alyssa, PA 58475",3613748100,3612694574.0
DEUTHU2B,Stephanie Collins,DEUTHU2B,base.hu,1054,Budapest,Hold utca 27.,"6984 Price Shoals
Erictown, WA 10865",3613013700,3612693239.0
GIBAHUHB,Stephanie Sutton,GIBAHUHB,base.hu,1138,Budapest,Népfürdő u. 24-26.,"423 Bell Heights
Brittanyberg, ME 51359",3640222221,3612194766.0
FHKBHUHB,Brian Hamilton,FHKBHUHB,base.hu,1082,Budapest,Üllői út 48.,"93523 Dana Lane
Johnsonshire, WI 87296",3614529100,3614529200.0
GNBAHUHB,Susan Levy,GNBAHUHB,base.hu,1095,Budapest,Lechner Ödön fasor 8.,"1427 Odonnell Rapids
North Troyport, NH 07035",3640100777,3612355906.0
INCNHUHB,Sean Green,INCNHUHB,base.hu,1088,Budapest,Rákóczi  út 1-3.,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",3640200515,3612666815.0
INGBHUHB,Kimberly Smith,INGBHUHB,base.hu,1068,Budapest,Dózsa György  út 84.,"76104 Marsh Crescent
Dennishaven, SD 85034",362680140,362680159.0
OKHBHUHB,Jennifer Summers,OKHBHUHB,base.hu,1095,Budapest,Lechner Ödön fasor 9.,"0003 Grant Lakes
Port Karafort, SD 60619",3613289000,3613289696.0
HBWEHUHB,April Snyder,HBWEHUHB,base.hu,1062,Budapest,Andrássy utca 98.,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",3614288888,3614288889.0
MANEHUHB,Dana Nguyen,MANEHUHB,base.hu,1054,Budapest,Szabadság tér 8-9.,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",3614282600,3614298000.0
MKKBHUHB,Cheryl Bradley,MKKBHUHB,base.hu,1056,Budapest,Váci utca 38.,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",3613278600,3613278700.0
OTPVHUHB,Walter Pratt,OTPVHUHB,base.hu,1051,Budapest,Nádor utca 16.,"30601 Hawkins Highway
Morashire, TX 28976",3614735000,3614735955.0
UBRTHUHB,Bobby Flores,UBRTHUHB,base.hu,1054,Budapest,Akadémia utca 6.,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",3640484848,
MAVOHUHB,Tasha Rodriguez,MAVOHUHB,base.hu,1088,Budapest,Rákóczi  út 7.,"76582 Vanessa Oval
New Richard, NE 68819",3614114200,3613286660.0
TAKBHUHB,Michelle Kelley,TAKBHUHB,base.hu,1122,Budapest,Pethényi  köz 10.,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",3612023777,
BACXHUHB,Kimberly Maynard,BACXHUHB,base.hu,1054,Budapest,Szabadság tér 5-6.,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",3613011271,3613534959.0
