col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
0,,,,,,,,,,,
1,,,,,,,,,,,
2,,,,,,,,,,,
3,,,,,,,,,,,
4,,,,,,,,,,,
5,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
8,,,,,,,,,,,
9,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
14,,,,,,,,,,,
15,,,,,,,,,,,
16,,,,,,,,,,,
17,,,,,,,,,,,
18,,,,,,,,,,,
19,,,,,,,,,,,
20,,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,38.83167957_-76.99563337_38.90069992_-77.04713527,8.1,57.0,8.7,22.0,35.0,38.8319919,-76.9956324,38.9006957,-77.0471353,Poor transit
33,38.83167957_-76.99563337_38.90069992_-77.04713527,8.1,57.0,8.7,22.0,35.0,38.8319919,-76.9956324,38.9006957,-77.0471353,Poor transit
34,38.83167957_-76.99563337_38.90119687_-76.93658875,8.2,60.0,7.8,19.0,18.0,38.8319919,-76.9956324,38.9011969,-76.9365812,Good transit
35,38.83167957_-76.99563337_38.90119687_-76.93658875,8.2,60.0,7.8,19.0,18.0,38.8319919,-76.9956324,38.9011969,-76.9365812,Good transit
36,38.83167957_-76.99563337_38.95739565_-77.08688934,12.8,60.0,14.1,36.0,35.0,38.8319919,-76.9956324,38.9570404,-77.0868892,Good transit
37,38.83167957_-76.99563337_38.95739565_-77.08688934,12.8,60.0,14.1,36.0,35.0,38.8319919,-76.9956324,38.9570404,-77.0868892,Good transit
38,38.83167957_-76.99563337_38.96282848_-77.07706425,12.9,60.0,14.0,35.0,34.0,38.8319919,-76.9956324,38.9628284,-77.0771453,Good transit
39,38.83167957_-76.99563337_38.96282848_-77.07706425,12.9,60.0,14.0,35.0,34.0,38.8319919,-76.9956324,38.9628284,-77.0771453,Good transit
40,38.83317015_-77.01192444_38.91748831_-76.99035048,8.4,60.0,8.8,23.0,22.0,38.832889,-77.0113544,38.917755,-76.9907243,Good transit
41,38.83317015_-77.01192444_38.91748831_-76.99035048,8.4,60.0,8.8,23.0,22.0,38.832889,-77.0113544,38.917755,-76.9907243,Good transit
42,38.83343321_-77.00392458_38.87786225_-77.03437325,6.5,60.0,6.4,12.0,11.0,38.8330087,-77.0039232,38.8778287,-77.03442,Good transit
43,38.83343321_-77.00392458_38.87786225_-77.03437325,6.5,60.0,6.4,12.0,11.0,38.8330087,-77.0039232,38.8778287,-77.03442,Good transit
