col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
id,internal,patient,Patient,id,,,,,,,patient:id,first
identifier,,patient,Patient,identifier.value,,,,,,,patient:identifier.value,first
first name,,patient,Patient,name.given,,,,,,,patient:name.given,first
last name,,patient,Patient,name.family,,,,,,,patient:name.family,first
postal code,,patient,Patient,address.postalCode,,,,,,,patient:address.postalCode,first
date of birth,,patient,Patient,birthDate,,,,,,,patient:birthDate,first
gender,,patient,Patient,gender,,,,,,,patient:gender,first
weight,,observation,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,29463-7,observation:valueQuantity.value,first
weight,,patient,Patient,,,,,,,,,
height,,observation_2,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,8302-2,observation_2:valueQuantity.value,first
height,,patient,Patient,,,,,,,,,
temperature,,observation_3,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,50825,observation_3:valueQuantity.value,first
temperature,,patient,Patient,,,,,,,,,
albumin,,observation_4,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,1751-7,observation_4:valueQuantity.value,first
albumin,,patient,Patient,,,,,,,,,
creatinin,,observation_5,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,2160-0,observation_5:valueQuantity.value,first
creatinin,,patient,Patient,,,,,,,,,
glucose,,observation_6,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,2339-0,observation_6:valueQuantity.value,first
glucose,,patient,Patient,,,,,,,,,
bilirubin,,observation_7,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,5770-3,observation_7:valueQuantity.value,first
bilirubin,,patient,Patient,,,,,,,,,
magnesium,,observation_8,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,2601-3,observation_8:valueQuantity.value,first
magnesium,,patient,Patient,,,,,,,,,
sodium,,observation_9,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,2951-2,observation_9:valueQuantity.value,first
sodium,,patient,Patient,,,,,,,,,
potassium,,observation_10,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,2823-3,observation_10:valueQuantity.value,first
potassium,,patient,Patient,,,,,,,,,
alat,,observation_11,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,1742-6,observation_11:valueQuantity.value,first
alat,,patient,Patient,,,,,,,,,
asat,,observation_12,Observation,valueQuantity.value,child,subject,patient,code.coding.code,,1920-8,observation_12:valueQuantity.value,first
asat,,patient,Patient,,,,,,,,,
general diagnostic,,diagnostic,DiagnosticReport,code.coding.code,child,subject,patient,extension.valueString,,1,diagnostic:code.coding.code,first
general diagnostic,,patient,Patient,,,,,,,,,
specific diagnostic text,text,diagnostic_text,DiagnosticReport,code.coding.display,child,subject,patient,code.coding.display:contains,,text,diagnostic_text:code.coding.display,bool
specific diagnostic text,,patient,Patient,,,,,,,,,
specific diagnostic code,text,diagnostic_code,DiagnosticReport,code.coding.code,child,subject,patient,code.coding.code,,text,diagnostic_code:code.coding.code,bool
specific diagnostic code,,patient,Patient,,,,,,,,,
medication name,text,medication_text,MedicationRequest,medicationCodeableConcept.text,child,subject,patient,medicationCodeableConcept.text:contains,,text,medication_text:medicationCodeableConcept.text,bool
medication name,,patient,Patient,,,,,,,,,
medication code,text,medication_code,MedicationRequest,medicationCodeableConcept.coding.code,child,subject,patient,medicationCodeableConcept.coding.code,,text,medication_code:medicationCodeableConcept.coding.code,bool
medication code,,patient,Patient,,,,,,,,,
