col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
"63968 Shawn Junction
New Nicolemouth, ND 60236",93,N 9th St,Brooklyn,NY,11211,-73.958096,40.720064,1,
"PSC 4080, Box 3513
APO AP 45818",380,Westminster St,Providence,RI,2903,-71.415171,41.821004,1,
"4486 Olson Well
North Kevin, CA 01707",177,Main St,Littleton,NH,3561,-71.776393,44.307299,1,range
"67771 Christopher Courts Apt. 637
Port Ronaldfurt, HI 33233",202,Harlow St,Bangor,ME,4401,-68.773934,44.805202,1,
"5561 Bishop Turnpike
Lake Kenneth, NY 79756",46,Front St,Waterville,ME,4901,-69.628598,44.550988,1,
"3019 Gerald Mall Apt. 340
Trevinoville, SD 36216",22,Sussex St,Hackensack,NJ,7601,-74.04821,40.880328,1,
"84331 Leonard Fort Suite 749
East Lisa, NY 43477",75,Oak St,Patchogue,NY,11772,-73.01036,40.768522,1,
"62281 Kathy Tunnel
Hudsonborough, VA 17819",1,Clinton Ave,Albany,NY,12207,-73.750031,42.654244,1,
"9927 Christina Burg Suite 774
East Angelaburgh, NM 97149",7242,US Hwy 9,Plattsburgh,NY,12901,-73.428066,44.735338,1,
"142 Warner View Suite 460
North Leslie, IA 45480",520,5th Ave,McKeesport,PA,15132,-79.861023,40.351228,1,
"5240 Berry Centers
West Andrew, AR 03720",122,W 3rd St,Greensburg,PA,15601,-79.546244,40.299681,1,
"51056 Patricia Forge
Grahamstad, HI 85576",901,University Dr,State College,PA,16801,-77.844056,40.797191,1,
"0648 Malone Port Apt. 662
New Devonhaven, VA 92199",240,W 3rd St,Williamsport,PA,17701,-77.005601,41.238969,1,
"23028 Jennifer Meadow Apt. 972
West Matthewfurt, SC 05261",41,N 4th St,Allentown,PA,18102,-75.466113,40.605368,1,
"2738 Martin Terrace Suite 547
Smithhaven, LA 72649",2221,W Market St,Pottsville,PA,17901,-76.226401,40.674702,1,
"984 Stephen Stravenue
South Michaelton, KY 97488",337,Brightseat Rd,Hyattsville,MD,20785,-76.850995,38.892762,1,canonical place
"Unit 4943 Box 8856
DPO AA 27891",109,Chesapeake Blvd,Elkton,MD,21921,-75.786853,39.6045,1,find nearest corner
"98522 Mathis Viaduct Apt. 909
West Michael, LA 42837",2809,Sabre St,Virginia Beach,VA,23452,-76.067835,36.822959,1,find nearest corner
"620 Ashley Mills Apt. 507
Julieborough, OH 56059",324,Commerce Rd,Farmville,VA,23901,-78.423296,37.273311,1,fixed in TIGER 2010
"212 Shelly Roads
Fischerview, LA 02288",1168,E Main St,Wytheville,VA,24382,-81.069279,36.951346,1,nearby address; TIGER omission
"8885 Lee Tunnel Suite 208
Port Donna, OK 50851",116,N Jefferson St,Roanoke,VA,24016,-79.940537,37.275163,1,
"693 Michael Estate
Lake Michael, NM 03009",50,Mc Dowell St,Welch,WV,24801,-81.585586,37.433465,1,
"342 Miller Mission
Lake Jennifer, NY 92905",200,E 1st Ave,Williamson,WV,25661,-82.277886,37.670798,1,find nearest corner
"71664 Kim Throughway
Chelsealand, AK 65056",1925,E Main St,Albemarle,NC,28001,-80.163859,35.348818,1,
"66660 Gomez Port Apt. 945
South Thomashaven, AZ 11181",1013,Spring Ln,Sanford,NC,27330,-79.198776,35.487444,1,
"0131 Williams Ville Apt. 562
Richardberg, FL 53480",145,Rowan St,Fayetteville,NC,28301,-78.878696,35.057767,1,
"22708 Madison Spurs
Herringstad, OR 11353",1399,McCarthy Blvd,New Bern,NC,28562,-77.094901,35.097183,1,broken in TIGER 2010
"3454 Holmes Motorway
Port Rachel, FL 05560",115,Enterprise Ct,Greenwood,SC,29649,-82.164828,34.216732,1,
"805 James Turnpike
Carrmouth, GA 93500",732,W 2nd St,Tifton,GA,31794,-83.523812,31.457889,1,ZIP was fixed in TIGER 2010
"8081 Smith Trail
North Ronaldstad, NV 44515",95,W Oak Ave,Panama City,FL,32401,-85.661436,30.154306,1,broken in TIGER 2010
"125 Ian Crossroad Apt. 593
South Deannaport, MS 07347",2276,Wilton Dr,Fort Lauderdale,FL,33305,-80.137273,26.156993,1,canonical place
"1607 Munoz River
Emilyshire, NH 54532",203,S Walnut St,Florence,AL,35630,-87.670768,34.800112,1,
"3615 David Keys Apt. 269
West Stephenside, UT 65516",108,Center Pointe Dr,Clarksville,TN,37040,-87.30888,36.56967,1,
"640 Mary Common
Michaelville, AZ 20721",1800,Old Troy Rd,Union City,TN,38261,-89.083201,36.416592,1,
"PSC 4006, Box 5282
APO AE 23388",931,Old Smithville Rd,McMinnville,TN,37110,-85.788518,35.701731,1,
"395 Timothy Road
Williamsbury, LA 43567",1301,Greene St,Marietta,OH,45750,-81.424821,39.426052,1,
"3267 Walter Dam
Cunninghamtown, OR 01239",598,S Michigan St,South Bend,IN,46601,-86.25025,41.670964,1,broken in TIGER 2010
"00580 Brandon Creek
Port Eric, MS 03966",500,N A St,Richmond,IN,47374,-84.89517,39.830625,1,
"325 Amanda Cliffs Apt. 695
South Paulabury, MS 29996",317,S Drake Rd,Kalamazoo,MI,49009,-85.648132,42.288772,1,
