col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
Norma Fisher,,"80160 Clayton Isle Apt. 513
East Linda, ND 59217",Ridgeland,MO,39157,601-790-9140,,,,Norma Fisher,Norma Fisher,MD,"Dr. Ken Cleveland is Co-founder and Medical Director of Remedy True Health. Originally from Alabama and a graduate of the Alabama School of Medicine, Dr. Cleveland moved to Jackson, MS in 1996 to complete his surgical training at the University of Mississippi. After practicing General Surgery for 11 years, Dr. Cleveland retired from General Surgery to start Remedy True Health, a unique clinic to the Jackson area, offering Bio-identical Hormone Replacement Therapy, Weight Loss and Aesthetics. The goal of Dr. Cleveland and Remedy True Health is to help people prevent disease and give them the opportunity to live a longer, happier life.  ",qgrimes@gmail.com,,1487bf15d449cb34,765,2076,2/26/18,0,0,0,shannon51@yahoo.com
Jorge Sullivan,,"714 Mann Plaza Suite 839
Seanfurt, OK 32234",Ridgeland,MO,39157,601-790-9140,,,,Jorge Sullivan,Jorge Sullivan,DO,"WORK EXPERIENCE 
NORTHSTAR ANESTHESIA, Jackson, Mississippi 
Staff Anesthesiologist    |   Jan 2016 - Mar 2018 
EDUCATION 
ANNA-JONESBORO COMMUNITY, Anna, Illinois 
SOUTHERN ILLINOIS UNIVERSITY, Carbondale, Illinois B.A. 
KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE, Kirksville, Missouri D.O. 
DAVENPORT MEDICAL CENTER, Davenport , Iowa Rotating Internship 
UMMC, Jackson, Mississippi Anethesiology Residency 
ADDITIONAL SKILLS 
PROFESSIONAL EXPERIENCE 
SURGICAL ANESTHESIA ASSOCIATES, Jackson, Mississippi 
Staff Anesthesiologist    |   Jul 1995 - Jan 2016 
CREDENTIALS AND LICENSES 
Board Certified Anesthesiologist 1995-present
",cortezraymond@garrett.com,,7832598f6c7222af,4066,2076,2/26/18,0,0,0,vmatthews@sanchez.com
Elizabeth Woods,,"09471 Erika Curve
North Megan, UT 71358",W. Bloomfield,MI,48323,248-624-7246,,42.5569371,-83.4377384,Elizabeth Woods,Elizabeth Woods,MD,,jane13@walker.net,248-624-7246,c8e4a38dc081c293,3179,1691,7/8/17,0,0,1,nathanjackson@cabrera-garcia.com
Susan Wagner,,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Pearland,TX,77584,832-243-4969,,29.5796692,-95.4006538,Susan Wagner,Susan Wagner,MD,,millerluke@hotmail.com,,ab4b13437ebb009a,1014,555,1/10/15,0,0,0,montoyacynthia@guzman.com
Peter Montgomery,,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",Houma,LA,70360,985-855-3604,https://www.vagaro.com/360wellnessclinic,29.5959609,-90.7154826,Peter Montgomery,Peter Montgomery,NP,,turnerkelly@gmail.com,985-855-3604,,2820,1516,4/8/17,0,1,1,hdavis@jacobs.com
Theodore Mcgrath,,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Miami,FL,33133,786-410-6760,www.buttsbymendieta.com,25.7417157,-80.2322902,Theodore Mcgrath,Theodore Mcgrath,PA,,tamaramorrison@hotmail.com,786-410-6760,f5029da378154dc8,2344,1253,10/15/16,0,0,0,zclark@giles.net
Stephanie Collins,,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Miami,FL,33133,786-410-6760,www.buttsbymendieta.com,25.7417157,-80.2322902,Stephanie Collins,Stephanie Collins,,,zdavis@yahoo.com,,,2394,1253,10/15/16,0,0,0,huffchad@gmail.com
Stephanie Sutton,,"225 Wilson Mills
North Thomas, OK 67164",Kingwood,TX,77339,281-247-7289,http://www.4umedclinic.com ,30.0494484,-95.2329064,Stephanie Sutton,Stephanie Sutton,MD,,kellylopez@gmail.com,281-247-7289,,3358,1771,8/5/17,0,1,1,ryan08@yahoo.com
Brian Hamilton,,"PSC 5642, Box 8071
APO AA 97365",Kingwood,TX,77339,281-247-7289,http://www.4umedclinic.com ,30.0494484,-95.2329064,Brian Hamilton,Brian Hamilton,FNP-C,,thomas12@mclean.net,281-247-7289,,3696,1771,8/5/17,0,1,1,lyonspeter@howard-dennis.org
Susan Levy,,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Kingwood,TX,77339,281-247-7289,http://www.4umedclinic.com ,30.0494484,-95.2329064,Susan Levy,Susan Levy,FNP,,aimee33@hotmail.com,281-247-7289,,4541,1771,8/5/17,0,1,1,tammybrown@moore.com
