col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
EP-0001,Norma Fisher,4/10/2002,43.0,09198,102.0,3.0,1.0,,11/10/2002,Courier
DG-0002,Jorge Sullivan,18/11/2003,34.0,11595,127.0,4.0,2.0,,25/11/2003,Courier
HF-0003,Elizabeth Woods,28/01/2003,72.0,68203,18.0,1.0,3.0,,4/02/2003,Courier
LR-0004,Susan Wagner,25/05/2009,75.0,05667,103.0,5.0,4.0,,1/06/2009,Courier
RW-0005,Peter Montgomery,6/10/2011,70.0,09198,119.0,2.0,5.0,,13/10/2011,Courier
JC-0006,Theodore Mcgrath,14/06/2015,105.0,30004,90.0,3.0,6.0,,21/06/2015,Courier
DH-0007,Stephanie Collins,22/10/2007,53.0,17605,28.0,4.0,7.0,,29/10/2007,Courier
EC-0008,Stephanie Sutton,1/05/2006,59.0,05826,38.0,5.0,8.0,,8/05/2006,Courier
VC-0009,Brian Hamilton,10/07/2012,89.0,39881,2.0,2.0,9.0,,17/07/2012,Courier
AL-00010,Susan Levy,15/08/2015,70.0,02504,91.0,3.0,10.0,,22/08/2015,Courier
KR-00011,Sean Green,20/05/2015,62.0,59298,95.0,1.0,11.0,,27/05/2015,Courier
DG-0002,Kimberly Smith,30/01/2010,101.0,43832,40.0,1.0,12.0,,6/02/2010,Courier
HF-0003,Jennifer Summers,8/08/2019,72.0,21562,57.0,4.0,13.0,,15/08/2019,Courier
LR-0004,April Snyder,25/11/2010,95.0,20007,48.0,3.0,14.0,,2/12/2010,Courier
RW-0005,Dana Nguyen,8/01/2008,51.0,86495,60.0,3.0,15.0,,15/01/2008,Courier
JC-0006,Cheryl Bradley,30/09/2019,76.0,60890,54.0,5.0,16.0,,7/10/2019,Courier
DH-0007,Walter Pratt,29/02/2016,43.0,49170,101.0,1.0,17.0,,7/03/2016,Courier
EC-0008,Bobby Flores,23/02/2016,60.0,66692,80.0,2.0,18.0,,1/03/2016,Courier
VC-0009,Tasha Rodriguez,8/03/2015,50.0,50600,79.0,2.0,19.0,,15/03/2015,Courier
AL-00010,Michelle Kelley,2/09/2017,29.0,69943,25.0,3.0,20.0,,9/09/2017,Courier
KR-00011,Kimberly Maynard,20/03/2006,49.0,66355,4.0,5.0,21.0,,27/03/2006,Courier
DG-0002,Laurie Wallace,18/12/2017,37.0,04907,107.0,4.0,22.0,,25/12/2017,Courier
HF-0003,Janice Johnston,24/10/2006,101.0,75719,59.0,3.0,23.0,,31/10/2006,Courier
LR-0004,Collin Lopez,3/09/2019,77.0,12382,83.0,3.0,24.0,,10/09/2019,Courier
RW-0005,Mary Alvarez,10/01/2018,88.0,89442,115.0,3.0,25.0,,17/01/2018,Courier
JC-0006,Peter Mcdowell,27/06/2015,1.0,68396,11.0,5.0,26.0,,4/07/2015,Courier
DH-0007,Sarah Villanueva,22/03/2010,63.0,99833,74.0,3.0,27.0,,29/03/2010,Courier
EC-0008,Kimberly Myers,1/04/2002,38.0,79162,87.0,3.0,28.0,,8/04/2002,Courier
VC-0009,Desiree Cain,14/06/2012,83.0,10509,66.0,2.0,29.0,,21/06/2012,Courier
AL-00010,Stephanie Lawrence,19/04/2002,108.0,98407,66.0,4.0,30.0,,26/04/2002,Courier
KR-00011,Lauren Hayes,11/01/2005,68.0,56385,53.0,2.0,31.0,,18/01/2005,Courier
DG-0002,Whitney Stark,2/12/2015,111.0,99410,104.0,1.0,32.0,,9/12/2015,Courier
HF-0003,Angela Salazar,1/06/2002,27.0,27515,125.0,5.0,33.0,,8/06/2002,Courier
LR-0004,Mr. Ryan Sanchez,7/11/2003,55.0,38467,19.0,4.0,34.0,,14/11/2003,Courier
RW-0005,Autumn Robinson,24/11/2007,40.0,70679,26.0,3.0,35.0,,1/12/2007,Courier
JC-0006,Faith Cabrera,7/10/2011,109.0,78962,88.0,5.0,36.0,,14/10/2011,Courier
DH-0007,Charles Wolfe,9/05/2017,34.0,55268,108.0,2.0,37.0,,16/05/2017,Courier
EC-0008,Kenneth Kent,20/06/2016,77.0,63705,36.0,3.0,38.0,,27/06/2016,Courier
VC-0009,Melanie Johnson,2/06/2016,22.0,51431,129.0,2.0,39.0,,9/06/2016,Courier
AL-00010,Lisa Johnston,29/05/2001,22.0,80118,124.0,1.0,40.0,,5/06/2001,Courier
KR-00011,Jacob Hooper,10/06/2018,38.0,77360,97.0,3.0,41.0,,17/06/2018,Courier
DG-0002,Alex Woodward,6/06/2007,29.0,31115,52.0,4.0,42.0,,13/06/2007,Courier
HF-0003,Caleb Clark,16/03/2016,41.0,03185,121.0,1.0,43.0,,23/03/2016,Courier
LR-0004,Taylor Johnson,6/10/2003,81.0,86613,17.0,4.0,44.0,,13/10/2003,Courier
RW-0005,Brian Green,7/12/2017,27.0,00532,58.0,2.0,45.0,,14/12/2017,Courier
JC-0006,Matthew Bell,26/03/2011,13.0,97591,15.0,1.0,46.0,,2/04/2011,Courier
DH-0007,Jonathan Williams,14/08/2015,28.0,24352,57.0,4.0,47.0,,21/08/2015,Courier
EC-0008,William Gonzalez,5/10/2009,105.0,40142,81.0,1.0,48.0,,12/10/2009,Courier
VC-0009,Nicholas Massey,22/07/2006,48.0,66935,40.0,1.0,49.0,,29/07/2006,Courier
AL-00010,Caroline Chambers,30/04/2012,47.0,75246,94.0,5.0,50.0,,7/05/2012,Courier
KR-00011,Amy Lowe,16/04/2015,94.0,33853,36.0,1.0,51.0,,23/04/2015,Courier
DG-0002,Gloria King,29/11/2019,9.0,44106,97.0,2.0,52.0,,6/12/2019,Courier
HF-0003,Jessica Thompson,24/04/2016,28.0,09102,64.0,1.0,53.0,,1/05/2016,Courier
LR-0004,Jason Carroll,4/12/2010,75.0,65186,69.0,5.0,54.0,,11/12/2010,Courier
RW-0005,Emily Howard,18/03/2004,33.0,34842,105.0,3.0,55.0,,25/03/2004,Courier
JC-0006,Danielle Castro,17/05/2009,69.0,40190,13.0,3.0,56.0,,24/05/2009,Courier
DH-0007,Patrick Rogers,30/09/2014,63.0,53987,35.0,5.0,57.0,,7/10/2014,Courier
EC-0008,Douglas Allen,13/03/2013,15.0,50853,124.0,2.0,58.0,,20/03/2013,Courier
VC-0009,Heather Roberts,7/05/2003,8.0,50790,106.0,5.0,59.0,,14/05/2003,Courier
AL-00010,Travis Schultz,13/11/2011,50.0,08661,71.0,1.0,60.0,,20/11/2011,Courier
KR-00011,Michelle Hughes,9/09/2019,35.0,21969,86.0,1.0,61.0,,16/09/2019,Courier
DG-0002,Matthew Smith,7/10/2008,38.0,84516,133.0,3.0,62.0,,14/10/2008,Courier
HF-0003,George Allen,28/08/2015,42.0,17189,55.0,2.0,63.0,,4/09/2015,Courier
LR-0004,Jamie Hutchinson,5/04/2005,24.0,31820,75.0,1.0,64.0,,12/04/2005,Courier
RW-0005,Jennifer Morales,23/03/2015,87.0,38130,28.0,1.0,65.0,,30/03/2015,Courier
JC-0006,Jennifer Bates,28/08/2014,57.0,96111,101.0,5.0,66.0,,4/09/2014,Courier
DH-0007,Jeremy Green,19/12/2006,77.0,44282,115.0,1.0,67.0,,26/12/2006,Courier
EC-0008,Joseph Freeman,5/12/2007,76.0,07779,95.0,4.0,68.0,,12/12/2007,Courier
VC-0009,Nicole Henson,13/02/2013,10.0,05210,88.0,1.0,69.0,,20/02/2013,Courier
AL-00010,Eric Owens PhD,21/12/2007,18.0,63589,127.0,4.0,70.0,,28/12/2007,Courier
KR-00011,Robin Lopez,24/09/2015,29.0,55271,80.0,1.0,71.0,,1/10/2015,Courier
DG-0002,Miss Angela Swanson DVM,16/02/2010,61.0,18969,118.0,4.0,72.0,,23/02/2010,Courier
