col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
background_1,,Scotland/background1/2020,,2020-10-02,40,UK,UK-SCT,N,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.1.2.21,Edinburgh
background_2,,Scotland/background2/2020,,2020-10-03,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.49,Fife
background_3,,Scotland/background3/2020,,2020-10-01,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.1,Aberdeen
background_4,,Scotland/background4/2020,,2020-10-02,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1,Aberdeen
background_5,,Scotland/background5/2020,,2020-09-28,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.27.4.1,Edinburgh
background_6,,Scotland/background6/2020,,2020-10-04,41,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.28.2.6.1,Edinburgh
background_7,,Scotland/background7/2020,,2020-10-01,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1,Glasgow
background_8,,Scotland/background8/2020,,2020-10-01,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1,Glasgow
background_9,,Scotland/background9/2020,,2020-10-02,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.27.4.1,Edinburgh
background_10,,Scotland/background10/2020,,2020-10-01,40,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.26.2.1.16.3,North_Ayrshire
background_11,,Scotland/background11/2020,,2020-10-04,41,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.1.2.22,Stirling
background_12,,Scotland/background12/2020,,2020-10-11,42,UK,UK-SCT,Y,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.4.15.1.2,Scottish_borders
background_13,,Scotland/background13/2020,,2020-10-02,40,UK,UK-SCT,N,,,,,B.1,1,UK533,acc_trans_173,del_trans_1950,UK533_1.34.1.2.1.1.2.1.1.2.21.1,Edinburgh
