col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
801,Fake Love,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K1.txt,2018-05-15,3,100,903,104,43,/home/akshyta/Desktop/DBMS_Project/Songs/K1.mp3,...
802,Blood Sweat & Tears,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K2.txt,2016-10-10,5,129,901,104,43,/home/akshyta/Desktop/DBMS_Project/Songs/K2.mp3,...
803,Save Me,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K3.txt,2016-05-02,5,100,903,103,43,/home/akshyta/Desktop/DBMS_Project/Songs/K3.mp3,...
804,Spring Day,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K4.txt,2017-02-13,3,70,901,101,43,/home/akshyta/Desktop/DBMS_Project/Songs/K4.mp3,...
805,Make It Right,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K5.txt,2019-02-18,5,200,909,104,43,/home/akshyta/Desktop/DBMS_Project/Songs/K5.mp3,...
806,Fire,83,BTS,/home/akshyta/Desktop/DBMS_Project/Lyrics/K6.txt,2016-05-02,4,159,901,105,43,/home/akshyta/Desktop/DBMS_Project/Songs/K6.mp3,...
807,Gangnam Style,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K7.txt,2012-07-15,5,200,905,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K7.mp3,...
808,Daddy,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K8.txt,2015-11-30,4,50,905,105,43,/home/akshyta/Desktop/DBMS_Project/Songs/K8.mp3,...
809,Hangover,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K9.txt,2014-06-08,4,100,901,105,43,/home/akshyta/Desktop/DBMS_Project/Songs/K9.mp3,...
810,Right Now,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K10.txt,2010-10-21,3,130,905,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K10.mp3,...
811,We are the One,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K11.txt,2013-03-07,4,20,902,101,43,/home/akshyta/Desktop/DBMS_Project/Songs/K11.mp3,...
812,In my Eyes,84,PSY,/home/akshyta/Desktop/DBMS_Project/Lyrics/K12.txt,2010-10-30,3,100,901,101,43,/home/akshyta/Desktop/DBMS_Project/Songs/K12.mp3,...
813,Psycho,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K13.txt,2019-12-23,4,180,909,106,43,/home/akshyta/Desktop/DBMS_Project/Songs/K13.mp3,...
814,Bad Boy,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K14.txt,2018-01-29,5,70,903,104,43,/home/akshyta/Desktop/DBMS_Project/Songs/K14.mp3,...
815,umpah umpah ,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K15.txt,2019-08-20,3,150,901,106,43,/home/akshyta/Desktop/DBMS_Project/Songs/K15.mp3,...
816,peek-a-boo,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K16.txt,2017-11-17,4,90,904,104,43,/home/akshyta/Desktop/DBMS_Project/Songs/K15.mp3,...
817,Red Flavour,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K17.txt,2017-07-09,3,60,901,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K17.mp3,...
818,Dumb Dumb,85,Red Velvet,/home/akshyta/Desktop/DBMS_Project/Lyrics/K18.txt,2015-09-08,4,140,901,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K18.mp3,...
819,TT,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K19.txt,2016-10-24,4,100,901,101,43,/home/akshyta/Desktop/DBMS_Project/Songs/K19.mp3,...
820,Feel Special,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K20.txt,2019-09-23,5,30,905,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K20.mp3,...
821,Fancy,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K21.txt,2019-04-22,5,110,901,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K21.mp3,...
822,What is Love?,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K22.txt,2018-04-09,4,160,909,103,43,/home/akshyta/Desktop/DBMS_Project/Songs/K22.mp3,...
823,ooh-ahh,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K23.txt,2015-10-20,4,103,901,106,43,/home/akshyta/Desktop/DBMS_Project/Songs/K23.mp3,...
824,Cheer Up,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K24.txt,2016-04-25,4,150,905,101,43,/home/akshyta/Desktop/DBMS_Project/Songs/K24.mp3,...
825,Knock Knock,86,TWICE,/home/akshyta/Desktop/DBMS_Project/Lyrics/K25.txt,2017-02-20,5,160,901,102,43,/home/akshyta/Desktop/DBMS_Project/Songs/K25.mp3,...
