col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
1,0,1,0,0.032140423,15.8,,,0,,,,,0.1647485,0.8523,0.24995,0.75,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,,1.0,1.0
2,0,0,0,0.017620319,16.5,0.503030303,1.0,1,11.7,57.1,4.88034188,1.0,-0.0252313,1.0216,0.10342,0.9,1.0,,0.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0
25,0,1,0,-0.052174354,14.7,0.537414966,0.0,1,10.8,,,,-0.0486107,1.0578,0.0779,0.9230769230769232,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0
27,0,0,0,,15.8,0.474683544,1.0,1,11.6,56.0,4.827586207,1.0,-0.0197167,1.0422,0.0874,0.9166666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,,1.0
28,0,0,0,0.005180317,17.8,0.43258427,2.0,1,13.7,56.1,4.094890511,1.0,-0.0407068,1.047,0.07245,0.9230769230769232,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0
29,0,0,0,0.05728222,16.4,0.432926829,2.0,1,10.8,,,,-0.0303334,1.0518,0.06972,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
30,0,0,0,0.020858634,16.6,,,0,,,,,-0.040747,1.0523,0.07368,0.9285714285714286,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0,0,0,0.041215822,13.4,,,0,,,,,0.0184973,0.9843,0.13761,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
33,0,1,0,0.012445955,15.1,,,0,,,,,0.029332,0.9812,0.14089,0.8571428571428571,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0,0,0,-0.002449455,15.1,0.569536424,2.0,1,9.3,59.4,6.387096774,1.0,-0.1294627,1.1526,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,
35,0,0,0,,15.7,,,0,,,,,0.0194291,0.9754,0.1412,0.8571428571428571,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
37,0,0,0,-0.040942923,14.8,0.445945946,3.0,1,9.6,,,,0.1173325,0.8805,0.21475,0.7857142857142857,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0,0,0,-0.082284946,14.2,0.485915493,2.0,1,9.8,45.7,4.663265306,1.0,-0.1150682,1.1279,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0
