col0,col1,col2,col3,col4
"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",1974-10-18,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",64574473047,high-level
"6582 Vanessa Oval
New Richard, NE 68819",1987-11-12,Pellentesque ultrices mattis odio.,75531015353,mobile
"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",1990-10-18,Morbi a ipsum. Integer a nibh. In quis justo.,16371407508,Re-engineered
"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",2006-04-25,Suspendisse potenti.,21468788926,Grass-roots
"891 Bullock Ford
Amandachester, NJ 51431",1993-02-17,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",62931646367,fault-tolerant
"02489 Cook Park
Sherriport, MT 50853",1978-01-16,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",63271348718,Team-oriented
"23450 Timothy Divide
Wuland, UT 20341",2006-01-29,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,41056175169,portal
"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",1986-12-13,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",72882384431,intermediate
"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",2021-11-08,Morbi ut odio.,69043821394,local area network
"5100 Scott Burg
East Clayton, SC 66353",1981-02-17,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",28396220507,upward-trending
"412 Snow Manors Apt. 161
South Kimtown, NV 57004",1974-08-20,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,83344513307,grid-enabled
"5415 David Square
West Michaeltown, IN 48447",1998-03-25,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",64890419671,background
"03104 Norris Rapids
Port Donald, DE 62982",1989-09-18,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,23005580487,challenge
"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",1989-03-29,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,27052074771,coherent
"332 Watson Shore Apt. 290
Millerland, MT 39742",2005-05-17,Cras pellentesque volutpat dui.,14800371520,neutral
"645 John Roads
Danahaven, MS 54060",1979-02-24,Aliquam erat volutpat. In congue.,75569924500,Programmable
"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",2009-01-22,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",37349256497,encompassing
"5825 Welch Corners
Fischerport, UT 59363",2005-08-05,Suspendisse potenti.,12403580562,knowledge base
"41489 Roger Terrace
Davisfort, IN 71770",2012-09-04,Phasellus sit amet erat.,40139478003,dynamic
"014 Aaron Locks Suite 714
Justinborough, CO 05147",1984-04-23,Cras pellentesque volutpat dui.,76657531985,solution
