col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
5f97501d56a169c80e568ec2,Norma Fisher,"80160 Clayton Isle Apt. 513
East Linda, ND 59217",+1-769-606-9602x7142,"13306 Corey Point
Shanefort, OR 94139",https://dzz-centar.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""VESNA"",""surname"":""MATRAPAZOVSKI SINTI"",""specialization"":""Opća/obiteljska medicina""},{""name"":""ZORAN"",""surname"":""TUČKAR"",""specialization"":""Psihologijska djelatnost""}]","[""Opća/obiteljska medicina"",""Psihologijska djelatnost""]",45.804624° N,15.975359° E,26/10/2020,False
5f97501d56a169c80e568ec3,Jorge Sullivan,"714 Mann Plaza Suite 839
Seanfurt, OK 32234",878.900.7547x063,"53492 Lee Crescent Apt. 087
North Tyler, IL 84517",https://dzz-centar.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""ANITA TOMLJENOVIĆ"",""surname"":""TOMLJENOVIĆSNA"",""specialization"":""Opća/obiteljska medicina""},{""name"":""ANA"",""surname"":""PERIĆ-MARKOTIĆ"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""}]","[""Opća/obiteljska medicina"",""Dentalna zdravstvena zaštita (polivalentna)""]",45.804525° N,15.969266° E,26/10/2020,False
5f97501d56a169c80e568ec4,Elizabeth Woods,"09471 Erika Curve
North Megan, UT 71358",+1-120-665-0300,"213 Gray Plains
North Vanessa, FL 74413",https://dzz-centar.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""IVANA"",""surname"":""VALLE GOLJAK"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""},{""name"":""SNJEŽANA"",""surname"":""STANUŠIĆ"",""specialization"":""Opća/obiteljska medicina""}]","[""Opća/obiteljska medicina"",""Dentalna zdravstvena zaštita (polivalentna)""]",45.809331° N,15.995387° E,26/10/2020,True
5f97501d56a169c80e568ec5,Susan Wagner,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",+1-891-319-3442x17610,"757 Reid Well Apt. 893
West Janicemouth, MD 05149",https://dzz-centar.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""LJUBICA"",""surname"":""LAZIĆ VULETIĆ"",""specialization"":""Opća/obiteljska medicina""},{""name"":""OSKAR"",""surname"":""CRNALIĆ"",""specialization"":""Opća/obiteljska medicina""}]","[""Opća/obiteljska medicina""]",45.804624° N,15.975359° E,26/10/2020,False
5f97501d56a169c80e568ec6,Peter Montgomery,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",714-285-1240x003,"269 Robbins Valley Suite 118
North Jeffreyton, AL 59298",http://dzz-istok.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""ADA"",""surname"":""DRČELIĆ MATUTINOVIĆ"",""specialization"":""Opća/obiteljska medicina""},{""name"":""KATARINA"",""surname"":""MUSTAPIĆ"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""}]","[""Opća/obiteljska medicina"",""Dentalna zdravstvena zaštita (polivalentna)""]",45.829919° N,16.052109° E,26/10/2020,False
5f97501d56a169c80e568ec7,Theodore Mcgrath,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",+1-485-590-9776x58236,"75868 Audrey Springs
Lake Ronaldborough, ND 78962",http://dzz-istok.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""TEUTA"",""surname"":""BISAKU STOŠIĆ"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""},{""name"":""GORANA"",""surname"":""ŽUVELA"",""specialization"":""Opća/obiteljska medicina""}]","[""Opća/obiteljska medicina"",""Dentalna zdravstvena zaštita (polivalentna)""]",45.814419° N,16.062070° E,26/10/2020,True
5f97501d56a169c80e568ec8,Stephanie Collins,"87091 Gonzalez Knolls
Masseyshire, UT 88665",001-402-245-5515,"9930 Joy Hollow Suite 517
Sherriport, MT 50853",http://dzz-istok.hr/,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""BILJANA"",""surname"":""PARIZOSKA-BELOVIĆ"",""specialization"":""Opća/obiteljska medicina""},{""name"":""BOŽENA"",""surname"":""HADER"",""specialization"":""Zdravstvena zaštita predškolske djece""}]","[""Opća/obiteljska medicina"",""Zdravstvena zaštita predškolske djece""]",45.805815° N,16.018916° E,26/10/2020,False
5f97501d56a169c80e568ec9,Stephanie Sutton,"225 Wilson Mills
North Thomas, OK 67164",001-900-422-9456x82417,"23450 Timothy Divide
Wuland, UT 20341",http://www.dzz-zapad.hr/home.php,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""MIA"",""surname"":""POTURICA"",""specialization"":""Opća/obiteljska medicina""},{""name"":""HUŠMAN"",""surname"":""MILETIĆ VERA"",""specialization"":""Opća/obiteljska medicina""}]","[""Opća/obiteljska medicina""]",45.793294° N,15.905029° E,26/10/2020,False
5f97501d56a169c80e568eca,Brian Hamilton,"PSC 5642, Box 8071
APO AA 97365",001-304-281-4654x6118,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",http://www.dzz-zapad.hr/home.php,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""MAJA"",""surname"":""PAVIĆ PATRLJ"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""},{""name"":""MARTA"",""surname"":""KROLO"",""specialization"":""Dentalna zdravstvena zaštita (polivalentna)""}]","[""Dentalna zdravstvena zaštita (polivalentna)""]",45.815743° N,15.877107° E,26/10/2020,False
5f97501d56a169c80e568ecb,Susan Levy,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",755.171.7604x5229,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",http://www.dzz-zapad.hr/home.php,Zagreb,https://hr.wikipedia.org/wiki/Zagreb,"[{""name"":""IVAN"",""surname"":""ŠIMUNEC"",""specialization"":""Opća/obiteljska medicina""},{""name"":""ALENKA"",""surname"":""AKŠAMIJA GOVIĆ"",""specialization"":""Zdravstvena zaštita žena""}]","[""Opća/obiteljska medicina"",""Zdravstvena zaštita žena""]",45.815524° N,15.846045° E,26/10/2020,False
