col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
ТОВ ОЛІМП-ТРЕЙД,✔,✔,✔,,,,,,,,,,,,,,
Абсолют,✔,✔,,,,,,,,,,,,,,,
ТОВ Параллель-М ЛТД,✔,,✔,,,,,,,,,,,,,,
ФЛП Везунчик,✔,,✔,,,,,,,,,,,,,,
Фокстрот,✔,✔,✔,,,,,,✔,,,,,,,,
Фуршет,✔,✔,,,✔,,,,,,,✔,"007
030",✔,,,
ОККО-НАФТОПРОДУКТ,✔,✔,✔,,✔,✔,,,,,,✔,"007
012",,,,
Ашан,✔,,,,,,,,,,,,,,,,
Варус (ОМЕГА),✔,,,,✔,,,,,,,,,,,-,
Салют,✔,✔,,,,,,,,,,,,,,-,
Наш Край,✔,,,,,,,,,,,,,,,-,
ПАККО Холдинг,✔,✔,✔,✔,,,,,,,,✔,007; 012,✔,,-,
Салатейра,✔,,✔,,,,,,,,,✔,007; 012,,,,
ТОВ ДІЄСА(Ельдорадо),✔,✔,,,,,,,,,,,,,,,
Розетка,✔,✔,✔,✔,,,,,,,,✔,006,,,,
Дивиал 2000,✔,✔,✔,,,,,,,,,,,,,,
Львівхолод,✔,✔,✔,✔,,,,,,,,✔,007,,,,
Стиль Д(Простор),✔,✔,✔,,,✔,,,,✔,,✔,016;  013;  015;  006; 007; 008; 012,,,"✔
Есть SKU_new",
ГудВайн ( Бюро Вин),✔,✔,✔, ,,,,,,,,,,,,,
Таврія  В,✔,✔,✔,,,,,,"✔
",,,✔,"007
",✔,,,
АТБ-маркет(РЦ),✔,✔,✔,✔,,✔,,,,✔,✔,,,,,-,
Руш (Ева) ,✔,,,,✔,,,,,,,,,,,-,
АТБ-Магазины,✔,,✔,,,,,,,,,,,,,-,
Лукойл(Амик),✔,✔,✔,✔,✔,✔,,,,,,,,,,,
Шик и блеск,✔,✔,✔,,,,,,,,,✔,008 ,,,✔,
Shell,✔,✔,,,✔,,,,,,,,,,,,
Пчелка маркет,✔,✔,✔,,,✔,,,,,,,,,,,
"Нова Лінія, ЕПІЦЕНТР",✔,✔,✔,,,,,,,,,,,,,,
Мегаполис Украина,,,,,,,,,,,,,,,,,
ТОВ «Фірмова мережа» Київхліб»,✔,,✔,✔,,,,,,,,,,,,,
МЕТРО,✔,,✔,✔,,,,,,,,,"уникальные документы
Товарная накладная
(documentinvoice)
и Корректировка к товарной накладной
 (doccorinvoice)",✔,,✔,
Новус Украина,✔,✔,✔,✔,,,,,,,,✔,"007; 019;  008; 
есть отказ от подписания, 
Возвратная накладная",✔,,✔,
Велика Кишеня,✔,✔,✔,,,,,,,,,✔,"007; 005; 008 
Нет отказа от подписания",✔,✔,,
ЕКО-МАРКЕТ,✔,✔,✔,,,✔,,,,,,✔,"007  
есть отказ от подписания",,,,
Економ плюс,✔,✔,✔,,,,,,,,,,,,,,✔
Класс  (ТОВ Укр Трейд (ID19874)),✔,,✔,,,,,,,,,✔,"007
",,,✔,✔
