col0,col1,col2,col3,col4,col5
1000,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",92055,Roma,,IT
1100,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",69144,Venice,,IT
1200,"75470 Lopez Roads
Port Jessicatown, TX 55221",55565,Tokyo,Tokyo Prefecture,JP
1300,"08913 Charlene Flat
Joshuaburgh, NJ 52496",66968,Hiroshima,,JP
1400,"7142 Wilson Drives
Melissaton, IL 89760",40518,Southlake,Texas,US
1500,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",15370,South San Francisco,California,US
1600,"9004 Edward Prairie
Michaelside, LA 15560",19596,South Brunswick,New Jersey,US
1700,"42814 Houston Hills
Rodriguezside, NJ 62629",56333,Seattle,Washington,US
1800,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",74689,Toronto,Ontario,CA
1900,"8847 Kramer Station
South Christopher, KS 77208",55820,Whitehorse,Yukon,CA
2000,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",11515,Beijing,,CN
2100,"6582 Vanessa Oval
New Richard, NE 68819",14232,Bombay,Maharashtra,IN
2200,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",54979,Sydney,New South Wales,AU
2300,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",08748,Singapore,,SG
2400,"891 Bullock Ford
Amandachester, NJ 51431",13504,London,,UK
2500,"02489 Cook Park
Sherriport, MT 50853",54917,Oxford,Oxford,UK
2600,"23450 Timothy Divide
Wuland, UT 20341",20968,Stretford,Manchester,UK
2700,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",96744,Munich,Bavaria,DE
2800,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",04525,Sao Paulo,Sao Paulo,BR
2900,"5100 Scott Burg
East Clayton, SC 66353",59053,Geneva,Geneve,CH
