col0,col1,col2,col3,col4
"440 Joseph Parkway Apt. 472
North Spencerhaven, RI 74268",Wing,Huffman,85828,Hamme
"5953 Braun Drive Apt. 720
New Melissaberg, DE 07704",Lila,Nichols,5341,Koryazhma
"310 Jessica Tunnel Suite 689
Paulaborough, VA 05696",Lois,Kemp,56600,Zwevegem
"070 Hernandez Flats
New Daisymouth, KY 39148",Clarke,Wall,51356,Stokkem
"8675 Black Hollow Suite 856
Sarahview, AL 28557",Ariana,Burt,87248,Okotoks
"6622 Lee Extension Apt. 148
New Melissa, NM 16412",Elliott,Burton,86661,Bossuit
"2108 Jacqueline Course
New Derrickshire, SD 47569",Karly,Jenkins,56883,Saint-Denis-Bovesse
"7259 Catherine Track
Morrisonville, MT 13024",Sydney,Gaines,82431,Kaster
"224 Sparks Islands
South Valerie, ND 13613",Maris,Hutchinson,30644,Piedecuesta
"03563 Howe Radial Apt. 517
Phillipsfurt, VT 08243",Cruz,Cross,92797,Sindelfingen
"84709 Melissa Street
Erinmouth, UT 09362",Germane,Smith,25616,Quickborn
"4060 Shepherd Curve Suite 549
South Lauren, PA 43052",Cheryl,Hansen,88021,Watermaal-Bosvoorde
"PSC 6042, Box 9216
APO AP 59853",Kuame,Rodriquez,6683,Adria
"5285 Lisa Course
North James, VT 86261",Clio,Richmond,66919,Rouvreux
"USS Leon
FPO AA 43730",Honorato,Cohen,73501,Uttarpara-Kotrung
"8047 Barr Fork Suite 089
Rittermouth, OK 46230",Alexa,Morrison,71567,Cap-Saint-Ignace
"43156 Kevin Glens
Port Richard, CA 24855",Dillon,Mcknight,56609,Belgorod
"PSC 6119, Box 3813
APO AA 97808",Rebecca,Nielsen,21230,Lasbela
"29990 Parsons Forest
South Charleston, ID 22958",Cassady,Harrison,42023,Trieste
"499 Edward Vista
New Matthewport, ND 30147",Candice,Gates,4841,Pacoa
"651 Mccarty Views
Loriport, FL 46652",Nehru,Beasley,84073,Montignies-Saint-Christophe
"960 Hall Meadows
Cartertown, UT 75591",Kirsten,Nunez,94964,Kufstein
"001 Phillip Rapid
Lake Jeffrey, CT 04408",Carter,Odonnell,54450,Chaudfontaine
"4260 Mccoy Path Apt. 859
Lake Antonio, NY 83110",Ryan,Ratliff,75376,Butte
"7293 Austin Crest
Katherinemouth, ME 19360",Linus,Harrington,71864,Caucaia
"0619 Martin Light Apt. 662
Stephensonstad, AZ 84823",Olivia,Mccormick,42754,Poole
"86739 Amber Drives
West Anthony, DC 81656",Aquila,Schultz,99000,Folx-les-Caves
