col0,col1,col2
jai-motwane,Investment,investment
almoro-rubin-de-cervin,Financial Services,financial-services
blanca-rodriguez,Competition,competition
blanca-rodriguez,State-Owned Enterprises,state-owned-enterprises
blanca-rodriguez,Subsidies,subsidies
anders-jessen,Government Procurement,government-procurement
fernando-perreau-de-pinninck,Rules of Origin,rules-of-origin
fernando-perreau-de-pinninck,Regulatory Coherence and Transparency,regulatory-coherence-and-transparency
dan-mullaney,,
carlos-romero,Labor,labor
isabella-detwiler,,
colin-brown,Investor-State Dispute Settlement (ISDS),investor-state-dispute-settlement-isds
colin-brown,Dispute Settlement,dispute-settlement
hiddo-houben,,
ivone-kaizeler,Medical Devices,medical-devices
ivone-kaizeler,Pharmaceuticals,pharmaceuticals
ivone-kaizeler,Cosmetics,cosmetics
ivone-kaizeler,Textiles: Technical Barriers to Trade (TBT),textiles-technical-barriers-to-trade-tbt
sushan-demirjian,Market Access and Industrial Goods Tariffs,market-access-and-industrial-goods-tariffs
amanda-yarusso-horan,Financial Services,financial-services
kate-kalutkiewicz,,
robb-tanner,Electronic Commerce and Telecommunications,electronic-commerce-and-telecommunications
stephanie-leupold,Dispute Settlement,dispute-settlement
claes-hallberg,Market Access and Industrial Good Tariffs,market-access-and-industrial-good-tariffs
klaus-berend,Chemicals,chemicals
birgit-weidel,Machinery and electronics,machinery-and-electronics
arrow-augerot,Localization Barriers,localization-barriers
laurent-selles,Medical Devices,medical-devices
constantin-livas,Textiles: Technical Barriers to Trade (TBT),textiles-technical-barriers-to-trade-tbt
mary-lisa-madell,Agricultural Market Access,agricultural-market-access
mary-lisa-madell,Sanitary and Phytosanitary (SPS) Measures,sanitary-and-phytosanitary-sps-measures
pablo-neira,Technical Barriers to Trade (TBT),technical-barriers-to-trade-tbt
pablo-neira,Machinery and electronics,machinery-and-electronics
philippe-jean,Cars,cars
victor-mroczka,State-Owned Enterprises,state-owned-enterprises
victor-mroczka,Trade Remedies,trade-remedies
christina-sevilla,Small- and Medium-Sized Enterprises,small-and-medium-sized-enterprises
barbara-norton,Sectoral Annexes/Regulatory Cooperation,sectoral-annexes-regulatory-cooperation
christophe-kiener,Competition,competition
christophe-kiener,State-Owned Enterprises,state-owned-enterprises
christophe-kiener,Subsidies,subsidies
david-oliver,Environment,environment
gail-strickler,Textiles,textiles
jim-sanford,Sectoral Annexes/Regulatory Cooperation,sectoral-annexes-regulatory-cooperation
carsten-schittek,Cars,cars
amy-karpel,Legal and Institutional Issues,legal-and-institutional-issues
john-clarke,Agricultural Market Access,agricultural-market-access
john-clarke,Intellectual Property,intellectual-property
marco-duerkop,Services,services
marco-duerkop,Financial Services,financial-services
julia-doherty,Technical Barriers to Trade (TBT),technical-barriers-to-trade-tbt
jason-bernstein,Rules of Origin,rules-of-origin
benjamin-musall,Chemicals,chemicals
jean-marc-trarieux,Agricultural Market Access,agricultural-market-access
ignacio-garcia-bercero,,
carolyn-miller,Textiles,textiles
mary-thornton,Market Access and Industrial Goods Tariffs,market-access-and-industrial-goods-tariffs
monika-hencsey,Trade and Sustainable Development,trade-and-sustainable-development
monika-hencsey,Labour,labour
monika-hencsey,Environment,environment
denis-redonnet,Small and Medium-sized Enterprises (SMEs),small-and-medium-sized-enterprises-smes
denis-redonnet,Other regulations,other-regulations
george-york,Intellectual Property,intellectual-property
roman-mokry,Cosmetics,cosmetics
zoltan-somogyi,Agricultural Market Access,agricultural-market-access
rachel-shub,Regulatory Coherence and Transparency,regulatory-coherence-and-transparency
sebastien-goux,Pharmaceuticals,pharmaceuticals
pedro-velasco-martins,Intellectual Property,intellectual-property
david-weiner,,
gavin-buckley,Financial Services,financial-services
jean-kemp,Energy and Raw Materials,energy-and-raw-materials
scott-pietan,Government Procurement,government-procurement
leopoldo-rubinacci,Investment,investment
antonis-kastrissianakis,Rules of Origin,rules-of-origin
antonis-kastrissianakis,Customs and Trade Facilitation,customs-and-trade-facilitation
thomas-fine,Services,services
paolo-garzotti,Customs and Trade Facilitation,customs-and-trade-facilitation
jan-schmitz,Legal and Institutional Issues,legal-and-institutional-issues
matthew-jaffe,Legal and Institutional Issues,legal-and-institutional-issues
dawn-shackleford,Customs and Trade Facilitation,customs-and-trade-facilitation
lorenzo-terzi,Sanitary and Phytosanitary (SPS) Measures,sanitary-and-phytosanitary-sps-measures
ulrich-weigl,Sanitary and Phytosanitary (SPS) Measures,sanitary-and-phytosanitary-sps-measures
mary-ryckman,Competition,competition
raimundo-serra,Intellectual Property Rights: Geographical Indications,intellectual-property-rights-geographical-indications
petros-sourmelis,Energy and Raw Materials,energy-and-raw-materials
