col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
22,22,Note,205,,3+4=7,Test Title,,,Everyone,,,,,107,2004-05-27T13:45:13.000,107,2009-05-27T13:45:13.000,,,,,0
200,200,Note,200,,3+4=7,Talked to bob. said they needs this now,,,Everyone,,,,,107,2009-02-05T00:00:00.000,0,2001-02-23T00:00:00.000,,,,,0
201,201,Note,203,,3+4=7,MEMO TO PB,,,Everyone,,,,,0,2003-12-05T00:00:00.000,0,2003-12-05T00:00:00.000,,,,,0
202,202,Note,205,,3+4=7,"MEMO 1 TO PB, THRU RF",,,Everyone,,,,,0,2004-03-04T00:00:00.000,0,2004-03-04T00:00:00.000,,,,,0
203,203,Note,205,,3+4=7,To Shawanda for POD,,,Everyone,,,,,107,2003-07-20T10:13:32.000,107,2003-07-20T10:13:32.000,,,,,0
204,204,Note,205,,3+4=7,Nobody seems to be able to provide a POD,,,Everyone,,,,,107,2003-09-04T10:19:37.000,107,2003-09-04T10:19:37.000,,,,,0
205,205,Note,205,,3+4=7, DENIAL 1:  Proof of shipment enclosed.  Order shi,,,Everyone,,,,,107,2003-09-04T10:24:20.000,107,2003-09-04T10:24:20.000,,,,,0
206,206,Note,213,,3+4=7,PTP for Nov and Dec 2003 invoices,,,Everyone,,,,,107,2004-05-27T13:45:13.000,107,2004-05-27T13:45:13.000,,,,,0
4139837,4139837,Note,205,,3+4=7,"Rec'd call from Grayson, she is giving this to Ann",,,Everyone,,,,,107,2008-12-19T00:00:00.000,107,2008-12-19T00:00:00.000,,,,,0
4171769,4171769,Note,205,,3+4=7,"called Robert, lm",,,Everyone,,,,,107,2008-12-08T00:00:00.000,107,2008-12-08T00:00:00.000,,,,,0
4171775,4171775,Note,205,,3+4=7,"called Greg, lm",,,Everyone,,,,,107,2008-12-18T00:00:00.000,107,2008-12-18T00:00:00.000,,,,,0
4171776,4171776,Note,205,,3+4=7,"Robert Jones called in, Disputed- OI",,,Everyone,,,,,107,2008-12-08T00:00:00.000,107,2008-12-08T00:00:00.000,,,,,0
4171893,4171893,Note,205,,3+4=7,"tt Matt Johnson w/Albuquerque Factory, said not va",,,Everyone,,,,,107,2008-12-20T00:00:00.000,107,2008-12-20T00:00:00.000,,,,,0
4176451,4176451,Note,205,,3+4=7,LVM to Robert remind. new past due invoices.,,,Everyone,,,,,107,2008-12-17T00:00:00.000,107,2008-12-17T00:00:00.000,,,,,0
