col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
1,1,1,2726149304,9,307,2726149304,1,1,1,1,98,199,98,98,98,1,769221,24082,1,2002/8/23 1:33,2002/8/23 1:33,2002/8/23 1:33,2002/8/23 1:33,2002/8/23 1:33,
2,2,2,6237434701,10,644,6237434701,2,2,2,1,1,1,1,1,1,22,122770,82139,1,2007/4/17 11:08,2007/4/17 11:08,2007/4/17 11:08,2007/4/17 11:08,2007/4/17 11:08,
3,3,3,8103500045,11,423,8103500045,3,3,3,199,199,1,199,199,199,28,175263,41200,1,2012/12/2 7:41,2012/12/2 7:41,2012/12/2 7:41,2012/12/2 7:41,2012/12/2 7:41,
4,4,4,5874825282,12,268,5874825282,4,4,4,1,1,981,1,1,199,37,965978,69634,1,2020/2/24 6:41,2020/2/24 6:41,2020/2/24 6:41,2020/2/24 6:41,2020/2/24 6:41,
5,5,5,4737177401,14,558,4737177401,5,5,5,1,1,672,1,1,1,44,779439,88039,1,2000/4/7 4:12,2000/4/7 4:12,2000/4/7 4:12,2000/4/7 4:12,2000/4/7 4:12,
6,6,6,8224100335,17,271,8224100335,6,6,6,1201,91,651,91,91,1,34,527841,95703,1,2018/7/19 11:07,2018/7/19 11:07,2018/7/19 11:07,2018/7/19 11:07,2018/7/19 11:07,
7,7,7,2120376425,19,765,2120376425,7,7,7,981,76,439,76,76,981,39,212957,87626,1,2018/6/16 22:08,2018/6/16 22:08,2018/6/16 22:08,2018/6/16 22:08,2018/6/16 22:08,
8,8,8,8678658659,22,675,8678658659,8,8,8,1,199,651,1,651,672,31,388424,52953,1,2006/4/1 20:16,2006/4/1 20:16,2006/4/1 20:16,2006/4/1 20:16,2006/4/1 20:16,
9,9,9,7377462616,25,755,7377462616,9,9,9,542,651,199,199,199,651,54,755196,87276,1,2008/1/14 15:31,2008/1/14 15:31,2008/1/14 15:31,2008/1/14 15:31,2008/1/14 15:31,
10,10,10,6900144085,27,810,6900144085,10,10,10,901,1,651,1,1,439,76,116316,26009,1,2010/9/22 9:46,2010/9/22 9:46,2010/9/22 9:46,2010/9/22 9:46,2010/9/22 9:46,
11,11,11,8674555999,29,867,8674555999,1,1,11,783,981,1,1,651,1,69,503557,10011,1,2016/1/25 14:24,2016/1/25 14:24,2016/1/25 14:24,2016/1/25 14:24,2016/1/25 14:24,
12,12,12,7848154832,32,598,7848154832,2,2,12,321,672,981,981,981,199,73,226226,12594,1,2012/2/1 17:29,2012/2/1 17:29,2012/2/1 17:29,2012/2/1 17:29,2012/2/1 17:29,
13,14,13,8484294127,34,780,8484294127,3,3,13,981,651,672,672,672,1,21,681292,65381,1,2014/5/5 21:54,2014/5/5 21:54,2014/5/5 21:54,2014/5/5 21:54,2014/5/5 21:54,
14,17,14,5803934451,37,410,5803934451,4,4,14,672,439,651,651,651,1,96,115737,20834,1,2001/1/8 23:13,2001/1/8 23:13,2001/1/8 23:13,2001/1/8 23:13,2001/1/8 23:13,
15,19,15,6409950109,39,513,6409950109,5,5,15,651,1,32,439,439,981,1,772789,85125,1,2003/12/22 0:34,2003/12/22 0:34,2003/12/22 0:34,2003/12/22 0:34,2003/12/22 0:34,
16,22,16,5957792462,40,446,5957792462,6,6,16,439,199,651,1,1,672,1,375570,57386,1,2012/3/9 3:39,2012/3/9 3:39,2012/3/9 3:39,2012/3/9 3:39,2012/3/9 3:39,
17,25,17,2916739208,42,735,2916739208,7,7,17,901,651,32,199,199,651,45,520802,20605,1,2007/12/19 7:07,2007/12/19 7:07,2007/12/19 7:07,2007/12/19 7:07,2007/12/19 7:07,
18,27,18,6411006882,45,465,6411006882,8,8,18,783,672,651,1,981,32,71,595596,98434,1,2012/11/21 6:36,2012/11/21 6:36,2012/11/21 6:36,2012/11/21 6:36,2012/11/21 6:36,
19,29,19,4374349726,47,401,4374349726,9,9,19,321,651,1,981,1,1,52,180423,48843,1,2015/3/26 18:16,2015/3/26 18:16,2015/3/26 18:16,2015/3/26 18:16,2015/3/26 18:16,
20,32,20,2548505637,49,652,2548505637,10,10,20,981,439,981,981,981,981,51,708351,96901,1,2009/5/4 23:03,2009/5/4 23:03,2009/5/4 23:03,2009/5/4 23:03,2009/5/4 23:03,
21,34,21,4350095822,27,451,4350095822,1,1,21,672,651,672,672,672,672,58,803622,34928,1,2020/2/29 2:42,2020/2/29 2:42,2020/2/29 2:42,2020/2/29 2:42,2020/2/29 2:42,
22,37,22,9450734166,29,873,9450734166,2,2,22,651,32,651,651,651,651,39,688482,23191,1,2005/2/27 10:51,2005/2/27 10:51,2005/2/27 10:51,2005/2/27 10:51,2005/2/27 10:51,
23,39,23,7915008778,32,584,7915008778,3,3,23,439,32,32,32,32,32,1,844445,67059,1,2017/8/26 7:52,2017/8/26 7:52,2017/8/26 7:52,2017/8/26 7:52,2017/8/26 7:52,
24,40,24,6195428896,34,787,6195428896,4,4,24,901,1,1,1,1,1,1,199524,55679,1,2000/1/31 7:37,2000/1/31 7:37,2000/1/31 7:37,2000/1/31 7:37,2000/1/31 7:37,
25,42,25,4468869403,37,303,4468869403,5,5,25,783,199,199,199,199,199,1,886689,64397,1,2005/10/19 7:05,2005/10/19 7:05,2005/10/19 7:05,2005/10/19 7:05,2005/10/19 7:05,
26,45,26,7494768635,39,613,7494768635,6,6,26,321,1,1,1,1,1,1,228899,34322,1,2010/12/4 6:57,2010/12/4 6:57,2010/12/4 6:57,2010/12/4 6:57,2010/12/4 6:57,
27,47,27,3501248679,22,684,3501248679,7,7,27,981,1,1,1,1,1,43,713210,77279,1,2015/7/20 16:10,2015/7/20 16:10,2015/7/20 16:10,2015/7/20 16:10,2015/7/20 16:10,
28,49,28,5929587947,25,432,5929587947,8,8,28,672,981,981,981,981,981,68,864829,39853,1,2011/11/26 2:45,2011/11/26 2:45,2011/11/26 2:45,2011/11/26 2:45,2011/11/26 2:45,
29,27,29,8829248379,27,642,8829248379,9,9,29,651,672,672,672,672,672,17,818105,10236,1,2017/7/10 10:56,2017/7/10 10:56,2017/7/10 10:56,2017/7/10 10:56,2017/7/10 10:56,
30,29,30,2786398209,29,745,2786398209,10,10,30,439,651,651,651,651,651,13,849151,80889,1,2005/9/5 16:49,2005/9/5 16:49,2005/9/5 16:49,2005/9/5 16:49,2005/9/5 16:49,
