col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,9,0,0,0,0,0,0,0,9,29,2,0,7,0,7,0,0,0,0,5,2,2,0,1,3,4,0,1,
1,0,2,0,0,0,0,0,0,0,2,28,3,0,24,6,18,3,0,0,33,5,9,9,0,0,3,0,0,1,
3,0,14,2,0,0,0,0,0,0,16,58,4,2,23,9,14,1,0,2,0,8,12,3,11,0,9,0,2,2,
1,2,1,0,0,0,0,0,0,0,1,7,0,0,6,0,4,0,0,0,0,0,6,0,6,0,0,0,0,1,
2,0,8,0,0,0,0,0,0,0,8,27,0,0,8,0,8,2,0,4,6,0,5,5,0,0,5,3,2,3,
2,0,4,0,2,0,0,0,0,0,6,14,0,0,3,0,3,3,0,0,0,0,4,3,0,0,1,0,2,3,
3,3,2,0,0,0,0,0,0,3,5,13,1,0,4,1,3,3,0,0,0,1,3,3,0,0,7,3,1,2,
1,0,1,0,0,0,0,0,0,0,1,3,1,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0,0,1,
0,0,3,0,0,0,0,0,0,0,3,12,1,0,5,1,4,5,0,0,5,0,0,0,0,0,5,0,0,1,
2,0,0,0,0,0,0,0,0,0,0,7,1,0,8,1,7,1,0,0,0,1,2,2,0,0,4,0,0,0,
1,0,3,0,0,0,0,0,0,0,3,16,3,0,4,0,4,0,0,0,0,0,1,0,0,0,3,0,0,1,
2,0,9,0,0,0,1,0,0,0,10,30,3,0,7,1,6,0,0,0,0,3,4,4,0,3,4,3,1,2,
1,5,0,0,1,0,0,0,0,7,8,24,1,0,6,1,5,6,0,0,2,0,4,4,0,4,4,7,0,1,
4,1,18,0,2,0,0,0,0,0,20,79,6,4,23,6,11,0,2,0,0,6,9,4,2,0,6,0,3,2,
2,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1,5,1,0,0,0,2,3,1,0,0,1,0,0,0,
4,0,1,0,0,0,2,0,0,0,3,21,0,0,9,1,8,8,0,0,0,0,12,12,4,0,6,2,0,1,
2,0,0,0,0,0,0,0,0,0,0,8,1,0,5,0,5,0,0,0,0,3,2,2,0,1,3,0,0,0,
0,0,1,0,0,0,0,0,0,0,1,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,
2,0,20,0,0,0,2,0,0,0,22,62,0,0,19,4,14,18,0,0,8,24,10,7,0,0,1,14,4,2,
6,0,2,0,0,0,0,0,0,0,2,26,1,0,18,0,16,0,0,0,0,7,18,16,3,0,9,7,0,1,
0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,8,7,0,8,0,8,8,0,0,1,0,7,7,0,0,2,0,0,0,
1,0,2,0,0,0,0,0,0,0,2,7,1,0,3,1,2,1,0,0,0,0,1,1,0,0,3,0,0,1,
8,2,6,0,1,0,0,0,0,1,8,38,4,2,18,2,15,7,1,0,0,0,12,3,8,0,11,0,1,2,
1,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,4,2,2,0,0,0,2,0,0,0,1,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,6,6,0,0,0,0,30,0,0,0,3,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,2,0,0,0,0,0,0,0,2,8,0,0,3,1,1,2,0,0,0,1,2,2,0,0,8,1,0,1,
1,0,0,0,0,0,0,0,0,0,0,27,1,0,12,0,12,12,0,0,0,21,21,21,0,0,1,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,6,0,0,1,0,0,0,
3,4,10,0,0,0,0,0,0,2,12,45,9,0,10,4,4,2,0,0,1,1,4,2,0,0,11,1,2,2,
3,0,17,0,0,0,0,0,0,0,17,66,4,2,23,10,13,1,0,2,0,1,13,3,12,0,7,0,1,2,
3,0,3,1,0,0,0,0,0,0,4,43,7,0,28,6,22,7,0,2,10,12,12,10,2,0,4,0,1,3,
4,0,5,0,0,0,0,0,0,0,5,33,4,3,12,4,8,3,0,1,0,0,5,2,2,0,6,1,1,2,
0,0,1,1,0,0,0,0,0,0,2,6,0,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2,
0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,0,0,0,0,1,3,1,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,3,2,1,0,0,0,2,2,0,0,3,0,0,0,
2,2,2,0,0,0,0,0,0,1,3,14,6,0,8,0,3,0,0,0,0,0,3,1,0,0,2,0,0,1,
3,0,9,0,0,0,0,0,0,0,9,21,1,0,9,1,8,1,0,1,0,0,10,8,0,0,6,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,
4,0,73,0,0,0,0,0,0,0,73,152,7,0,78,2,76,78,0,0,109,2,147,146,37,0,1,1,0,1,
1,0,8,6,0,0,0,0,0,0,14,45,4,0,4,0,4,4,0,0,2,2,1,1,0,1,0,3,2,2,
3,0,6,0,0,0,3,0,0,0,9,33,1,0,7,1,5,5,0,1,0,6,9,9,0,3,8,2,3,2,
1,0,1,0,0,0,0,0,0,0,1,6,1,0,5,0,5,3,1,1,3,0,1,0,0,0,0,1,0,1,
4,0,0,0,0,0,1,0,0,0,1,12,0,0,10,1,9,9,0,0,0,1,4,3,3,0,9,0,0,1,
1,0,3,0,0,0,1,0,0,0,4,17,0,0,4,0,4,3,1,0,0,2,3,3,0,0,5,0,1,2,
6,0,0,0,0,0,0,0,0,0,0,12,2,0,10,0,10,0,0,0,0,2,8,7,1,0,10,2,0,0,
4,1,7,0,0,0,1,0,0,0,8,37,8,0,11,1,10,1,0,1,2,4,5,5,1,0,9,6,1,2,
