col0,col1,col2,col3,col4,col5,col6,col7,col8
08/04/2007,Cross,Country,Men,Trailblazer,,,,
"Place,License",,,,,,,,
"1,0,Alec,Miller,,,,",,,,,,,,
"2,0,Izack,Dixon,,,,",,,,,,,,
"3,0,Chad,Bearup,,,,",,,,,,,,
"4,0,Krystofer,Sorrell,,,,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Clydesdale,,,
"Place,License",,,,,,,,
"1,81720,Henry,Harper,Boise,ID,1:46:31,",,,,,,,,
"2,0,John,Baker,,,1:58:00,",,,,,,,,
"3,0,Charles,Mills,,,DNF,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Junior,15-16,,
"Place,License",,,,,,,,
"1,201595,Hudson,Thyr,Cataldo,ID,1:35:31,",,,,,,,,
"2,261001,Angelo,Roman,Boise,ID,1:42:47,",,,,,,,,
"3,0,Jacob,Weber,,,1:56:18,",,,,,,,,
"4,0,Stephen,Anderson,,,1:49:58,",,,,,,,,
"5,264569,koby,keene,Eagle,ID,1:56:07,",,,,,,,,
"6,0,Jacob,Weber,,,1:56:18,",,,,,,,,
"7,0,Ross,Hartley,,,2:00:40,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Junior,17-18,,
"Place,License",,,,,,,,
"1,264302,Keaton,Keene,Eagle,ID,1:56:07,",,,,,,,,
"2,268057,Tyler,Swank,Idaho","Falls,ID,2:24:21,",,,,,,,
08/04/2007,Cross,Country,Men,SP,Master,19-29,,
"Place,License",,,,,,,,
"3,0,John,Koudelka,,,1:37:49,",,,,,,,,
"4,0,Thomas,Anderson,,,1:39:01,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Senior,19-29,,
"Place,License",,,,,,,,
"1,0,Matt,McNeal,,,1:33:34,",,,,,,,,
"2,0,Paul,Pazdan,,,1:37:01,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Master,30-39,,
"Place,License",,,,,,,,
"1,245374,Shae,Mayner,Twin","Falls,ID,1:36:09,",,,,,,,
"2,0,Mike,Win,,,1:36:28,",,,,,,,,
"3,0,Tim,Bradshaw,,,1:37:29,",,,,,,,,
"4,0,Scott,Corkey,,,1:38:21,",,,,,,,,
"5,0,Hal,Miller,,,1:40:30,",,,,,,,,
"6,0,Andy,Pazdan,,,1:41:02,",,,,,,,,
"7,0,David,Wendt,,,1:41:36,",,,,,,,,
"8,0,Shawn,Welk,,,1:48:37,",,,,,,,,
"9,0,John,Carrack,,,1:57:23,",,,,,,,,
"10,0,Theo,Vandershaaf,,,2:15:00,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Master,40-49,,
"Place,License",,,,,,,,
"1,263823,David,Williams,Boise,ID,1:35:15,",,,,,,,,
"2,114595,Chris,Gardner,Hailey,ID,1:36:26,",,,,,,,,
"3,202181,Michael,Bading,Boise,ID,1:39:17,",,,,,,,,
"4,260002,Bryan,Newberry,Twin","Falls,ID,1:39:30,",,,,,,,
"5,0,Jay,Fitzgerald,,,1:43:22,",,,,,,,,
"6,0,Lance,Tayson,,,1:44:22,",,,,,,,,
"7,0,James,Santa,,,1:44:26,",,,,,,,,
"9,0,Stacy,Erickson,,,,",,,,,,,,
"10,150033,Dave,Anderson,Rexburg,ID,1:50:34,",,,,,,,,
"11,0,Jim,Baxter,,,1:58:19,",,,,,,,,
"12,260669,Steve,Pline,Boise,ID,2:00:43,",,,,,,,,
"13,0,Scott,Dewall,,,2:07:27,",,,,,,,,
"14,0,David,Weber,,,4:34:30,",,,,,,,,
08/04/2007,Cross,Country,Men,SP,Master,50-59,,
"Place,License",,,,,,,,
"1,0,Dan,Daigh,,,1:31:02,",,,,,,,,
"2,0,Tom,Reinbolt,,,1:41:34,",,,,,,,,
"3,0,Dick,Newsome,,,1:43:05,",,,,,,,,
"4,156373,James,White,Pocatello,ID,1:43:07,",,,,,,,,
"5,0,Tom,Praggastic,,,,",,,,,,,,
"6,0,Bob,Marcicko,,,1:45:28,",,,,,,,,
"7,242722,William","(Bill),Dickerson,Moscow,ID,,",,,,,,,
"8,0,Marv,White,,,,",,,,,,,,
"9,0,Felix,Pazdan,,,,",,,,,,,,
"10,0,Stacy,Erickson,,,,",,,,,,,,
"11,0,Jim,Fraser,,,DNF,",,,,,,,,
