col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
0,802d39e1-9d70-404d-832c-2de5e2478eda,MSTICAlertsWin1\MSTICAdmin,4624,2019-01-15 05:15:02.980,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Norma Fisher,Norma Fisher,S-1-5-18,MSTICAdmin,MSTICAlertsWin1,S-1-5-21-996632719-2361334927-4038480536-500,0xfaac27,Norma Fisher,4,Norma Fisher,,"513 John Divide
Davismouth, NY 64632",Norma Fisher
1,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 05:15:04.503,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Jorge Sullivan,Jorge Sullivan,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Jorge Sullivan,5,Jorge Sullivan,,"185 Tamara Rapids Suite 719
Stewartbury, HI 25324",Jorge Sullivan
2,802d39e1-9d70-404d-832c-2de5e2478eda,MSTICAlertsWin1\adm1nistrator,4624,2019-01-15 05:15:06.363,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Elizabeth Woods,Elizabeth Woods,S-1-0-0,adm1nistrator,MSTICAlertsWin1,S-1-5-21-996632719-2361334927-4038480536-1066,0xfb5ee6,Elizabeth Woods,3,Elizabeth Woods,,"471 Erika Curve
North Megan, UT 71358",Elizabeth Woods
3,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 05:15:10.813,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Susan Wagner,Susan Wagner,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Susan Wagner,5,Susan Wagner,,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Susan Wagner
4,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 05:15:14.453,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Peter Montgomery,Peter Montgomery,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Peter Montgomery,5,Peter Montgomery,,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",Peter Montgomery
5,802d39e1-9d70-404d-832c-2de5e2478eda,MSTICAlertsWin1\MSTICAdmin,4624,2019-01-15 04:28:33.090,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Theodore Mcgrath,Theodore Mcgrath,S-1-5-18,MSTICAdmin,MSTICAlertsWin1,S-1-5-21-996632719-2361334927-4038480536-500,0xf0c9d6,Theodore Mcgrath,4,Theodore Mcgrath,,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Theodore Mcgrath
6,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 03:21:49.617,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Stephanie Collins,Stephanie Collins,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Stephanie Collins,5,Stephanie Collins,,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Stephanie Collins
7,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 03:21:51.957,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Stephanie Sutton,Stephanie Sutton,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Stephanie Sutton,5,Stephanie Sutton,,"225 Wilson Mills
North Thomas, OK 67164",Stephanie Sutton
8,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 02:45:49.393,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Brian Hamilton,Brian Hamilton,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Brian Hamilton,5,Brian Hamilton,,"PSC 5642, Box 8071
APO AA 97365",Brian Hamilton
9,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 02:45:51.727,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Susan Levy,Susan Levy,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Susan Levy,5,Susan Levy,,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Susan Levy
10,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 01:42:28.340,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Sean Green,Sean Green,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Sean Green,5,Sean Green,,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",Sean Green
11,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 01:45:23.610,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Kimberly Smith,Kimberly Smith,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Kimberly Smith,5,Kimberly Smith,,"75470 Lopez Roads
Port Jessicatown, TX 55221",Kimberly Smith
12,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 03:09:49.353,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,Jennifer Summers,Jennifer Summers,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,Jennifer Summers,5,Jennifer Summers,,"08913 Charlene Flat
Joshuaburgh, NJ 52496",Jennifer Summers
13,802d39e1-9d70-404d-832c-2de5e2478eda,NT AUTHORITY\SYSTEM,4624,2019-01-15 03:09:51.707,46fe7078-61bb-4bed-9430-7ac01d91c273,MSTICAlertsWin1,April Snyder,April Snyder,S-1-5-18,SYSTEM,NT AUTHORITY,S-1-5-18,0x3e7,April Snyder,5,April Snyder,,"7142 Wilson Drives
Melissaton, IL 89760",April Snyder
