col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0,GNAF_GAWA_147025702,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Metal sheeting,Double brick,405082,158318,D,51,dw51,,2588,39.146751403808594,0.0119522033691406,4841.622445178223,Negligible
1,GNAF_GAWA_147038651,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Metal sheeting,Double brick,405082,158318,D,51,dw51,,2592,39.146751403808594,0.0119522033691406,4841.622445178223,Negligible
2,GNAF_GAWA_147698165,WA,53360,EXMOUTH,50116980000,1962 - 1971,SD,Tile,Double brick,778326,311330,D,57,dw57,,2610,39.146751403808594,0.0119522033691406,9302.710639489747,Negligible
3,GNAF_GAWA_147025701,WA,53360,EXMOUTH,50116980000,1962 - 1971,SD,Tile,Double brick,1489264,595705,D,57,dw57,,2612,39.146751403808594,0.0119522033691406,17799.986198339844,Negligible
4,GNAF_GAWA_147689205,WA,53360,EXMOUTH,50116980000,1962 - 1971,SD,Tile,Double brick,1313158,525263,D,57,dw57,,2618,39.146751403808594,0.0119522033691406,15695.131471813966,Negligible
5,GNAF_GAWA_147199699,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Tile,Double brick,711852,278213,D,57,dw57,,2638,39.146751403808594,0.0119522033691406,8508.199872729492,Negligible
6,GNAF_GAWA_147704494,WA,53360,EXMOUTH,50116980000,1962 - 1971,SD,Tile,Double brick,1076179,430471,D,57,dw57,,2657,39.146751403808594,0.0119522033691406,12862.71026959839,Negligible
7,GNAF_GAWA_147025703,WA,53360,EXMOUTH,50116980000,1962 - 1971,SD,Tile,Double brick,1313158,525263,D,57,dw57,,2658,39.146751403808594,0.0119522033691406,15695.131471813966,Negligible
8,GNAF_GAWA_147019908,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,435761,170308,D,53,dw53,,2661,39.146751403808594,0.0119522033691406,5208.304092340089,Negligible
9,GNAF_GAWA_147016949,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Metal sheeting,Fibro / asbestos cement sheeting,726243,283837,D,53,dw53,,2675,39.146751403808594,0.0119522033691406,8680.204031414796,Negligible
10,GNAF_GAWA_147019907,WA,53360,EXMOUTH,50116980000,1962 - 1971,SH,Tile,Double brick,458687,179268,D,57,dw57,,2680,39.146751403808594,0.0119522033691406,5482.320306781006,Negligible
11,GNAF_GAWA_147028175,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Metal sheeting,Brick veneer,391541,152865,D,49,dw49,,2695,39.146751403808594,0.0119522033691406,4679.77765935669,Negligible
12,GNAF_GAWA_147028172,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Metal sheeting,Double brick,405082,158152,D,51,dw51,,2696,39.146751403808594,0.0119522033691406,4841.622445178223,Negligible
13,GNAF_GAWA_147028740,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Tile,Double brick,410304,160190,D,57,dw57,,2697,39.146751403808594,0.0119522033691406,4904.036851171875,Negligible
14,GNAF_GAWA_147028171,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Tile,Double brick,410304,160190,D,57,dw57,,2701,39.146751403808594,0.0119522033691406,4904.036851171875,Negligible
15,GNAF_GAWA_147028161,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Tile,Double brick,410304,160190,D,57,dw57,,2702,39.146751403808594,0.0119522033691406,4904.036851171875,Negligible
16,GNAF_GAWA_147028743,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Tile,Brick veneer,396763,154904,D,55,dw55,,2705,39.146751403808594,0.0119522033691406,4742.192065350342,Negligible
17,GNAF_GAWA_147028160,WA,53360,EXMOUTH,50117370000,1962 - 1971,SH,Tile,Double brick,410304,160190,D,57,dw57,,2706,39.146751403808594,0.0119522033691406,4904.036851171875,Negligible
