col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
1.0,MorocconMaleAdult,,Norma Fisher,ambrin@technoforte.co.in,Norma Fisher,eng,fr,2011-01-18,,Male,Non-Foreigner,Lot1 Zone,Hareness Road,Casablanca,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,12274,ambrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
2.0,MorocconFemaleAdult,,Jorge Sullivan,ambrin@technoforte.co.in,Jorge Sullivan,eng,,2007-03-29,,Female,CITIZEN,Lot1 Zone,Hareness Road,Casablanca,RSK,KTA,KNT,SATZ,Sidi Allal Tazi,89462,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
3.0,NonMorocconMaleAdult,,Elizabeth Woods,ambrin@technoforte.co.in,Elizabeth Woods,eng,,2009-12-27,,Male,FOREIGNER,Hay Nahda,Essaouira ,Marrakech,RSK,KTA,KNT,SATZ,Sidi Allal Tazi,99801,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
4.0,NonMorocconFemaleAdult,,Susan Wagner,ambrin@technoforte.co.in,Susan Wagner,eng,,1989-07-29,,Male,FOREIGNER,Commercial Street,MGRoad,Bangalore,RSK,KTA,KNT,SATZ,Sidi Allal Tazi,17569,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
5.0,HOF,,Peter Montgomery,ambrin@technoforte.co.in,Peter Montgomery,eng,,2000-04-13,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,20102,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
6.0,,,Theodore Mcgrath,ambrin@technoforte.co.in,Theodore Mcgrath,eng,,1976-03-27,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,05565,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
7.0,HOF,,Stephanie Collins,ambrin@technoforte.co.in,Stephanie Collins,eng,,2010-07-30,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,11019,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
8.0,,,Stephanie Sutton,ambrin@technoforte.co.in,Stephanie Sutton,en,,1996-03-11,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,92162,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
9.0,,,Brian Hamilton,ambrin@technoforte.co.in,Brian Hamilton,en,,1991-07-30,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,Rabat Sale Kenitra,Kenitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,71358,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
10.0,BadPersona,,Susan Levy,ambrin@technoforte.co.in,Susan Levy,en,,2009-03-04,,Male,CITIZEN,Hassan Avenue,Fez-Medina,Agadir,RSK,KTA,KNT,SATZ,Sidi Allal Tazi,90088,mbrin@technoforte.co.in,8277417831.0,3456787654.0,3456787654.0,33333.0,1.0
,,,Sean Green,,Sean Green,,,1986-06-23,,,,,,,,,,,,51788,,,,,,
,,,Kimberly Smith,,Kimberly Smith,,,1989-10-04,,,,,,,,,,,,92943,,,,,,
,,,Jennifer Summers,,Jennifer Summers,,,1982-07-07,,,,,,,,,,,,69257,,,,,,
,,,April Snyder,,April Snyder,,,1982-11-21,,,,,,,,,,,,36628,,,,,,
,,,Dana Nguyen,,Dana Nguyen,,,1982-09-16,,,,,,,,,,,,68893,,,,,,
,,,Cheryl Bradley,,Cheryl Bradley,,,1972-03-30,,,,,,,,,,,,31368,,,,,,
,,,Walter Pratt,,Walter Pratt,,,2011-09-13,,,,,,,,,,,,28707,,,,,,
,,,Bobby Flores,,Bobby Flores,,,2014-09-08,,,,,,,,,,,,89561,,,,,,
,,,Tasha Rodriguez,,Tasha Rodriguez,,,1987-09-12,,,,,,,,,,,,77807,,,,,,
,,,Michelle Kelley,,Michelle Kelley,,,2002-06-06,,,,,,,,,,,,55475,,,,,,
,,,Kimberly Maynard,,Kimberly Maynard,,,1974-09-14,,,,,,,,,,,,76482,,,,,,
