col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
REC-690042-ORG,4,2007-06-25,GRACIE,TAYLOR ,Norma Fisher,GRACIE,TAYLOR ,SANTIAGO ,5117 GARDEN CITY,BC,,V6X4H7,88077
REC-690043-ORG,5,1998-05-12,GRAZIE,TARA ,Jorge Sullivan,GRACIE,TAYLOR ,SANTIAGO ,6203 5117 GARDEN CITY,BC,,V6X4H7,82455
REC-842804-ORG,1,2020-06-01,CHRISTIANE,DOLORES,Elizabeth Woods,CHRISTIANE,DOLORES,,PO BOX 866 ,KASLO ,BC,,00650
REC-842805-ORG,1,1979-09-07,CHRISTIANN,DOLOHHTTTTT,Susan Wagner,CHRISTIANE,DOLORES,,PO BOX 866 ,NELSON ,BC,,80703
REC-861628-ORG,8,2010-03-23,NEDRA ,KAI,Peter Montgomery,NEDRA ,KAI,SZOCINSKI,7033 WIEBE ROAD,VANDERHOOF,BC,CANADA ,65195
REC-774127-ORG,6,1998-09-24,ROBERT,MOLLY,Theodore Mcgrath,ROBERT,,DECENT ,BOX 3566 ,SMITHERS,,CANADA ,44165
REC-520106-ORG,2,1990-04-13,BREE,GRACE,Stephanie Collins,BREE,,HUGGINS,6237 ,SURREY,BC,,32470
REC-948521-ORG,10,2013-05-06,SEAN,JACQUELINE ,Stephanie Sutton,SEAN,JACQUELINE ,COOPER ,01 TEXAS CREEK RD,LILLOOET,BC,CANADA ,96220
REC-995139-ORG,12,1994-02-16,ZACHARY ,,Brian Hamilton,ZACHARY ,ADELAIDE ,RIOS ,6992 COACH LAMP DR ,CHILLIWACK,BC,,43126
REC-850353-ORG,7,1975-10-03,SPRING,,Susan Levy,SPRING,TRINITY,,BOX 534,CANOE ,BC,CANADA ,92728
REC-920041-ORG,9,1986-11-18,JULIE ,IDA,Sean Green,JULIE ,IDA,LOCK ,SITE 6 COMP 0,70 MILE HOUSE ,,,08756
REC-639913-ORG,3,2000-04-08,GENEVIVE,,Kimberly Smith,GENEVIVE,JOSHUA ,DIVOKY ,703 ELM ST ,ASHCROFT,BC,,25544
REC-981625-ORG,11,2013-01-22,AGATHA,DESTYNII ,Jennifer Summers,AGATHA,DESTYNII ,CIARCIA,170 BRIARWOOD RD ,KELOWNA ,BC,CANADA ,74885
