col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
9,as,Norma Fisher,7741220,7682300.0,58920.0,22751014.0,1.07,1998-07-17,7.14,5.65
59,fj,Jorge Sullivan,18274,18274.0,0.0,909389.0,0.67,2009-06-13,6.04,6.75
78,id,Elizabeth Woods,1904569,1811569.0,93000.0,255993674.0,0.92,1988-09-23,6.37,1.16
89,kr,Susan Wagner,811,811.0,0.0,105711.0,1.15,2000-08-29,7.12,2.87
111,rm,Peter Montgomery,181,181.0,0.0,72191.0,1.66,2003-07-12,4.21,4.83
115,fm,Theodore Mcgrath,702,702.0,0.0,105216.0,0.46,2014-12-06,4.23,20.93
123,nr,Stephanie Collins,21,21.0,0.0,9540.0,0.55,2013-08-20,5.87,13.63
126,nz,Stephanie Sutton,267710,267710.0,,4438393.0,0.82,2017-08-26,7.36,2.21
133,ps,Brian Hamilton,459,459.0,0.0,21265.0,0.38,1994-04-27,7.99,0.71
135,pp,Susan Levy,462840,452860.0,9980.0,6672429.0,1.78,1975-08-10,6.53,0.0
148,ws,Sean Green,2831,2821.0,10.0,197773.0,0.58,1992-01-27,5.32,9.78
159,bp,Kimberly Smith,28896,27986.0,910.0,622469.0,2.02,2011-09-13,3.85,1.75
174,tt,Jennifer Summers,14874,14874.0,0.0,1231116.0,2.42,1977-11-07,6.1,3.86
176,tn,April Snyder,747,717.0,30.0,106501.0,0.03,2003-02-07,4.85,17.84
181,tv,Dana Nguyen,26,26.0,0.0,10869.0,0.82,2009-12-13,8.74,6.81
189,nh,Cheryl Bradley,12189,12189.0,0.0,272264.0,1.95,2012-11-18,4.09,1.47
201,cr,Walter Pratt,3,3.0,0.0,,,1992-10-25,,
202,hm,Bobby Flores,412,412.0,0.0,,,1982-12-15,,
203,nf,Tasha Rodriguez,36,36.0,0.0,2210.0,0.01,1986-07-16,,
209,fp,Michelle Kelley,4167,3827.0,340.0,282703.0,0.94,1971-02-07,5.02,0.84
211,nc,Kimberly Maynard,18575,18275.0,300.0,271615.0,1.38,2019-10-12,5.52,4.01
219,cw,Laurie Wallace,236,236.0,0.0,9838.0,2.95,1988-06-11,8.03,
220,ne,Janice Johnston,260,260.0,0.0,1190.0,0.03,1977-12-21,,
221,tl,Collin Lopez,12,12.0,0.0,1337.0,0.01,2017-12-31,,
225,ax,Mary Alvarez,123,,,15700.0,,1985-01-01,,
242,aq,Peter Mcdowell,199,199.0,0.0,54343.0,0.3,1995-04-27,4.75,21.13
243,gq,Sarah Villanueva,544,544.0,0.0,161785.0,0.54,1981-08-08,5.12,6.34
244,bq,Kimberly Myers,5,5.0,0.0,,,1992-08-18,,
245,cq,Desiree Cain,464,464.0,0.0,52344.0,2.18,1998-12-31,3.71,7.16
248,wq,Stephanie Lawrence,6,6.0,0.0,,,1974-03-26,,
