col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
M,KW,Port Emmaville,lowerlevel,G-02,B,IT,F,Father,1,7,6,10,No,Bad,Above-7
M,Jordan,North Charlene,MiddleSchool,G-08,A,Geology,S,Father,80,89,23,68,No,Bad,Under-7
F,Jordan,Port Kevin,MiddleSchool,G-08,A,Chemistry,S,Father,5,4,5,8,No,Bad,Above-7
M,Syria,North Thomas,MiddleSchool,G-08,A,Spanish,S,Father,9,7,21,20,Yes,Good,Above-7
M,Jordan,Burtontown,MiddleSchool,G-07,A,Biology,F,Father,39,71,40,26,No,Good,Above-7
M,KW,Robinville,MiddleSchool,G-08,A,Spanish,S,Father,5,17,21,10,No,Bad,Above-7
M,Tunis,Dennishaven,MiddleSchool,G-07,A,Quran,S,Father,70,75,55,11,Yes,Bad,Under-7
M,Jordan,Darinberg,MiddleSchool,G-07,A,Biology,F,Mum,78,91,50,40,Yes,Good,Under-7
F,KW,Melissaton,MiddleSchool,G-07,A,IT,F,Father,60,60,33,90,No,Bad,Above-7
F,KW,East Erinside,lowerlevel,G-04,A,History,S,Mum,21,27,52,34,Yes,Good,Above-7
F,KW,Staceyshire,MiddleSchool,G-06,A,IT,S,Father,50,40,52,66,Yes,Bad,Under-7
M,KW,Port Karafort,MiddleSchool,G-07,A,IT,F,Father,2,0,2,50,No,Bad,Above-7
M,Jordan,Bowmanstad,MiddleSchool,G-08,A,Geology,F,Father,95,87,62,81,No,Bad,Under-7
M,KW,East Nicholas,MiddleSchool,G-07,A,Math,F,Father,5,2,6,5,Yes,Good,Above-7
F,KW,Alanberg,MiddleSchool,G-07,B,Science,S,Father,62,68,48,80,Yes,Good,Under-7
M,KW,Mathewstad,MiddleSchool,G-08,A,Arabic,F,Father,25,15,12,33,No,Bad,Above-7
M,Jordan,West Kimberlyton,MiddleSchool,G-08,A,Chemistry,F,Mum,80,82,76,19,Yes,Good,Under-7
F,Jordan,West Frankshire,MiddleSchool,G-08,A,Geology,F,Father,50,77,14,28,No,Bad,Under-7
M,KW,Michaelside,MiddleSchool,G-08,B,Spanish,S,Mum,87,81,22,70,Yes,Bad,Under-7
M,Jordan,West Danny,MiddleSchool,G-08,A,History,S,Mum,70,76,65,70,Yes,Good,Above-7
M,Iraq,North Kyle,lowerlevel,G-02,A,Arabic,F,Father,80,95,21,28,Yes,Good,Under-7
F,Iraq,West Richardmouth,lowerlevel,G-02,B,Arabic,F,Mum,89,92,40,28,Yes,Good,Under-7
