col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
Start Date,End Date,Response Type,"PSC 1428, Box 5124
APO AE 06045",Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,jaredharris@dennis.com,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Consent to Participate in an Experimental Study
Title: Expertise within Working Memory and Fluid Intelligence




















Description:

You will be asked to complete a series of different tasks testing expertise, working memory, and fluid intelligence. The entire experiment will take approximately one and a half hours. You will receive three credits for your participation. 
Risks and Benefits:

There are no obvious risks of participating in this experiment.   Confidentiality:
We will not put your name on any of your tests.  Only Addie Wikowsky and her advisor will have access to the data collected for this study.  All data associated with this study will remain confidential.  
Right to Withdraw:
You do not have to take part in this study.  If you start the study and decide that you do not want to finish, all you have to do is to tell the research assistant in person, by letter, or by tele­phone at add0623@missouristate.edu.  Whether or not you choose to participate or to withdraw will not affect your standing with the Department of Psychology, or with the University, and it will not cause you to lose any benefits to which you are entitled.   Experimental credit will be prorated based on the amount of time you spent in the study. 
IRB Approval:
This study has been reviewed by Missouri State University’s Institutional Review Board (IRB). The IRB has determined that this study fulfills the human research subject protections obligations required by state and federal law and University policies.  If you have any questions, concerns, or reports regarding your rights as a participant of research, please contact the Office Research Compliance at 836-4132.


































Statement of Consent
I have read the above information.  I have been given a copy of this form.  I have had an opportunity to ask questions, and I have received answers.  I consent to participate in the study.","The researcher will assign you a participant number.



Please put that number in the box below.



Please select this link when instructed to do so: click here.



*This is not a repeated question.","The researcher will assign you a participant number.



Please put that number in the box below.



Please select this link when instructed to do so: click here.



**This is not a repeated question.","Please take this typing test when instructed to do so. You will click on the link below, select the 1-minute test for ""Rules of Baseball.""



 Click here.



Below, please enter the adjusted typing score.",Please enter the error score from the typing test.
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","559 Meghan Squares Suite 765
East Nicholas, AL 18648","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}",cantujesse@gmail.com,"{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID15_TEXT""}","{""ImportId"":""QID16_TEXT""}","{""ImportId"":""QID5_TEXT""}"
4/18/19 8:27,4/18/19 8:54,0,"5159 Blake Estates Apt. 945
Haysberg, DE 63161",100,1630,1,4/18/19 8:54,R_3m4uzxbf9ZOiZyh,,,wrodriguez@haley.com,,,,anonymous,EN,1,,,,20
4/18/19 8:28,4/18/19 8:55,0,"2814 Houston Hills
Rodriguezside, NJ 62629",100,1642,1,4/18/19 8:55,R_1mIOWyTZYhqSuwL,,,swoodward@hotmail.com,,,,anonymous,EN,1,,,,1
4/18/19 10:24,4/18/19 11:13,0,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",100,2926,1,4/18/19 11:13,R_1FKurvEJsEmMoIB,,,brittanymiller@hotmail.com,,,,anonymous,EN,1,p4,p4,21,0
4/18/19 8:55,4/18/19 9:14,0,"8847 Kramer Station
South Christopher, KS 77208",40,1137,0,4/25/19 9:14,R_PCD2oQ8mL1g0FS9,,,nicholasthomas@gmail.com,,,,anonymous,EN,1,P2,,,
4/26/19 10:49,4/26/19 11:12,0,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",100,1331,1,4/26/19 11:12,R_2f6Xa98q6cPmpT5,,,william32@watson-alvarado.com,,,,anonymous,EN,1,P8,P8,41 WPN,4
4/26/19 10:49,4/26/19 11:15,0,"6582 Vanessa Oval
New Richard, NE 68819",100,1560,1,4/26/19 11:15,R_33DyU1VkERtL3gr,,,emiller@fisher.biz,,,,anonymous,EN,1,P9,P9,32,1
4/30/19 13:04,4/30/19 13:23,0,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",100,1127,1,4/30/19 13:23,R_plwAcwIBjND33Vf,,,wevans@wright.com,,,,anonymous,EN,1,p-12,p12,18,19
4/25/19 8:31,4/25/19 8:58,0,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",80,1633,0,5/2/19 8:59,R_3DoxZSGYjQrtDIg,,,aortiz@valenzuela.info,,,,anonymous,EN,1,P7,,59,3
5/2/19 12:58,5/2/19 13:38,0,"891 Bullock Ford
Amandachester, NJ 51431",100,2423,1,5/2/19 13:38,R_1OpqITnSoVrbxIO,,,laurahill@jacobs.biz,,,,anonymous,EN,1,P14,p14,54,0
5/2/19 12:58,5/2/19 13:40,0,"02489 Cook Park
Sherriport, MT 50853",100,2553,1,5/2/19 13:40,R_25EH2chrbHxoxrd,,,preynolds@peterson-mills.com,,,,anonymous,EN,1,P15,P15,49,5
5/3/19 10:52,5/3/19 11:08,0,"23450 Timothy Divide
Wuland, UT 20341",100,964,1,5/3/19 11:08,R_DxdIyoY4yiNOC09,,,webbjames@gmail.com,,,,anonymous,EN,1,P16,P16,39,3
5/3/19 10:52,5/3/19 11:31,0,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",100,2341,1,5/3/19 11:31,R_2awPLCzGDU9O5RK,,,tsmith@gmail.com,,,,anonymous,EN,1,P17,P17,63,63
