col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
SITE_DEFAULT,Default,,,,,,,3,4.9,125.0,900913,-90.0,90.0,-180.0,180.0,marker_red,http://preview.grid.unep.ch:8080/geoserver/ows?service=WMS&request=GetCapabilities
,WGS84,,,,,,,3,4.9,125.0,4326,-90.0,90.0,-180.0,180.0,,
,AF,Afghan Red Crescent Society,organisation,AF,AF,,,6,33.8407969,67.816162109,900913,29.0,39.0,60.0,75.0,,
,AU,Australian Red Cross,organisation,AU,AU,,,6,-24.764639,136.180729,900913,-45.0,-4.0,105.0,165.0,,
,BT,Bhutan Red Cross Society,organisation,BT,BT,,,8,27.32105755,90.480132,900913,26.0,29.0,88.0,93.0,,
,FI,Finnish Red Cross,organisation,FI,FI,,,5,65.4758,26.359,900913,59.0,71.0,18.0,32.0,,
,FJ,Fiji Red Cross Society,organisation,FJ,FJ,,,7,-18.3967,179.925,900913,-22.0,-15.0,-180.0,180.0,,
,HN,Honduran Red Cross,organisation,HN,HN,,,7,13.8706513685,-87.255859375,900913,11.0,17.0,-92.0,-83.0,,
,ID,Indonesian Red Cross Society (Palang Merah Indonesia),organisation,ID,ID,,,4,1.478086,117.8369,900913,-12.0,8.0,94.0,142.0,,
,IN,Indian Red Cross Society,organisation,IN,IN,,,5,20.32,79.96,900913,4.0,36.0,65.0,100.0,,
,IQ,Iraqi Red Crescent Society,organisation,IQ,IQ,,,6,33.10768,43.60229,900913,28.0,38.0,37.0,49.0,,
,KH,Cambodian Red Cross Society,organisation,KH,KH,,,7,12.4,104.917,900913,9.0,15.0,102.0,108.0,,
,MG,Malagasy Red Cross Society,organisation,MG,MG,,,5,-19.431277,44.8591286,900913,-28.0,-9.0,40.0,55.0,,
,MM,Myanmar Red Cross Society,organisation,MM,MM,,,5,19.4122,97.2266,900913,9.0,29.0,92.0,102.0,,
,MN,Mongolian Red Cross Society,organisation,MN,MN,,,5,45.96946,104.209,900913,41.0,53.0,87.0,120.0,,
,MV,Maldivian Red Crescent,organisation,MV,MV,,,10,4.1552,73.5747,900913,-1.0,8.0,72.0,74.0,,
,MY,Malaysian Red Crescent Society,organisation,MY,MY,,,5,2.454333,108.940637,900913,0.0,8.0,99.0,120.0,,
,NP,Nepal Red Cross Society,organisation,NP,NP,,,6,28.048,84.158,900913,26.0,31.0,79.0,89.0,,
,NZ,New Zealand Red Cross,organisation,NZ,NZ,,,6,-41.99,172.34,900913,-53.0,-28.0,165.0,180.0,,
,PG,Papua New Guinea Red Cross Society,organisation,PG,PG,,,6,-6.9640127,146.8847656,900913,-12.0,-1.0,140.0,155.0,,
,PH,Philippine Red Cross,organisation,PH,PH,,,6,12.567606,122.419227,900913,4.0,21.0,114.0,130.0,,
,PK,Pakistan Red Crescent,organisation,PK,PK,,,5,29.5647,70.0207,900913,65.0,75.0,60.0,80.0,,
,TL,Timor-Leste Red Cross Society (Cruz Vermelha de Timor-Leste),organisation,TL,TL,,,8,-8.88,125.92,900913,-9.5,-8.4,124.04,127.3,,
,US,American Red Cross,organisation,US,US,,,4,39.1348,-98.41,900913,0.0,90.0,-180.0,-50.0,,
,VN,Viet Nam Red Cross,organisation,VN,VN,,,5,14.15099,106.29688,900913,8.0,24.0,102.0,110.0,,
