col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
,,,,,,-1,-1,-1,,,79851,10,True,False,,HERQC00001,,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,1,False,,Bar a la orilla del río Ebro,4,3,2,False,0,4,,POINT (-3.714890189367477 42.89095884824274)
,,,,,,-1,-1,-1,,,81789,10,False,False,,LNUQC00001,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,4,False,Pista forestal de la Laguna Negra,Quiosco-aparcamiento Paso de la Serrá,4,1,3,False,0,1,,POINT (-2.827147172488869 41.998271324993766)
,,,,,,-1,-1,-1,,,81790,10,True,False,,LNUQC00002,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,True,Pista forestal de la Laguna Negra,Bar Paso de la Serrá,4,1,1,True,0,1,,POINT (-2.824511636878558 41.999557993747857)
,,,,,,-1,-1,-1,,,89250,10,True,False,,SGRQC00001,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,False,,La Carrera,1,1,2,False,0,1,,POINT (-5.546953794629817 40.341626322963229)
,,,,,,-1,-1,-1,,,89251,10,True,False,,SGRQC00002,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,True,,El Berrocal,1,1,2,False,0,1,,POINT (-5.516363760001726 40.268145860821363)
,,,,,,-1,-1,-1,,,89252,10,True,False,,SGRQC00003,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,True,,El Vergel de Gredos,1,1,2,False,0,1,,POINT (-5.43469873870172 40.314052727078824)
,,,,,,-1,-1,-1,,,89253,10,True,False,,SGRQC00004,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,True,,Pozo de las Paredes,3,2,2,False,0,3,,POINT (-5.250023869540838 40.345482381100574)
,,,,,,-1,-1,-1,,,89254,10,True,False,,SGRQC00005,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,True,,La Puente,1,1,2,False,0,1,,POINT (-5.32498018247474 40.342004206025258)
,,,,,,-1,-1,-1,,,89255,10,True,False,,SGRQC00006,,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,2,False,,Plataforma de Gredos,4,3,2,False,0,4,,POINT (-5.232488002097597 40.274907027459683)
,,,,,,-1,-1,-1,,,89578,10,True,False,,VLIQC00001,,2010-07-13T22:00:00Z,1997-06-16T22:00:00Z,1,True,,Las Cruceras,1,1,2,False,0,1,,POINT (-4.561179537785208 40.421160397472867)
