col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
c89eb05c-62dd-4b64-b494-0cc347b6ea7f,1899600a-649c-11e6-8b77-86f30ca893d3,,Norma Fisher,,"The Never Homeless Helpline refers any persons without access to housing to services within Example City. Services are first come, first serve. Due to demand, there may be a waiting list.",,"753 Padilla Circles
New Jeffrey, FL 71671",active,over the phone,Call for further information,,,,,
25870bcf-7528-4e05-8f0c-7e639075ce71,18996320-649c-11e6-8b77-86f30ca893d3,,Jorge Sullivan,,"Young Minds program helps young people complete their high school education, preparing them for lifelong success with mentorship, funding and community support. Our engagement with the students begins with an evaluation to provide each young person with a personalised program for success.",,"8714 Mann Plaza
Lisaside, PA 72227",active,,,,,,,
10cbc6ce-0ae5-467f-8069-18e90ec5b037,1899673a-649c-11e6-8b77-86f30ca893d3,,Elizabeth Woods,,"A service to collect and report on in-date food from grocery stores within Example City limits, allowing stores to benefit from city-funded tax breaks as well as helping to feed those in need.",,"96593 White View Apt. 094
Jonesberg, FL 05565",active,,,,,,,
a27a0710-72d2-41a2-8947-9d0e0e69e257,1899673a-649c-11e6-8b77-86f30ca893d3,,Susan Wagner,,A pay-as-you-feel training program for nonprofit organisations perparing or seeking to prepare food within Example City.,,"848 Melissa Springs Suite 947
Kellerstad, MD 80819",inactive,,,,,,,
c28f4d9f-10b2-4baf-a727-a31ae79063ce,1899683e-649c-11e6-8b77-86f30ca893d3,,Peter Montgomery,,Provides support for family and friends of people with a drinking problem.,,"30413 Norton Isle Suite 012
North Lisa, ND 79428",active,video remote,,,,,,
373c9b87-8606-49c7-8082-02120ddc04e4,1899691a-649c-11e6-8b77-86f30ca893d3,,Theodore Mcgrath,,Provides assisted social shopping for the elderly with twice weekly bus services and assistance provided by volunteers. This service is heavily subscribed and waiting period may apply.,,"39916 Mitchell Crescent
New Andrewburgh, DE 63315",active,,Call our offices to apply or for more information,28 days,,,,
2fcd70db-add2-43b5-ba3b-98f82c3c3147,189969f6-649c-11e6-8b77-86f30ca893d3,,Stephanie Collins,,"Carnival Bay provides summer camp sessions for residents of Example City. Summer camp activities include: arts & crafts, field trips, indoor activities, outdoor games, free swim lessons, and swimming.",,"086 Mary Cliff
North Deborah, NE 24135",active,,,,,,,
25f6e86d-ba99-4819-b6f4-2f23dbe38806,18996ac8-649c-11e6-8b77-86f30ca893d3,,Stephanie Sutton,,"The skills refresh offers teaching staff in Example City free refresher courses in <ul>
  <li>Digital Skills</li>
  <li>Childhood Development</li>
  <li>Languages: Spanish</li>
</ul>",,"91634 Strong Mountains Apt. 302
West Alyssa, PA 58475",inactive,,,,,,,
9619ea6e-baa8-4b9a-9665-ca2a07cdd7b6,18996b9a-649c-11e6-8b77-86f30ca893d3,,Brian Hamilton,,"Parks Disability Service works to make Example City parks and their recreation programs accessible to persons with disabilities, removing architectural barriers and creating special programs for the disabled, such as wheelchair tennis, quad rugby, and beep baseball.",,"6984 Price Shoals
Erictown, WA 10865",active,,,,,,,
756b5a9d-7d65-4063-b5f2-d08ccf01c55e,18996c62-649c-11e6-8b77-86f30ca893d3,,Susan Levy,,"The Soup Kitchen operates seven days a week, 365 days a year. It serves two hot meals per day.",,"423 Bell Heights
Brittanyberg, ME 51359",active,,,,,,,
62e95523-07b9-4d1b-9bcf-6cea6e2be5d8,18997068-649c-11e6-8b77-86f30ca893d3,,Sean Green,,"Meals To-Go at The Cross provides a bag lunch on a pay-as-you-can basis. Donors can buy a healthy bag lunch and donate a bag lunch to anyone in need of a meal. For a pre-paid meal, please take a prepaid slip from our ""Feed the City"" wall.",,"93523 Dana Lane
Johnsonshire, WI 87296",active,,,,,,,
008b6436-5ac2-4c19-ac4d-d640fbec7818,18997068-649c-11e6-8b77-86f30ca893d3,,Kimberly Smith,,"Provides dignity for our homeless citizens with a free, clean place to shower and take care of personal needs. Stalls are lockable for privacy and safety. A caretaker is available at all times.This service is supported by matched donations from City Hall.",,"1427 Odonnell Rapids
North Troyport, NH 07035",inactive,,,,,,,
21a1192b-abb9-45e8-bc52-c81ca4087240,18997068-649c-11e6-8b77-86f30ca893d3,,Jennifer Summers,,Bubbles At The Cross provides low-cost and pay-as-you-can services to anyone needing laundry services in Example City. ,,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",active,,,,,,,
