col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,35,35,07.16.2017 00:06,27contest_87120142 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2017/07/27contest_87120142-Large.jpg,0,,0,0,,0,0,,
1,34,34,07.15.2017 23:02,27contest_87120142 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/27contest_87120142-Large-4.jpg,0,,0,0,,0,0,asdfasdfsdfsdfsdf,sadfasdf
1,33,33,07.15.2017 22:44,27contest_87120142 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/27contest_87120142-Large-3.jpg,0,,0,0,,0,0,,
1,32,32,07.15.2017 22:01,27contest_87120142 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/27contest_87120142-Large-2.jpg,0,,0,0,,0,0,,
1,31,31,07.15.2017 21:27,jpeg-home,http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/jpeg-home.jpg,0,,0,0,,0,0,,
1,30,30,07.15.2017 21:27,23contest_90975836 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/23contest_90975836-Large.jpg,0,,0,0,,0,0,,
1,29,29,07.15.2017 21:27,18contest-gallery_233977846 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/18contest-gallery_233977846-Large-4.jpg,0,,0,0,,0,0,,
1,28,28,07.07.2017 06:05,IMG_6311,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/07/IMG_6311.jpg,0,6.0,5,13,2.6,1,0,,
1,27,27,06.08.2017 01:42,7contest_173985326 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/7contest_173985326-Large-1.jpg,0,8.0,4,8,2.0,1,0,sdfasdf,asdfasdfasdf
1,26,26,06.08.2017 01:34,26contest_100790692 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/26contest_100790692-Large-2.jpg,0,7.0,9,25,2.7777777777778,1,0,sdfsafsdf,sdfsadf
1,25,25,06.08.2017 01:33,16contest_108915350 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/16contest_108915350-Large-2.jpg,0,2.0,1,1,1.0,1,0,sdfasdf,asdfasdf
1,24,24,06.08.2017 01:32,26contest_100790692 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/26contest_100790692-Large-1.jpg,0,1.0,2,6,3.0,1,0,asdfasdf,asdfasdfasdf
1,23,23,06.08.2017 00:39,25DSCF1188_89_90 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2016/10/25DSCF1188_89_90-Large-2.jpg,0,0.0,0,0,,1,0,,
1,22,22,06.03.2017 05:52,DSCF5324_tonemapped1,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5324_tonemapped1.jpg,0,0.0,0,0,,1,0,,
1,21,21,06.03.2017 05:52,DSCF5272_tonemapped,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5272_tonemapped.jpg,0,0.0,0,0,,1,0,,
1,20,20,06.03.2017 05:52,DSCF5396_tonemapped,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5396_tonemapped.jpg,1,0.0,0,0,,1,0,,
1,19,19,06.03.2017 05:52,DSCF5463_tonemapped,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5463_tonemapped.jpg,2,0.0,0,0,,1,0,,
1,18,18,06.03.2017 05:52,DSCF5577_tonemapped,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5577_tonemapped.jpg,0,0.0,0,0,,1,0,,
1,17,17,06.03.2017 05:52,DSCF5538_tonemapped,http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/DSCF5538_tonemapped.jpg,0,0.0,0,0,,1,0,,
1,16,16,06.03.2017 05:52,32contestk_191468507 (Large),http://192.168.178.27/test-cg-1/wp-content/uploads/2017/04/32contestk_191468507-Large.jpg,0,0.0,0,0,,1,0,,
